,name,year,imagecount
548,University of Pretoria,2014,24192.0
549,University of Pretoria,2015,83949.0
550,University of Pretoria,2016,249583.0
551,University of Pretoria,2017,80240.0
552,University of Pretoria,2018,2352.0
553,University of Pretoria,2019,1056.0
