,name,year,imagecount
44,"BYU, Idaho Family History Library",2011,35905.0
45,"BYU, Idaho Family History Library",2012,291032.0
46,"BYU, Idaho Family History Library",2013,244668.0
47,"BYU, Idaho Family History Library",2014,114051.0
48,"BYU, Idaho Family History Library",2015,56662.0
49,"BYU, Idaho Family History Library",2016,27068.0
