,name,year,imagecount
534,University of Chinese Academy of Sciences,2010,105128.0
535,University of Chinese Academy of Sciences,2011,265264.0
536,University of Chinese Academy of Sciences,2012,378.0
537,University of Chinese Academy of Sciences,2014,150.0
