,name,year,books_scanned
594,University of Victoria,2015,559
595,University of Victoria,2016,1661
596,University of Victoria,2017,1280
597,University of Victoria,2018,526
598,University of Victoria,2019,977
599,University of Victoria,2020,279
600,University of Victoria,2021,1390
601,University of Victoria,2022,69
602,University of Victoria,2023,101
