,name,year,imagecount
21,American Numismatic Society,2015,8222.0
22,American Numismatic Society,2016,189998.0
23,American Numismatic Society,2017,131722.0
24,American Numismatic Society,2018,123200.0
25,American Numismatic Society,2019,90786.0
26,American Numismatic Society,2020,45317.0
27,American Numismatic Society,2021,106586.0
28,American Numismatic Society,2022,48575.0
29,American Numismatic Society,2023,18011.0
