,name,year,books_scanned
392,San Francisco Public Library,2011,355
393,San Francisco Public Library,2012,1851
394,San Francisco Public Library,2013,2190
395,San Francisco Public Library,2014,2647
396,San Francisco Public Library,2015,1721
397,San Francisco Public Library,2016,1987
398,San Francisco Public Library,2017,520
