,name,year,books_scanned
283,John Hopkins University Library Offsite Storage,2020,337
284,John Hopkins University Library Offsite Storage,2021,2105
285,John Hopkins University Library Offsite Storage,2022,1744
286,John Hopkins University Library Offsite Storage,2023,763
