,name,year,books_scanned
241,"Innodata Knowledge Services, Inc.",2018,15814
242,"Innodata Knowledge Services, Inc.",2019,346764
243,"Innodata Knowledge Services, Inc.",2020,736827
244,"Innodata Knowledge Services, Inc.",2021,895739
245,"Innodata Knowledge Services, Inc.",2022,929630
246,"Innodata Knowledge Services, Inc.",2023,348162
