,name,year,books_scanned
318,National Library of Scotland,2008,840
319,National Library of Scotland,2009,1501
320,National Library of Scotland,2010,697
321,National Library of Scotland,2011,831
322,National Library of Scotland,2012,690
323,National Library of Scotland,2013,300
324,National Library of Scotland,2014,40
