,name,year,imagecount
381,San Francisco Public Library,2011,157974.0
382,San Francisco Public Library,2012,667766.0
383,San Francisco Public Library,2013,698038.0
384,San Francisco Public Library,2014,547436.0
385,San Francisco Public Library,2015,555070.0
386,San Francisco Public Library,2016,507640.0
387,San Francisco Public Library,2017,143620.0
