,name,year,books_scanned
610,Washington University in St. Louis,2015,1619
611,Washington University in St. Louis,2016,3625
612,Washington University in St. Louis,2017,3614
613,Washington University in St. Louis,2018,2710
614,Washington University in St. Louis,2019,1675
615,Washington University in St. Louis,2020,2474
616,Washington University in St. Louis,2021,299
617,Washington University in St. Louis,2022,1243
618,Washington University in St. Louis,2023,841
