,name,year,imagecount
86,British Library,2013,3588.0
87,British Library,2014,2556000.0
88,British Library,2015,8937440.0
89,British Library,2016,8094031.0
90,British Library,2017,4685477.0
91,British Library,2018,4317454.0
92,British Library,2019,4111024.0
93,British Library,2020,1286897.0
94,British Library,2021,1594810.0
95,British Library,2022,1933184.0
96,British Library,2023,625727.0
