,name,year,books_scanned
217,Harvard,2015,26
218,Harvard,2016,130
219,Harvard,2017,242
220,Harvard,2018,319
221,Harvard,2019,25
222,Harvard,2020,9
223,Harvard,2021,20
224,Harvard,2022,111
225,Harvard,2023,61
