,name,year,books_scanned
53,"BYU, Provo",2009,730
54,"BYU, Provo",2010,2913
55,"BYU, Provo",2011,6517
56,"BYU, Provo",2012,4041
57,"BYU, Provo",2013,5314
58,"BYU, Provo",2014,401
59,"BYU, Provo",2015,867
60,"BYU, Provo",2016,1509
61,"BYU, Provo",2017,1386
62,"BYU, Provo",2018,2558
63,"BYU, Provo",2019,1416
64,"BYU, Provo",2020,1197
65,"BYU, Provo",2021,693
66,"BYU, Provo",2022,1502
67,"BYU, Provo",2023,491
