,name,year,books_scanned
438,The Archive of Contemporary Music,2011,633
439,The Archive of Contemporary Music,2012,1160
440,The Archive of Contemporary Music,2013,403
441,The Archive of Contemporary Music,2014,147
442,The Archive of Contemporary Music,2015,106
443,The Archive of Contemporary Music,2016,409
444,The Archive of Contemporary Music,2017,134
