,name,year,imagecount
242,Internet Archive Headquarters,2006,17137.0
243,Internet Archive Headquarters,2007,3624.0
244,Internet Archive Headquarters,2008,36222.0
245,Internet Archive Headquarters,2009,2652947.0
246,Internet Archive Headquarters,2010,18015097.0
247,Internet Archive Headquarters,2011,8348.0
248,Internet Archive Headquarters,2012,779.0
249,Internet Archive Headquarters,2015,2056.0
250,Internet Archive Headquarters,2017,366.0
