,name,year,books_scanned
227,Hong Kong,2009,4
228,Hong Kong,2010,3
229,Hong Kong,2011,6
230,Hong Kong,2012,12
231,Hong Kong,2013,352
232,Hong Kong,2014,3
233,Hong Kong,2015,10
234,Hong Kong,2016,21525
235,Hong Kong,2017,91827
236,Hong Kong,2018,172892
237,Hong Kong,2019,6928
