,name,year,books_scanned
364,Perkins School for the Blind,2015,8
365,Perkins School for the Blind,2016,17
366,Perkins School for the Blind,2017,34
367,Perkins School for the Blind,2018,10
368,Perkins School for the Blind,2019,12
