,name,year,books_scanned
133,Clatsop County Historical Society,2019,215
134,Clatsop County Historical Society,2020,334
135,Clatsop County Historical Society,2021,771
136,Clatsop County Historical Society,2022,491
137,Clatsop County Historical Society,2023,358
