,name,year,books_scanned
88,British Library,2013,92
89,British Library,2014,13416
90,British Library,2015,38817
91,British Library,2016,40466
92,British Library,2017,40468
93,British Library,2018,42375
94,British Library,2019,25441
95,British Library,2020,7842
96,British Library,2021,7543
97,British Library,2022,11652
98,British Library,2023,2262
