,name,scan_day,operator
6083,"BYU, Provo",2010-08-20,3
6084,"BYU, Provo",2010-08-23,4
6085,"BYU, Provo",2010-08-24,4
6086,"BYU, Provo",2010-08-25,4
6087,"BYU, Provo",2010-08-26,4
6088,"BYU, Provo",2010-08-27,2
6089,"BYU, Provo",2010-08-30,2
6090,"BYU, Provo",2010-08-31,3
6091,"BYU, Provo",2010-09-01,7
6092,"BYU, Provo",2010-09-02,9
6093,"BYU, Provo",2010-09-03,5
6094,"BYU, Provo",2010-09-07,4
6095,"BYU, Provo",2010-09-08,5
6096,"BYU, Provo",2010-09-09,4
6097,"BYU, Provo",2010-09-10,5
6098,"BYU, Provo",2010-09-13,8
6099,"BYU, Provo",2010-09-14,3
6100,"BYU, Provo",2010-09-15,7
6101,"BYU, Provo",2010-09-16,5
6102,"BYU, Provo",2010-09-17,6
6103,"BYU, Provo",2010-09-18,1
6104,"BYU, Provo",2010-09-20,6
6105,"BYU, Provo",2010-09-21,7
6106,"BYU, Provo",2010-09-22,6
6107,"BYU, Provo",2010-09-23,8
6108,"BYU, Provo",2010-09-24,4
6109,"BYU, Provo",2010-09-25,1
6110,"BYU, Provo",2010-09-27,8
6111,"BYU, Provo",2010-09-28,7
6112,"BYU, Provo",2010-09-29,7
6113,"BYU, Provo",2010-09-30,9
6114,"BYU, Provo",2010-10-01,5
6115,"BYU, Provo",2010-10-04,6
6116,"BYU, Provo",2010-10-05,8
6117,"BYU, Provo",2010-10-06,11
6118,"BYU, Provo",2010-10-07,6
6119,"BYU, Provo",2010-10-08,5
6120,"BYU, Provo",2010-10-09,1
6121,"BYU, Provo",2010-10-10,1
6122,"BYU, Provo",2010-10-11,7
6123,"BYU, Provo",2010-10-12,4
6124,"BYU, Provo",2010-10-13,7
6125,"BYU, Provo",2010-10-14,6
6126,"BYU, Provo",2010-10-15,5
6127,"BYU, Provo",2010-10-18,6
6128,"BYU, Provo",2010-10-19,5
6129,"BYU, Provo",2010-10-20,7
6130,"BYU, Provo",2010-10-21,6
6131,"BYU, Provo",2010-10-22,4
6132,"BYU, Provo",2010-10-25,6
6133,"BYU, Provo",2010-10-26,4
6134,"BYU, Provo",2010-10-27,7
6135,"BYU, Provo",2010-10-28,4
6136,"BYU, Provo",2010-10-29,5
6137,"BYU, Provo",2010-11-01,4
6138,"BYU, Provo",2010-11-02,4
6139,"BYU, Provo",2010-11-03,7
6140,"BYU, Provo",2010-11-04,6
6141,"BYU, Provo",2010-11-05,5
6142,"BYU, Provo",2010-11-08,4
6143,"BYU, Provo",2010-11-09,4
6144,"BYU, Provo",2010-11-10,5
6145,"BYU, Provo",2010-11-11,4
6146,"BYU, Provo",2010-11-12,4
6147,"BYU, Provo",2010-11-13,1
6148,"BYU, Provo",2010-11-15,4
6149,"BYU, Provo",2010-11-16,3
6150,"BYU, Provo",2010-11-17,5
6151,"BYU, Provo",2010-11-18,5
6152,"BYU, Provo",2010-11-19,2
6153,"BYU, Provo",2010-11-20,1
6154,"BYU, Provo",2010-11-22,4
6155,"BYU, Provo",2010-11-29,1
6156,"BYU, Provo",2010-11-30,4
6157,"BYU, Provo",2010-12-01,8
6158,"BYU, Provo",2010-12-02,7
6159,"BYU, Provo",2010-12-03,4
6160,"BYU, Provo",2010-12-04,1
6161,"BYU, Provo",2010-12-06,6
6162,"BYU, Provo",2010-12-07,4
6163,"BYU, Provo",2010-12-08,8
6164,"BYU, Provo",2010-12-09,5
6165,"BYU, Provo",2010-12-10,6
6166,"BYU, Provo",2010-12-13,2
6167,"BYU, Provo",2010-12-14,2
6168,"BYU, Provo",2010-12-15,3
6169,"BYU, Provo",2010-12-16,6
6170,"BYU, Provo",2010-12-17,4
6171,"BYU, Provo",2010-12-20,2
6172,"BYU, Provo",2010-12-21,1
6173,"BYU, Provo",2010-12-22,2
6174,"BYU, Provo",2010-12-27,1
6175,"BYU, Provo",2010-12-28,2
6176,"BYU, Provo",2010-12-29,2
6177,"BYU, Provo",2011-01-03,1
6178,"BYU, Provo",2011-01-04,3
6179,"BYU, Provo",2011-01-05,1
6180,"BYU, Provo",2011-01-06,11
6181,"BYU, Provo",2011-01-07,8
6182,"BYU, Provo",2011-01-10,5
6183,"BYU, Provo",2011-01-11,4
6184,"BYU, Provo",2011-01-12,6
6185,"BYU, Provo",2011-01-13,6
6186,"BYU, Provo",2011-01-14,6
6187,"BYU, Provo",2011-01-15,2
6188,"BYU, Provo",2011-01-18,5
6189,"BYU, Provo",2011-01-19,5
6190,"BYU, Provo",2011-01-20,7
6191,"BYU, Provo",2011-01-21,6
6192,"BYU, Provo",2011-01-24,1
6193,"BYU, Provo",2011-01-25,5
6194,"BYU, Provo",2011-01-26,5
6195,"BYU, Provo",2011-01-27,6
6196,"BYU, Provo",2011-01-28,4
6197,"BYU, Provo",2011-01-29,1
6198,"BYU, Provo",2011-01-31,4
6199,"BYU, Provo",2011-02-01,4
6200,"BYU, Provo",2011-02-02,4
6201,"BYU, Provo",2011-02-03,3
6202,"BYU, Provo",2011-02-04,5
6203,"BYU, Provo",2011-02-07,2
6204,"BYU, Provo",2011-02-08,4
6205,"BYU, Provo",2011-02-09,4
6206,"BYU, Provo",2011-02-10,5
6207,"BYU, Provo",2011-02-11,6
6208,"BYU, Provo",2011-02-14,5
6209,"BYU, Provo",2011-02-15,3
6210,"BYU, Provo",2011-02-16,4
6211,"BYU, Provo",2011-02-17,6
6212,"BYU, Provo",2011-02-18,7
6213,"BYU, Provo",2011-02-19,1
6214,"BYU, Provo",2011-02-21,3
6215,"BYU, Provo",2011-02-22,3
6216,"BYU, Provo",2011-02-23,7
6217,"BYU, Provo",2011-02-24,4
6218,"BYU, Provo",2011-02-25,4
6219,"BYU, Provo",2011-02-26,1
6220,"BYU, Provo",2011-02-28,3
6221,"BYU, Provo",2011-03-01,2
6222,"BYU, Provo",2011-03-02,5
6223,"BYU, Provo",2011-03-03,4
6224,"BYU, Provo",2011-03-04,3
6225,"BYU, Provo",2011-03-05,4
6226,"BYU, Provo",2011-03-07,4
6227,"BYU, Provo",2011-03-08,4
6228,"BYU, Provo",2011-03-09,3
6229,"BYU, Provo",2011-03-10,5
6230,"BYU, Provo",2011-03-11,4
6231,"BYU, Provo",2011-03-12,1
6232,"BYU, Provo",2011-03-14,4
6233,"BYU, Provo",2011-03-15,1
6234,"BYU, Provo",2011-03-16,8
6235,"BYU, Provo",2011-03-17,7
6236,"BYU, Provo",2011-03-18,3
6237,"BYU, Provo",2011-03-19,1
6238,"BYU, Provo",2011-03-21,6
6239,"BYU, Provo",2011-03-22,6
6240,"BYU, Provo",2011-03-23,4
6241,"BYU, Provo",2011-03-24,5
6242,"BYU, Provo",2011-03-25,5
6243,"BYU, Provo",2011-03-28,2
6244,"BYU, Provo",2011-03-29,8
6245,"BYU, Provo",2011-03-30,10
6246,"BYU, Provo",2011-03-31,10
6247,"BYU, Provo",2011-04-01,6
6248,"BYU, Provo",2011-04-02,5
6249,"BYU, Provo",2011-04-04,9
6250,"BYU, Provo",2011-04-05,7
6251,"BYU, Provo",2011-04-06,8
6252,"BYU, Provo",2011-04-07,10
6253,"BYU, Provo",2011-04-08,6
6254,"BYU, Provo",2011-04-11,6
6255,"BYU, Provo",2011-04-12,6
6256,"BYU, Provo",2011-04-13,9
6257,"BYU, Provo",2011-04-14,7
6258,"BYU, Provo",2011-04-15,3
6259,"BYU, Provo",2011-04-18,2
6260,"BYU, Provo",2011-04-20,1
6261,"BYU, Provo",2011-04-21,4
6262,"BYU, Provo",2011-04-22,3
6263,"BYU, Provo",2011-04-25,3
6264,"BYU, Provo",2011-04-26,9
6265,"BYU, Provo",2011-04-27,9
6266,"BYU, Provo",2011-04-28,6
6267,"BYU, Provo",2011-04-29,5
6268,"BYU, Provo",2011-04-30,1
6269,"BYU, Provo",2011-05-02,10
6270,"BYU, Provo",2011-05-03,9
6271,"BYU, Provo",2011-05-04,6
6272,"BYU, Provo",2011-05-05,14
6273,"BYU, Provo",2011-05-06,8
6274,"BYU, Provo",2011-05-09,8
6275,"BYU, Provo",2011-05-10,10
6276,"BYU, Provo",2011-05-11,9
6277,"BYU, Provo",2011-05-12,10
6278,"BYU, Provo",2011-05-13,7
6279,"BYU, Provo",2011-05-16,13
6280,"BYU, Provo",2011-05-17,7
6281,"BYU, Provo",2011-05-18,9
6282,"BYU, Provo",2011-05-19,7
6283,"BYU, Provo",2011-05-20,11
6284,"BYU, Provo",2011-05-23,11
6285,"BYU, Provo",2011-05-24,9
6286,"BYU, Provo",2011-05-25,10
6287,"BYU, Provo",2011-05-26,11
6288,"BYU, Provo",2011-05-27,12
6289,"BYU, Provo",2011-05-31,12
6290,"BYU, Provo",2011-06-01,8
6291,"BYU, Provo",2011-06-02,11
6292,"BYU, Provo",2011-06-03,11
6293,"BYU, Provo",2011-06-06,7
6294,"BYU, Provo",2011-06-07,7
6295,"BYU, Provo",2011-06-08,9
6296,"BYU, Provo",2011-06-09,9
6297,"BYU, Provo",2011-06-10,9
6298,"BYU, Provo",2011-06-13,13
6299,"BYU, Provo",2011-06-14,10
6300,"BYU, Provo",2011-06-15,15
6301,"BYU, Provo",2011-06-16,13
6302,"BYU, Provo",2011-06-17,11
6303,"BYU, Provo",2011-06-20,17
6304,"BYU, Provo",2011-06-21,15
6305,"BYU, Provo",2011-06-22,10
6306,"BYU, Provo",2011-06-23,12
6307,"BYU, Provo",2011-06-24,13
6308,"BYU, Provo",2011-06-27,10
6309,"BYU, Provo",2011-06-28,14
6310,"BYU, Provo",2011-06-29,13
6311,"BYU, Provo",2011-06-30,10
6312,"BYU, Provo",2011-07-01,13
6313,"BYU, Provo",2011-07-05,12
6314,"BYU, Provo",2011-07-06,8
6315,"BYU, Provo",2011-07-07,5
6316,"BYU, Provo",2011-07-08,9
6317,"BYU, Provo",2011-07-11,7
6318,"BYU, Provo",2011-07-12,6
6319,"BYU, Provo",2011-07-13,8
6320,"BYU, Provo",2011-07-14,6
6321,"BYU, Provo",2011-07-15,6
6322,"BYU, Provo",2011-07-18,8
6323,"BYU, Provo",2011-07-19,8
6324,"BYU, Provo",2011-07-20,12
6325,"BYU, Provo",2011-07-21,6
6326,"BYU, Provo",2011-07-22,4
6327,"BYU, Provo",2011-07-26,12
6328,"BYU, Provo",2011-07-27,11
6329,"BYU, Provo",2011-07-28,12
6330,"BYU, Provo",2011-07-29,10
6331,"BYU, Provo",2011-08-01,9
6332,"BYU, Provo",2011-08-02,10
6333,"BYU, Provo",2011-08-03,15
6334,"BYU, Provo",2011-08-04,7
6335,"BYU, Provo",2011-08-05,8
6336,"BYU, Provo",2011-08-08,10
6337,"BYU, Provo",2011-08-09,8
6338,"BYU, Provo",2011-08-10,8
6339,"BYU, Provo",2011-08-11,4
6340,"BYU, Provo",2011-08-12,2
6341,"BYU, Provo",2011-08-15,9
6342,"BYU, Provo",2011-08-16,9
6343,"BYU, Provo",2011-08-17,4
6344,"BYU, Provo",2011-08-18,10
6345,"BYU, Provo",2011-08-19,5
6346,"BYU, Provo",2011-08-22,4
6347,"BYU, Provo",2011-08-23,5
6348,"BYU, Provo",2011-08-24,7
6349,"BYU, Provo",2011-08-25,6
6350,"BYU, Provo",2011-08-26,7
6351,"BYU, Provo",2011-08-29,6
6352,"BYU, Provo",2011-08-30,7
6353,"BYU, Provo",2011-08-31,9
6354,"BYU, Provo",2011-09-01,8
6355,"BYU, Provo",2011-09-02,5
6356,"BYU, Provo",2011-09-06,2
6357,"BYU, Provo",2011-09-07,7
6358,"BYU, Provo",2011-09-08,6
6359,"BYU, Provo",2011-09-09,4
6360,"BYU, Provo",2011-09-12,7
6361,"BYU, Provo",2011-09-13,6
6362,"BYU, Provo",2011-09-14,8
6363,"BYU, Provo",2011-09-15,5
6364,"BYU, Provo",2011-09-16,4
6365,"BYU, Provo",2011-09-19,4
6366,"BYU, Provo",2011-09-20,5
6367,"BYU, Provo",2011-09-21,5
6368,"BYU, Provo",2011-09-22,6
6369,"BYU, Provo",2011-09-23,6
6370,"BYU, Provo",2011-09-26,8
6371,"BYU, Provo",2011-09-27,2
6372,"BYU, Provo",2011-09-28,7
6373,"BYU, Provo",2011-09-29,3
6374,"BYU, Provo",2011-09-30,5
6375,"BYU, Provo",2011-10-03,4
6376,"BYU, Provo",2011-10-04,3
6377,"BYU, Provo",2011-10-05,7
6378,"BYU, Provo",2011-10-06,7
6379,"BYU, Provo",2011-10-07,5
6380,"BYU, Provo",2011-10-10,6
6381,"BYU, Provo",2011-10-11,6
6382,"BYU, Provo",2011-10-12,7
6383,"BYU, Provo",2011-10-13,6
6384,"BYU, Provo",2011-10-14,6
6385,"BYU, Provo",2011-10-17,6
6386,"BYU, Provo",2011-10-18,4
6387,"BYU, Provo",2011-10-19,7
6388,"BYU, Provo",2011-10-20,4
6389,"BYU, Provo",2011-10-21,2
6390,"BYU, Provo",2011-10-24,6
6391,"BYU, Provo",2011-10-25,4
6392,"BYU, Provo",2011-10-26,9
6393,"BYU, Provo",2011-10-27,6
6394,"BYU, Provo",2011-10-28,9
6395,"BYU, Provo",2011-10-31,7
6396,"BYU, Provo",2011-11-01,5
6397,"BYU, Provo",2011-11-02,6
6398,"BYU, Provo",2011-11-03,10
6399,"BYU, Provo",2011-11-04,11
6400,"BYU, Provo",2011-11-07,7
6401,"BYU, Provo",2011-11-08,7
6402,"BYU, Provo",2011-11-09,10
6403,"BYU, Provo",2011-11-10,10
6404,"BYU, Provo",2011-11-11,5
6405,"BYU, Provo",2011-11-14,6
6406,"BYU, Provo",2011-11-15,10
6407,"BYU, Provo",2011-11-16,11
6408,"BYU, Provo",2011-11-17,9
6409,"BYU, Provo",2011-11-18,12
6410,"BYU, Provo",2011-11-21,8
6411,"BYU, Provo",2011-11-22,11
6412,"BYU, Provo",2011-11-23,4
6413,"BYU, Provo",2011-11-24,1
6414,"BYU, Provo",2011-11-28,8
6415,"BYU, Provo",2011-11-29,6
6416,"BYU, Provo",2011-11-30,10
6417,"BYU, Provo",2011-12-01,8
6418,"BYU, Provo",2011-12-02,11
6419,"BYU, Provo",2011-12-03,1
6420,"BYU, Provo",2011-12-05,8
6421,"BYU, Provo",2011-12-06,9
6422,"BYU, Provo",2011-12-07,9
6423,"BYU, Provo",2011-12-08,10
6424,"BYU, Provo",2011-12-09,10
6425,"BYU, Provo",2011-12-12,5
6426,"BYU, Provo",2011-12-13,9
6427,"BYU, Provo",2011-12-14,10
6428,"BYU, Provo",2011-12-15,4
6429,"BYU, Provo",2011-12-16,3
6430,"BYU, Provo",2011-12-19,8
6431,"BYU, Provo",2011-12-20,7
6432,"BYU, Provo",2011-12-21,2
6433,"BYU, Provo",2011-12-22,2
6434,"BYU, Provo",2011-12-27,4
6435,"BYU, Provo",2011-12-28,2
6436,"BYU, Provo",2011-12-29,5
6437,"BYU, Provo",2012-01-03,1
6438,"BYU, Provo",2012-01-04,2
6439,"BYU, Provo",2012-01-05,6
6440,"BYU, Provo",2012-01-06,10
6441,"BYU, Provo",2012-01-07,1
6442,"BYU, Provo",2012-01-09,5
6443,"BYU, Provo",2012-01-10,6
6444,"BYU, Provo",2012-01-11,5
6445,"BYU, Provo",2012-01-12,8
6446,"BYU, Provo",2012-01-13,5
6447,"BYU, Provo",2012-01-17,4
6448,"BYU, Provo",2012-01-18,5
6449,"BYU, Provo",2012-01-19,9
6450,"BYU, Provo",2012-01-20,10
6451,"BYU, Provo",2012-01-23,8
6452,"BYU, Provo",2012-01-24,11
6453,"BYU, Provo",2012-01-25,9
6454,"BYU, Provo",2012-01-26,6
6455,"BYU, Provo",2012-01-27,10
6456,"BYU, Provo",2012-01-30,9
6457,"BYU, Provo",2012-01-31,8
6458,"BYU, Provo",2012-02-01,6
6459,"BYU, Provo",2012-02-02,7
6460,"BYU, Provo",2012-02-03,8
6461,"BYU, Provo",2012-02-06,7
6462,"BYU, Provo",2012-02-07,7
6463,"BYU, Provo",2012-02-08,10
6464,"BYU, Provo",2012-02-09,7
6465,"BYU, Provo",2012-02-10,8
6466,"BYU, Provo",2012-02-11,2
6467,"BYU, Provo",2012-02-13,8
6468,"BYU, Provo",2012-02-14,7
6469,"BYU, Provo",2012-02-15,8
6470,"BYU, Provo",2012-02-16,8
6471,"BYU, Provo",2012-02-17,8
6472,"BYU, Provo",2012-02-21,6
6473,"BYU, Provo",2012-02-22,7
6474,"BYU, Provo",2012-02-23,8
6475,"BYU, Provo",2012-02-24,8
6476,"BYU, Provo",2012-02-27,4
6477,"BYU, Provo",2012-02-28,11
6478,"BYU, Provo",2012-02-29,6
6479,"BYU, Provo",2012-03-01,7
6480,"BYU, Provo",2012-03-02,8
6481,"BYU, Provo",2012-03-04,1
6482,"BYU, Provo",2012-03-05,4
6483,"BYU, Provo",2012-03-06,5
6484,"BYU, Provo",2012-03-07,6
6485,"BYU, Provo",2012-03-08,8
6486,"BYU, Provo",2012-03-09,7
6487,"BYU, Provo",2012-03-12,6
6488,"BYU, Provo",2012-03-13,6
6489,"BYU, Provo",2012-03-14,8
6490,"BYU, Provo",2012-03-15,7
6491,"BYU, Provo",2012-03-16,7
6492,"BYU, Provo",2012-03-19,7
6493,"BYU, Provo",2012-03-20,6
6494,"BYU, Provo",2012-03-21,8
6495,"BYU, Provo",2012-03-22,8
6496,"BYU, Provo",2012-03-23,5
6497,"BYU, Provo",2012-03-26,8
6498,"BYU, Provo",2012-03-27,5
6499,"BYU, Provo",2012-03-28,4
6500,"BYU, Provo",2012-03-29,5
6501,"BYU, Provo",2012-03-30,3
6502,"BYU, Provo",2012-04-02,1
6503,"BYU, Provo",2012-04-09,5
6504,"BYU, Provo",2012-04-10,2
6505,"BYU, Provo",2012-04-11,4
6506,"BYU, Provo",2012-04-12,2
6507,"BYU, Provo",2012-04-13,4
6508,"BYU, Provo",2012-04-14,1
6509,"BYU, Provo",2012-04-17,2
6510,"BYU, Provo",2012-04-18,2
6511,"BYU, Provo",2012-04-20,2
6512,"BYU, Provo",2012-04-23,5
6513,"BYU, Provo",2012-04-24,4
6514,"BYU, Provo",2012-04-25,4
6515,"BYU, Provo",2012-04-26,4
6516,"BYU, Provo",2012-04-27,2
6517,"BYU, Provo",2012-04-30,4
6518,"BYU, Provo",2012-05-01,1
6519,"BYU, Provo",2012-05-02,3
6520,"BYU, Provo",2012-05-03,4
6521,"BYU, Provo",2012-05-04,2
6522,"BYU, Provo",2012-05-07,2
6523,"BYU, Provo",2012-05-08,6
6524,"BYU, Provo",2012-05-09,4
6525,"BYU, Provo",2012-05-10,2
6526,"BYU, Provo",2012-05-11,5
6527,"BYU, Provo",2012-05-14,5
6528,"BYU, Provo",2012-05-15,2
6529,"BYU, Provo",2012-05-16,5
6530,"BYU, Provo",2012-05-17,4
6531,"BYU, Provo",2012-05-18,4
6532,"BYU, Provo",2012-05-21,6
6533,"BYU, Provo",2012-05-22,6
6534,"BYU, Provo",2012-05-23,3
6535,"BYU, Provo",2012-05-24,4
6536,"BYU, Provo",2012-05-25,5
6537,"BYU, Provo",2012-05-29,4
6538,"BYU, Provo",2012-05-30,5
6539,"BYU, Provo",2012-05-31,3
6540,"BYU, Provo",2012-06-01,3
6541,"BYU, Provo",2012-06-04,7
6542,"BYU, Provo",2012-06-05,6
6543,"BYU, Provo",2012-06-06,8
6544,"BYU, Provo",2012-06-07,8
6545,"BYU, Provo",2012-06-08,3
6546,"BYU, Provo",2012-06-11,8
6547,"BYU, Provo",2012-06-12,5
6548,"BYU, Provo",2012-06-13,9
6549,"BYU, Provo",2012-06-14,7
6550,"BYU, Provo",2012-06-15,7
6551,"BYU, Provo",2012-06-18,6
6552,"BYU, Provo",2012-06-19,7
6553,"BYU, Provo",2012-06-20,8
6554,"BYU, Provo",2012-06-21,9
6555,"BYU, Provo",2012-06-22,5
6556,"BYU, Provo",2012-06-25,7
6557,"BYU, Provo",2012-06-26,5
6558,"BYU, Provo",2012-06-27,8
6559,"BYU, Provo",2012-06-28,7
6560,"BYU, Provo",2012-06-29,7
6561,"BYU, Provo",2012-07-02,6
6562,"BYU, Provo",2012-07-03,9
6563,"BYU, Provo",2012-07-04,2
6564,"BYU, Provo",2012-07-05,5
6565,"BYU, Provo",2012-07-06,5
6566,"BYU, Provo",2012-07-09,8
6567,"BYU, Provo",2012-07-10,5
6568,"BYU, Provo",2012-07-11,8
6569,"BYU, Provo",2012-07-12,8
6570,"BYU, Provo",2012-07-13,5
6571,"BYU, Provo",2012-07-14,1
6572,"BYU, Provo",2012-07-16,8
6573,"BYU, Provo",2012-07-17,6
6574,"BYU, Provo",2012-07-18,7
6575,"BYU, Provo",2012-07-19,6
6576,"BYU, Provo",2012-07-20,6
6577,"BYU, Provo",2012-07-23,8
6578,"BYU, Provo",2012-07-24,2
6579,"BYU, Provo",2012-07-25,7
6580,"BYU, Provo",2012-07-26,7
6581,"BYU, Provo",2012-07-27,3
6582,"BYU, Provo",2012-07-30,8
6583,"BYU, Provo",2012-07-31,3
6584,"BYU, Provo",2012-08-01,3
6585,"BYU, Provo",2012-08-02,2
6586,"BYU, Provo",2012-08-03,2
6587,"BYU, Provo",2012-08-06,2
6588,"BYU, Provo",2012-08-07,2
6589,"BYU, Provo",2012-08-08,2
6590,"BYU, Provo",2012-08-09,2
6591,"BYU, Provo",2012-08-13,1
6592,"BYU, Provo",2012-08-14,2
6593,"BYU, Provo",2012-08-16,2
6594,"BYU, Provo",2012-08-17,3
6595,"BYU, Provo",2012-08-20,1
6596,"BYU, Provo",2012-08-21,2
6597,"BYU, Provo",2012-08-22,1
6598,"BYU, Provo",2012-08-27,2
6599,"BYU, Provo",2012-08-28,3
6600,"BYU, Provo",2012-08-29,3
6601,"BYU, Provo",2012-08-30,1
6602,"BYU, Provo",2012-08-31,2
6603,"BYU, Provo",2012-09-03,1
6604,"BYU, Provo",2012-09-04,5
6605,"BYU, Provo",2012-09-05,6
6606,"BYU, Provo",2012-09-06,6
6607,"BYU, Provo",2012-09-07,7
6608,"BYU, Provo",2012-09-10,4
6609,"BYU, Provo",2012-09-11,3
6610,"BYU, Provo",2012-09-12,4
6611,"BYU, Provo",2012-09-13,5
6612,"BYU, Provo",2012-09-14,3
6613,"BYU, Provo",2012-09-17,5
6614,"BYU, Provo",2012-09-18,1
6615,"BYU, Provo",2012-09-19,3
6616,"BYU, Provo",2012-09-20,3
6617,"BYU, Provo",2012-09-21,4
6618,"BYU, Provo",2012-09-24,8
6619,"BYU, Provo",2012-09-25,4
6620,"BYU, Provo",2012-09-26,5
6621,"BYU, Provo",2012-09-27,1
6622,"BYU, Provo",2012-10-01,1
6623,"BYU, Provo",2012-10-04,1
6624,"BYU, Provo",2012-10-05,1
6625,"BYU, Provo",2012-10-08,1
6626,"BYU, Provo",2012-10-09,3
6627,"BYU, Provo",2012-10-10,4
6628,"BYU, Provo",2012-10-11,6
6629,"BYU, Provo",2012-10-12,7
6630,"BYU, Provo",2012-10-15,3
6631,"BYU, Provo",2012-10-16,6
6632,"BYU, Provo",2012-10-17,4
6633,"BYU, Provo",2012-10-18,4
6634,"BYU, Provo",2012-10-19,7
6635,"BYU, Provo",2012-10-22,8
6636,"BYU, Provo",2012-10-23,9
6637,"BYU, Provo",2012-10-24,8
6638,"BYU, Provo",2012-10-25,11
6639,"BYU, Provo",2012-10-26,9
6640,"BYU, Provo",2012-10-29,5
6641,"BYU, Provo",2012-10-30,7
6642,"BYU, Provo",2012-10-31,8
6643,"BYU, Provo",2012-11-01,4
6644,"BYU, Provo",2012-11-02,5
6645,"BYU, Provo",2012-11-05,4
6646,"BYU, Provo",2012-11-06,2
6647,"BYU, Provo",2012-11-07,3
6648,"BYU, Provo",2012-11-08,1
6649,"BYU, Provo",2012-11-12,1
6650,"BYU, Provo",2012-11-13,2
6651,"BYU, Provo",2012-11-14,7
6652,"BYU, Provo",2012-11-15,7
6653,"BYU, Provo",2012-11-16,7
6654,"BYU, Provo",2012-11-17,2
6655,"BYU, Provo",2012-11-19,6
6656,"BYU, Provo",2012-11-20,4
6657,"BYU, Provo",2012-11-21,2
6658,"BYU, Provo",2012-11-26,5
6659,"BYU, Provo",2012-11-27,7
6660,"BYU, Provo",2012-11-28,5
6661,"BYU, Provo",2012-11-29,3
6662,"BYU, Provo",2012-11-30,9
6663,"BYU, Provo",2012-12-01,1
6664,"BYU, Provo",2012-12-03,6
6665,"BYU, Provo",2012-12-04,7
6666,"BYU, Provo",2012-12-05,7
6667,"BYU, Provo",2012-12-06,4
6668,"BYU, Provo",2012-12-07,5
6669,"BYU, Provo",2012-12-10,4
6670,"BYU, Provo",2012-12-11,5
6671,"BYU, Provo",2012-12-12,2
6672,"BYU, Provo",2012-12-13,4
6673,"BYU, Provo",2012-12-14,4
6674,"BYU, Provo",2012-12-17,4
6675,"BYU, Provo",2012-12-19,1
6676,"BYU, Provo",2012-12-20,1
6677,"BYU, Provo",2012-12-21,1
6678,"BYU, Provo",2013-01-02,2
6679,"BYU, Provo",2013-01-03,2
6680,"BYU, Provo",2013-01-09,1
6681,"BYU, Provo",2013-01-10,2
6682,"BYU, Provo",2013-01-11,1
6683,"BYU, Provo",2013-01-16,1
6684,"BYU, Provo",2013-01-17,1
6685,"BYU, Provo",2013-01-18,1
6686,"BYU, Provo",2013-01-22,1
6687,"BYU, Provo",2013-01-23,3
6688,"BYU, Provo",2013-01-24,1
6689,"BYU, Provo",2013-01-25,3
6690,"BYU, Provo",2013-01-28,4
6691,"BYU, Provo",2013-01-29,2
6692,"BYU, Provo",2013-01-30,2
6693,"BYU, Provo",2013-01-31,3
6694,"BYU, Provo",2013-02-01,3
6695,"BYU, Provo",2013-02-04,4
6696,"BYU, Provo",2013-02-05,3
6697,"BYU, Provo",2013-02-06,2
6698,"BYU, Provo",2013-02-07,2
6699,"BYU, Provo",2013-02-08,4
6700,"BYU, Provo",2013-02-09,2
6701,"BYU, Provo",2013-02-11,3
6702,"BYU, Provo",2013-02-12,3
6703,"BYU, Provo",2013-02-13,3
6704,"BYU, Provo",2013-02-14,2
6705,"BYU, Provo",2013-02-15,1
6706,"BYU, Provo",2013-02-19,2
6707,"BYU, Provo",2013-02-20,3
6708,"BYU, Provo",2013-02-21,1
6709,"BYU, Provo",2013-02-22,3
6710,"BYU, Provo",2013-02-23,2
6711,"BYU, Provo",2013-02-25,2
6712,"BYU, Provo",2013-02-26,1
6713,"BYU, Provo",2013-02-27,1
6714,"BYU, Provo",2013-03-04,3
6715,"BYU, Provo",2013-03-05,2
6716,"BYU, Provo",2013-03-06,2
6717,"BYU, Provo",2013-03-07,1
6718,"BYU, Provo",2013-03-09,1
6719,"BYU, Provo",2013-03-11,2
6720,"BYU, Provo",2013-03-12,4
6721,"BYU, Provo",2013-03-13,2
6722,"BYU, Provo",2013-03-15,3
6723,"BYU, Provo",2013-03-18,2
6724,"BYU, Provo",2013-03-20,3
6725,"BYU, Provo",2013-03-22,1
6726,"BYU, Provo",2013-03-26,1
6727,"BYU, Provo",2013-03-27,5
6728,"BYU, Provo",2013-03-28,4
6729,"BYU, Provo",2013-03-29,4
6730,"BYU, Provo",2013-04-01,3
6731,"BYU, Provo",2013-04-02,4
6732,"BYU, Provo",2013-04-03,4
6733,"BYU, Provo",2013-04-04,1
6734,"BYU, Provo",2013-04-05,2
6735,"BYU, Provo",2013-04-09,4
6736,"BYU, Provo",2013-04-10,3
6737,"BYU, Provo",2013-04-11,3
6738,"BYU, Provo",2013-04-12,2
6739,"BYU, Provo",2013-04-17,2
6740,"BYU, Provo",2013-04-18,3
6741,"BYU, Provo",2013-04-19,3
6742,"BYU, Provo",2013-04-22,4
6743,"BYU, Provo",2013-04-23,2
6744,"BYU, Provo",2013-04-24,3
6745,"BYU, Provo",2013-04-25,1
6746,"BYU, Provo",2013-04-26,3
6747,"BYU, Provo",2013-04-29,3
6748,"BYU, Provo",2013-04-30,4
