,name,year,books_scanned
422,State Library of Pennsylvania,2013,46
423,State Library of Pennsylvania,2014,1154
424,State Library of Pennsylvania,2015,2407
425,State Library of Pennsylvania,2016,3533
426,State Library of Pennsylvania,2017,6780
427,State Library of Pennsylvania,2018,5622
428,State Library of Pennsylvania,2019,2132
429,State Library of Pennsylvania,2020,422
430,State Library of Pennsylvania,2021,34
431,State Library of Pennsylvania,2022,74
432,State Library of Pennsylvania,2023,2
