,name,scan_day,operator
2082,Allen County Public Library Geneaology Center,2017-03-14,4
2083,Allen County Public Library Geneaology Center,2017-03-15,3
2084,Allen County Public Library Geneaology Center,2017-03-16,4
2085,Allen County Public Library Geneaology Center,2017-03-20,3
2086,Allen County Public Library Geneaology Center,2017-03-21,4
2087,Allen County Public Library Geneaology Center,2017-03-22,5
2088,Allen County Public Library Geneaology Center,2017-03-23,5
2089,Allen County Public Library Geneaology Center,2017-03-27,4
2090,Allen County Public Library Geneaology Center,2017-03-28,4
2091,Allen County Public Library Geneaology Center,2017-03-29,4
2092,Allen County Public Library Geneaology Center,2017-03-30,4
2093,Allen County Public Library Geneaology Center,2017-04-03,4
2094,Allen County Public Library Geneaology Center,2017-04-04,4
2095,Allen County Public Library Geneaology Center,2017-04-05,4
2096,Allen County Public Library Geneaology Center,2017-04-06,4
2097,Allen County Public Library Geneaology Center,2017-04-10,4
2098,Allen County Public Library Geneaology Center,2017-04-11,4
2099,Allen County Public Library Geneaology Center,2017-04-12,3
2100,Allen County Public Library Geneaology Center,2017-04-13,3
2101,Allen County Public Library Geneaology Center,2017-04-17,4
2102,Allen County Public Library Geneaology Center,2017-04-18,4
2103,Allen County Public Library Geneaology Center,2017-04-19,3
2104,Allen County Public Library Geneaology Center,2017-04-20,5
2105,Allen County Public Library Geneaology Center,2017-04-21,1
2106,Allen County Public Library Geneaology Center,2017-04-22,1
2107,Allen County Public Library Geneaology Center,2017-04-24,5
2108,Allen County Public Library Geneaology Center,2017-04-25,4
2109,Allen County Public Library Geneaology Center,2017-04-26,4
2110,Allen County Public Library Geneaology Center,2017-04-27,3
2111,Allen County Public Library Geneaology Center,2017-05-01,4
2112,Allen County Public Library Geneaology Center,2017-05-02,4
2113,Allen County Public Library Geneaology Center,2017-05-03,4
2114,Allen County Public Library Geneaology Center,2017-05-04,4
2115,Allen County Public Library Geneaology Center,2017-05-08,4
2116,Allen County Public Library Geneaology Center,2017-05-09,4
2117,Allen County Public Library Geneaology Center,2017-05-10,4
2118,Allen County Public Library Geneaology Center,2017-05-11,5
2119,Allen County Public Library Geneaology Center,2017-05-15,4
2120,Allen County Public Library Geneaology Center,2017-05-16,4
2121,Allen County Public Library Geneaology Center,2017-05-17,4
2122,Allen County Public Library Geneaology Center,2017-05-18,4
2123,Allen County Public Library Geneaology Center,2017-05-22,3
2124,Allen County Public Library Geneaology Center,2017-05-23,3
2125,Allen County Public Library Geneaology Center,2017-05-24,3
2126,Allen County Public Library Geneaology Center,2017-05-25,2
2127,Allen County Public Library Geneaology Center,2017-05-30,4
2128,Allen County Public Library Geneaology Center,2017-05-31,4
2129,Allen County Public Library Geneaology Center,2017-06-01,4
2130,Allen County Public Library Geneaology Center,2017-06-02,1
2131,Allen County Public Library Geneaology Center,2017-06-05,4
2132,Allen County Public Library Geneaology Center,2017-06-06,4
2133,Allen County Public Library Geneaology Center,2017-06-07,4
2134,Allen County Public Library Geneaology Center,2017-06-08,4
2135,Allen County Public Library Geneaology Center,2017-06-12,3
2136,Allen County Public Library Geneaology Center,2017-06-13,3
2137,Allen County Public Library Geneaology Center,2017-06-14,4
2138,Allen County Public Library Geneaology Center,2017-06-15,4
2139,Allen County Public Library Geneaology Center,2017-06-19,3
2140,Allen County Public Library Geneaology Center,2017-06-20,3
2141,Allen County Public Library Geneaology Center,2017-06-21,3
2142,Allen County Public Library Geneaology Center,2017-06-22,4
2143,Allen County Public Library Geneaology Center,2017-06-26,4
2144,Allen County Public Library Geneaology Center,2017-06-27,4
2145,Allen County Public Library Geneaology Center,2017-06-28,4
2146,Allen County Public Library Geneaology Center,2017-06-29,4
2147,Allen County Public Library Geneaology Center,2017-07-05,4
2148,Allen County Public Library Geneaology Center,2017-07-06,4
2149,Allen County Public Library Geneaology Center,2017-07-10,4
2150,Allen County Public Library Geneaology Center,2017-07-11,4
2151,Allen County Public Library Geneaology Center,2017-07-12,4
2152,Allen County Public Library Geneaology Center,2017-07-13,3
2153,Allen County Public Library Geneaology Center,2017-07-17,3
2154,Allen County Public Library Geneaology Center,2017-07-18,4
2155,Allen County Public Library Geneaology Center,2017-07-19,3
2156,Allen County Public Library Geneaology Center,2017-07-20,3
2157,Allen County Public Library Geneaology Center,2017-07-24,4
2158,Allen County Public Library Geneaology Center,2017-07-25,4
2159,Allen County Public Library Geneaology Center,2017-07-26,4
2160,Allen County Public Library Geneaology Center,2017-07-27,4
2161,Allen County Public Library Geneaology Center,2017-07-28,1
2162,Allen County Public Library Geneaology Center,2017-07-31,2
2163,Allen County Public Library Geneaology Center,2017-08-01,2
2164,Allen County Public Library Geneaology Center,2017-08-02,2
2165,Allen County Public Library Geneaology Center,2017-08-03,2
2166,Allen County Public Library Geneaology Center,2017-08-07,2
2167,Allen County Public Library Geneaology Center,2017-08-08,2
2168,Allen County Public Library Geneaology Center,2017-08-09,3
2169,Allen County Public Library Geneaology Center,2017-08-10,3
2170,Allen County Public Library Geneaology Center,2017-08-14,2
2171,Allen County Public Library Geneaology Center,2017-08-15,1
2172,Allen County Public Library Geneaology Center,2017-08-16,3
2173,Allen County Public Library Geneaology Center,2017-08-17,2
2174,Allen County Public Library Geneaology Center,2017-08-21,2
2175,Allen County Public Library Geneaology Center,2017-08-22,2
2176,Allen County Public Library Geneaology Center,2017-08-23,3
2177,Allen County Public Library Geneaology Center,2017-08-24,3
2178,Allen County Public Library Geneaology Center,2017-08-28,3
2179,Allen County Public Library Geneaology Center,2017-08-29,4
2180,Allen County Public Library Geneaology Center,2017-08-30,3
2181,Allen County Public Library Geneaology Center,2017-08-31,4
2182,Allen County Public Library Geneaology Center,2017-09-05,4
2183,Allen County Public Library Geneaology Center,2017-09-06,2
2184,Allen County Public Library Geneaology Center,2017-09-07,4
2185,Allen County Public Library Geneaology Center,2017-09-11,2
2186,Allen County Public Library Geneaology Center,2017-09-12,3
2187,Allen County Public Library Geneaology Center,2017-09-13,3
2188,Allen County Public Library Geneaology Center,2017-09-14,5
2189,Allen County Public Library Geneaology Center,2017-09-15,2
2190,Allen County Public Library Geneaology Center,2017-09-18,4
2191,Allen County Public Library Geneaology Center,2017-09-19,2
2192,Allen County Public Library Geneaology Center,2017-09-20,5
2193,Allen County Public Library Geneaology Center,2017-09-21,4
2194,Allen County Public Library Geneaology Center,2017-09-25,3
2195,Allen County Public Library Geneaology Center,2017-09-26,3
2196,Allen County Public Library Geneaology Center,2017-09-27,4
2197,Allen County Public Library Geneaology Center,2017-09-28,3
2198,Allen County Public Library Geneaology Center,2017-09-30,1
2199,Allen County Public Library Geneaology Center,2017-10-02,4
2200,Allen County Public Library Geneaology Center,2017-10-03,4
2201,Allen County Public Library Geneaology Center,2017-10-04,4
2202,Allen County Public Library Geneaology Center,2017-10-05,3
2203,Allen County Public Library Geneaology Center,2017-10-09,3
2204,Allen County Public Library Geneaology Center,2017-10-10,4
2205,Allen County Public Library Geneaology Center,2017-10-11,4
2206,Allen County Public Library Geneaology Center,2017-10-12,3
2207,Allen County Public Library Geneaology Center,2017-10-16,3
2208,Allen County Public Library Geneaology Center,2017-10-17,4
2209,Allen County Public Library Geneaology Center,2017-10-18,4
2210,Allen County Public Library Geneaology Center,2017-10-19,5
2211,Allen County Public Library Geneaology Center,2017-10-20,4
2212,Allen County Public Library Geneaology Center,2017-10-23,4
2213,Allen County Public Library Geneaology Center,2017-10-24,4
2214,Allen County Public Library Geneaology Center,2017-10-25,3
2215,Allen County Public Library Geneaology Center,2017-10-26,5
2216,Allen County Public Library Geneaology Center,2017-10-27,3
2217,Allen County Public Library Geneaology Center,2017-10-30,4
2218,Allen County Public Library Geneaology Center,2017-10-31,3
2219,Allen County Public Library Geneaology Center,2017-11-01,3
2220,Allen County Public Library Geneaology Center,2017-11-02,3
2221,Allen County Public Library Geneaology Center,2017-11-03,1
2222,Allen County Public Library Geneaology Center,2017-11-06,2
2223,Allen County Public Library Geneaology Center,2017-11-07,4
2224,Allen County Public Library Geneaology Center,2017-11-08,3
2225,Allen County Public Library Geneaology Center,2017-11-09,4
2226,Allen County Public Library Geneaology Center,2017-11-10,4
2227,Allen County Public Library Geneaology Center,2017-11-11,2
2228,Allen County Public Library Geneaology Center,2017-11-13,4
2229,Allen County Public Library Geneaology Center,2017-11-14,4
2230,Allen County Public Library Geneaology Center,2017-11-15,5
2231,Allen County Public Library Geneaology Center,2017-11-16,4
2232,Allen County Public Library Geneaology Center,2017-11-17,2
2233,Allen County Public Library Geneaology Center,2017-11-20,6
2234,Allen County Public Library Geneaology Center,2017-11-21,6
2235,Allen County Public Library Geneaology Center,2017-11-22,3
2236,Allen County Public Library Geneaology Center,2017-11-24,2
2237,Allen County Public Library Geneaology Center,2017-11-27,4
2238,Allen County Public Library Geneaology Center,2017-11-28,5
2239,Allen County Public Library Geneaology Center,2017-11-29,5
2240,Allen County Public Library Geneaology Center,2017-11-30,7
2241,Allen County Public Library Geneaology Center,2017-12-01,2
2242,Allen County Public Library Geneaology Center,2017-12-04,7
2243,Allen County Public Library Geneaology Center,2017-12-05,8
2244,Allen County Public Library Geneaology Center,2017-12-06,6
2245,Allen County Public Library Geneaology Center,2017-12-07,8
2246,Allen County Public Library Geneaology Center,2017-12-08,2
2247,Allen County Public Library Geneaology Center,2017-12-11,4
2248,Allen County Public Library Geneaology Center,2017-12-12,5
2249,Allen County Public Library Geneaology Center,2017-12-13,6
2250,Allen County Public Library Geneaology Center,2017-12-14,7
2251,Allen County Public Library Geneaology Center,2017-12-15,3
2252,Allen County Public Library Geneaology Center,2017-12-18,7
2253,Allen County Public Library Geneaology Center,2017-12-19,8
2254,Allen County Public Library Geneaology Center,2017-12-20,4
2255,Allen County Public Library Geneaology Center,2017-12-21,4
2256,Allen County Public Library Geneaology Center,2017-12-22,2
2257,Allen County Public Library Geneaology Center,2017-12-27,2
2258,Allen County Public Library Geneaology Center,2017-12-28,3
2259,Allen County Public Library Geneaology Center,2017-12-29,1
2260,Allen County Public Library Geneaology Center,2017-12-30,2
2261,Allen County Public Library Geneaology Center,2018-01-02,6
2262,Allen County Public Library Geneaology Center,2018-01-03,6
2263,Allen County Public Library Geneaology Center,2018-01-04,7
2264,Allen County Public Library Geneaology Center,2018-01-05,3
2265,Allen County Public Library Geneaology Center,2018-01-08,9
2266,Allen County Public Library Geneaology Center,2018-01-09,7
2267,Allen County Public Library Geneaology Center,2018-01-10,5
2268,Allen County Public Library Geneaology Center,2018-01-11,5
2269,Allen County Public Library Geneaology Center,2018-01-12,2
2270,Allen County Public Library Geneaology Center,2018-01-15,7
2271,Allen County Public Library Geneaology Center,2018-01-16,5
2272,Allen County Public Library Geneaology Center,2018-01-17,6
2273,Allen County Public Library Geneaology Center,2018-01-18,6
2274,Allen County Public Library Geneaology Center,2018-01-19,3
2275,Allen County Public Library Geneaology Center,2018-01-22,6
2276,Allen County Public Library Geneaology Center,2018-01-23,5
2277,Allen County Public Library Geneaology Center,2018-01-24,5
2278,Allen County Public Library Geneaology Center,2018-01-25,6
2279,Allen County Public Library Geneaology Center,2018-01-26,4
2280,Allen County Public Library Geneaology Center,2018-01-29,7
2281,Allen County Public Library Geneaology Center,2018-01-30,6
2282,Allen County Public Library Geneaology Center,2018-01-31,6
2283,Allen County Public Library Geneaology Center,2018-02-01,6
2284,Allen County Public Library Geneaology Center,2018-02-02,1
2285,Allen County Public Library Geneaology Center,2018-02-05,5
2286,Allen County Public Library Geneaology Center,2018-02-06,5
2287,Allen County Public Library Geneaology Center,2018-02-07,3
2288,Allen County Public Library Geneaology Center,2018-02-08,6
2289,Allen County Public Library Geneaology Center,2018-02-09,3
2290,Allen County Public Library Geneaology Center,2018-02-12,7
2291,Allen County Public Library Geneaology Center,2018-02-13,8
2292,Allen County Public Library Geneaology Center,2018-02-14,5
2293,Allen County Public Library Geneaology Center,2018-02-15,8
2294,Allen County Public Library Geneaology Center,2018-02-16,1
2295,Allen County Public Library Geneaology Center,2018-02-19,3
2296,Allen County Public Library Geneaology Center,2018-02-20,7
2297,Allen County Public Library Geneaology Center,2018-02-21,6
2298,Allen County Public Library Geneaology Center,2018-02-22,8
2299,Allen County Public Library Geneaology Center,2018-02-23,2
2300,Allen County Public Library Geneaology Center,2018-02-26,4
2301,Allen County Public Library Geneaology Center,2018-02-27,4
2302,Allen County Public Library Geneaology Center,2018-02-28,7
2303,Allen County Public Library Geneaology Center,2018-03-01,8
2304,Allen County Public Library Geneaology Center,2018-03-02,3
2305,Allen County Public Library Geneaology Center,2018-03-05,6
2306,Allen County Public Library Geneaology Center,2018-03-06,5
2307,Allen County Public Library Geneaology Center,2018-03-07,8
2308,Allen County Public Library Geneaology Center,2018-03-08,5
2309,Allen County Public Library Geneaology Center,2018-03-09,2
2310,Allen County Public Library Geneaology Center,2018-03-12,5
2311,Allen County Public Library Geneaology Center,2018-03-13,6
2312,Allen County Public Library Geneaology Center,2018-03-14,7
2313,Allen County Public Library Geneaology Center,2018-03-15,7
2314,Allen County Public Library Geneaology Center,2018-03-16,1
2315,Allen County Public Library Geneaology Center,2018-03-19,4
2316,Allen County Public Library Geneaology Center,2018-03-20,5
2317,Allen County Public Library Geneaology Center,2018-03-21,2
2318,Allen County Public Library Geneaology Center,2018-03-22,4
2319,Allen County Public Library Geneaology Center,2018-03-23,3
2320,Allen County Public Library Geneaology Center,2018-03-26,7
2321,Allen County Public Library Geneaology Center,2018-03-27,7
2322,Allen County Public Library Geneaology Center,2018-03-28,6
2323,Allen County Public Library Geneaology Center,2018-03-29,5
2324,Allen County Public Library Geneaology Center,2018-03-30,4
2325,Allen County Public Library Geneaology Center,2018-04-02,5
2326,Allen County Public Library Geneaology Center,2018-04-03,6
2327,Allen County Public Library Geneaology Center,2018-04-04,5
2328,Allen County Public Library Geneaology Center,2018-04-05,6
2329,Allen County Public Library Geneaology Center,2018-04-06,1
2330,Allen County Public Library Geneaology Center,2018-04-09,7
2331,Allen County Public Library Geneaology Center,2018-04-10,7
2332,Allen County Public Library Geneaology Center,2018-04-11,6
2333,Allen County Public Library Geneaology Center,2018-04-12,5
2334,Allen County Public Library Geneaology Center,2018-04-13,5
2335,Allen County Public Library Geneaology Center,2018-04-16,6
2336,Allen County Public Library Geneaology Center,2018-04-17,6
2337,Allen County Public Library Geneaology Center,2018-04-18,6
2338,Allen County Public Library Geneaology Center,2018-04-19,6
2339,Allen County Public Library Geneaology Center,2018-04-20,5
2340,Allen County Public Library Geneaology Center,2018-04-23,2
2341,Allen County Public Library Geneaology Center,2018-04-24,6
2342,Allen County Public Library Geneaology Center,2018-04-25,6
2343,Allen County Public Library Geneaology Center,2018-04-26,7
2344,Allen County Public Library Geneaology Center,2018-04-27,6
2345,Allen County Public Library Geneaology Center,2018-04-30,5
2346,Allen County Public Library Geneaology Center,2018-05-01,4
2347,Allen County Public Library Geneaology Center,2018-05-02,5
2348,Allen County Public Library Geneaology Center,2018-05-03,4
2349,Allen County Public Library Geneaology Center,2018-05-04,6
2350,Allen County Public Library Geneaology Center,2018-05-07,6
2351,Allen County Public Library Geneaology Center,2018-05-08,6
2352,Allen County Public Library Geneaology Center,2018-05-09,7
2353,Allen County Public Library Geneaology Center,2018-05-10,6
2354,Allen County Public Library Geneaology Center,2018-05-11,1
2355,Allen County Public Library Geneaology Center,2018-05-14,6
2356,Allen County Public Library Geneaology Center,2018-05-15,4
2357,Allen County Public Library Geneaology Center,2018-05-16,4
2358,Allen County Public Library Geneaology Center,2018-05-17,7
2359,Allen County Public Library Geneaology Center,2018-05-18,7
2360,Allen County Public Library Geneaology Center,2018-05-19,1
2361,Allen County Public Library Geneaology Center,2018-05-21,7
2362,Allen County Public Library Geneaology Center,2018-05-22,6
2363,Allen County Public Library Geneaology Center,2018-05-23,8
2364,Allen County Public Library Geneaology Center,2018-05-24,7
2365,Allen County Public Library Geneaology Center,2018-05-25,4
2366,Allen County Public Library Geneaology Center,2018-05-29,6
2367,Allen County Public Library Geneaology Center,2018-05-30,7
2368,Allen County Public Library Geneaology Center,2018-05-31,6
2369,Allen County Public Library Geneaology Center,2018-06-01,5
2370,Allen County Public Library Geneaology Center,2018-06-04,7
2371,Allen County Public Library Geneaology Center,2018-06-05,5
2372,Allen County Public Library Geneaology Center,2018-06-06,5
2373,Allen County Public Library Geneaology Center,2018-06-07,6
2374,Allen County Public Library Geneaology Center,2018-06-08,6
2375,Allen County Public Library Geneaology Center,2018-06-11,5
2376,Allen County Public Library Geneaology Center,2018-06-12,6
2377,Allen County Public Library Geneaology Center,2018-06-13,1
2378,Allen County Public Library Geneaology Center,2018-06-14,4
2379,Allen County Public Library Geneaology Center,2018-06-15,5
2380,Allen County Public Library Geneaology Center,2018-06-18,4
2381,Allen County Public Library Geneaology Center,2018-06-19,5
2382,Allen County Public Library Geneaology Center,2018-06-20,6
2383,Allen County Public Library Geneaology Center,2018-06-21,2
2384,Allen County Public Library Geneaology Center,2018-06-22,2
2385,Allen County Public Library Geneaology Center,2018-06-25,3
2386,Allen County Public Library Geneaology Center,2018-06-26,6
2387,Allen County Public Library Geneaology Center,2018-06-27,6
2388,Allen County Public Library Geneaology Center,2018-06-28,6
2389,Allen County Public Library Geneaology Center,2018-06-29,4
2390,Allen County Public Library Geneaology Center,2018-07-02,5
2391,Allen County Public Library Geneaology Center,2018-07-03,7
2392,Allen County Public Library Geneaology Center,2018-07-04,1
2393,Allen County Public Library Geneaology Center,2018-07-05,4
2394,Allen County Public Library Geneaology Center,2018-07-06,5
2395,Allen County Public Library Geneaology Center,2018-07-09,7
2396,Allen County Public Library Geneaology Center,2018-07-10,8
2397,Allen County Public Library Geneaology Center,2018-07-11,7
2398,Allen County Public Library Geneaology Center,2018-07-12,6
2399,Allen County Public Library Geneaology Center,2018-07-13,3
2400,Allen County Public Library Geneaology Center,2018-07-16,8
2401,Allen County Public Library Geneaology Center,2018-07-17,7
2402,Allen County Public Library Geneaology Center,2018-07-18,8
2403,Allen County Public Library Geneaology Center,2018-07-19,5
2404,Allen County Public Library Geneaology Center,2018-07-20,5
2405,Allen County Public Library Geneaology Center,2018-07-23,7
2406,Allen County Public Library Geneaology Center,2018-07-24,6
2407,Allen County Public Library Geneaology Center,2018-07-25,6
2408,Allen County Public Library Geneaology Center,2018-07-26,6
2409,Allen County Public Library Geneaology Center,2018-07-27,5
2410,Allen County Public Library Geneaology Center,2018-07-30,5
2411,Allen County Public Library Geneaology Center,2018-07-31,5
2412,Allen County Public Library Geneaology Center,2018-08-01,5
2413,Allen County Public Library Geneaology Center,2018-08-02,6
2414,Allen County Public Library Geneaology Center,2018-08-03,4
2415,Allen County Public Library Geneaology Center,2018-08-06,6
2416,Allen County Public Library Geneaology Center,2018-08-07,5
2417,Allen County Public Library Geneaology Center,2018-08-08,5
2418,Allen County Public Library Geneaology Center,2018-08-09,5
2419,Allen County Public Library Geneaology Center,2018-08-13,7
2420,Allen County Public Library Geneaology Center,2018-08-14,6
2421,Allen County Public Library Geneaology Center,2018-08-15,7
2422,Allen County Public Library Geneaology Center,2018-08-16,7
2423,Allen County Public Library Geneaology Center,2018-08-17,4
2424,Allen County Public Library Geneaology Center,2018-08-20,7
2425,Allen County Public Library Geneaology Center,2018-08-21,7
2426,Allen County Public Library Geneaology Center,2018-08-22,8
2427,Allen County Public Library Geneaology Center,2018-08-23,4
2428,Allen County Public Library Geneaology Center,2018-08-24,4
2429,Allen County Public Library Geneaology Center,2018-08-27,7
2430,Allen County Public Library Geneaology Center,2018-08-28,7
2431,Allen County Public Library Geneaology Center,2018-08-29,5
2432,Allen County Public Library Geneaology Center,2018-08-30,8
2433,Allen County Public Library Geneaology Center,2018-08-31,1
2434,Allen County Public Library Geneaology Center,2018-09-04,7
2435,Allen County Public Library Geneaology Center,2018-09-05,7
2436,Allen County Public Library Geneaology Center,2018-09-06,8
2437,Allen County Public Library Geneaology Center,2018-09-07,4
2438,Allen County Public Library Geneaology Center,2018-09-10,7
2439,Allen County Public Library Geneaology Center,2018-09-11,6
2440,Allen County Public Library Geneaology Center,2018-09-12,8
2441,Allen County Public Library Geneaology Center,2018-09-13,8
2442,Allen County Public Library Geneaology Center,2018-09-14,3
2443,Allen County Public Library Geneaology Center,2018-09-17,4
2444,Allen County Public Library Geneaology Center,2018-09-18,6
2445,Allen County Public Library Geneaology Center,2018-09-19,3
2446,Allen County Public Library Geneaology Center,2018-09-20,6
2447,Allen County Public Library Geneaology Center,2018-09-21,4
2448,Allen County Public Library Geneaology Center,2018-09-24,8
2449,Allen County Public Library Geneaology Center,2018-09-25,8
2450,Allen County Public Library Geneaology Center,2018-09-26,6
2451,Allen County Public Library Geneaology Center,2018-09-27,6
2452,Allen County Public Library Geneaology Center,2018-09-28,5
2453,Allen County Public Library Geneaology Center,2018-10-01,5
2454,Allen County Public Library Geneaology Center,2018-10-02,7
2455,Allen County Public Library Geneaology Center,2018-10-03,7
2456,Allen County Public Library Geneaology Center,2018-10-04,6
2457,Allen County Public Library Geneaology Center,2018-10-08,6
2458,Allen County Public Library Geneaology Center,2018-10-09,6
2459,Allen County Public Library Geneaology Center,2018-10-10,5
2460,Allen County Public Library Geneaology Center,2018-10-11,6
2461,Allen County Public Library Geneaology Center,2018-10-12,5
2462,Allen County Public Library Geneaology Center,2018-10-15,6
2463,Allen County Public Library Geneaology Center,2018-10-16,6
2464,Allen County Public Library Geneaology Center,2018-10-17,6
2465,Allen County Public Library Geneaology Center,2018-10-18,6
2466,Allen County Public Library Geneaology Center,2018-10-19,4
2467,Allen County Public Library Geneaology Center,2018-10-22,5
2468,Allen County Public Library Geneaology Center,2018-10-23,6
2469,Allen County Public Library Geneaology Center,2018-10-24,6
2470,Allen County Public Library Geneaology Center,2018-10-25,6
2471,Allen County Public Library Geneaology Center,2018-10-26,4
2472,Allen County Public Library Geneaology Center,2018-10-29,6
2473,Allen County Public Library Geneaology Center,2018-10-30,6
2474,Allen County Public Library Geneaology Center,2018-10-31,6
2475,Allen County Public Library Geneaology Center,2018-11-01,1
2476,Allen County Public Library Geneaology Center,2018-11-05,5
2477,Allen County Public Library Geneaology Center,2018-11-06,5
2478,Allen County Public Library Geneaology Center,2018-11-07,6
2479,Allen County Public Library Geneaology Center,2018-11-08,7
2480,Allen County Public Library Geneaology Center,2018-11-12,7
2481,Allen County Public Library Geneaology Center,2018-11-13,7
2482,Allen County Public Library Geneaology Center,2018-11-14,7
2483,Allen County Public Library Geneaology Center,2018-11-15,7
2484,Allen County Public Library Geneaology Center,2018-11-16,4
2485,Allen County Public Library Geneaology Center,2018-11-17,1
2486,Allen County Public Library Geneaology Center,2018-11-19,7
2487,Allen County Public Library Geneaology Center,2018-11-20,8
2488,Allen County Public Library Geneaology Center,2018-11-21,7
2489,Allen County Public Library Geneaology Center,2018-11-22,1
2490,Allen County Public Library Geneaology Center,2018-11-26,8
2491,Allen County Public Library Geneaology Center,2018-11-27,8
2492,Allen County Public Library Geneaology Center,2018-11-28,7
2493,Allen County Public Library Geneaology Center,2018-11-29,7
2494,Allen County Public Library Geneaology Center,2018-11-30,5
2495,Allen County Public Library Geneaology Center,2018-12-03,8
2496,Allen County Public Library Geneaology Center,2018-12-04,7
2497,Allen County Public Library Geneaology Center,2018-12-05,7
2498,Allen County Public Library Geneaology Center,2018-12-06,7
2499,Allen County Public Library Geneaology Center,2018-12-07,6
2500,Allen County Public Library Geneaology Center,2018-12-10,6
2501,Allen County Public Library Geneaology Center,2018-12-11,6
2502,Allen County Public Library Geneaology Center,2018-12-12,6
2503,Allen County Public Library Geneaology Center,2018-12-13,3
2504,Allen County Public Library Geneaology Center,2018-12-17,6
2505,Allen County Public Library Geneaology Center,2018-12-18,6
2506,Allen County Public Library Geneaology Center,2018-12-19,7
2507,Allen County Public Library Geneaology Center,2018-12-20,7
2508,Allen County Public Library Geneaology Center,2018-12-21,5
2509,Allen County Public Library Geneaology Center,2018-12-26,5
2510,Allen County Public Library Geneaology Center,2018-12-27,6
2511,Allen County Public Library Geneaology Center,2018-12-28,5
2512,Allen County Public Library Geneaology Center,2018-12-31,1
2513,Allen County Public Library Geneaology Center,2019-01-02,6
2514,Allen County Public Library Geneaology Center,2019-01-03,8
2515,Allen County Public Library Geneaology Center,2019-01-04,5
2516,Allen County Public Library Geneaology Center,2019-01-07,8
2517,Allen County Public Library Geneaology Center,2019-01-08,7
2518,Allen County Public Library Geneaology Center,2019-01-09,6
2519,Allen County Public Library Geneaology Center,2019-01-10,8
2520,Allen County Public Library Geneaology Center,2019-01-11,6
2521,Allen County Public Library Geneaology Center,2019-01-14,8
2522,Allen County Public Library Geneaology Center,2019-01-15,7
2523,Allen County Public Library Geneaology Center,2019-01-16,7
2524,Allen County Public Library Geneaology Center,2019-01-17,4
2525,Allen County Public Library Geneaology Center,2019-01-18,5
2526,Allen County Public Library Geneaology Center,2019-01-21,5
2527,Allen County Public Library Geneaology Center,2019-01-22,7
2528,Allen County Public Library Geneaology Center,2019-01-23,6
2529,Allen County Public Library Geneaology Center,2019-01-24,7
2530,Allen County Public Library Geneaology Center,2019-01-25,2
2531,Allen County Public Library Geneaology Center,2019-01-28,6
2532,Allen County Public Library Geneaology Center,2019-01-29,7
2533,Allen County Public Library Geneaology Center,2019-01-31,6
2534,Allen County Public Library Geneaology Center,2019-02-01,5
2535,Allen County Public Library Geneaology Center,2019-02-04,7
2536,Allen County Public Library Geneaology Center,2019-02-05,8
2537,Allen County Public Library Geneaology Center,2019-02-06,8
2538,Allen County Public Library Geneaology Center,2019-02-07,6
2539,Allen County Public Library Geneaology Center,2019-02-08,5
2540,Allen County Public Library Geneaology Center,2019-02-11,8
2541,Allen County Public Library Geneaology Center,2019-02-12,7
2542,Allen County Public Library Geneaology Center,2019-02-13,7
2543,Allen County Public Library Geneaology Center,2019-02-14,6
2544,Allen County Public Library Geneaology Center,2019-02-15,5
2545,Allen County Public Library Geneaology Center,2019-02-18,4
2546,Allen County Public Library Geneaology Center,2019-02-19,7
2547,Allen County Public Library Geneaology Center,2019-02-20,7
2548,Allen County Public Library Geneaology Center,2019-02-21,7
2549,Allen County Public Library Geneaology Center,2019-02-22,4
2550,Allen County Public Library Geneaology Center,2019-02-25,6
2551,Allen County Public Library Geneaology Center,2019-02-26,6
2552,Allen County Public Library Geneaology Center,2019-02-27,7
2553,Allen County Public Library Geneaology Center,2019-02-28,5
2554,Allen County Public Library Geneaology Center,2019-03-01,6
2555,Allen County Public Library Geneaology Center,2019-03-04,8
2556,Allen County Public Library Geneaology Center,2019-03-05,8
2557,Allen County Public Library Geneaology Center,2019-03-06,7
2558,Allen County Public Library Geneaology Center,2019-03-07,8
2559,Allen County Public Library Geneaology Center,2019-03-11,7
2560,Allen County Public Library Geneaology Center,2019-03-12,6
2561,Allen County Public Library Geneaology Center,2019-03-13,6
2562,Allen County Public Library Geneaology Center,2019-03-14,7
2563,Allen County Public Library Geneaology Center,2019-03-15,6
2564,Allen County Public Library Geneaology Center,2019-03-18,8
2565,Allen County Public Library Geneaology Center,2019-03-19,8
2566,Allen County Public Library Geneaology Center,2019-03-20,8
2567,Allen County Public Library Geneaology Center,2019-03-21,7
2568,Allen County Public Library Geneaology Center,2019-03-22,5
2569,Allen County Public Library Geneaology Center,2019-03-25,6
2570,Allen County Public Library Geneaology Center,2019-03-26,6
2571,Allen County Public Library Geneaology Center,2019-03-27,7
2572,Allen County Public Library Geneaology Center,2019-03-28,7
2573,Allen County Public Library Geneaology Center,2019-03-29,5
2574,Allen County Public Library Geneaology Center,2019-04-01,5
2575,Allen County Public Library Geneaology Center,2019-04-02,5
2576,Allen County Public Library Geneaology Center,2019-04-03,7
2577,Allen County Public Library Geneaology Center,2019-04-04,7
2578,Allen County Public Library Geneaology Center,2019-04-05,5
2579,Allen County Public Library Geneaology Center,2019-04-08,8
2580,Allen County Public Library Geneaology Center,2019-04-09,6
