,name,month_year,books_scanned,operator,pages_scanned,scans_to_workers,pages_to_workers
3647,UIUC,2010-01,500,23,168286.0,21.73913043478261,7316.782608695652
3648,UIUC,2010-02,580,23,172246.0,25.217391304347824,7488.95652173913
3649,UIUC,2010-03,570,29,187825.0,19.655172413793103,6476.724137931034
3650,UIUC,2010-04,481,27,163500.0,17.814814814814813,6055.555555555556
3651,UIUC,2010-05,630,26,87629.0,24.23076923076923,3370.346153846154
3652,UIUC,2010-06,403,26,121058.0,15.5,4656.076923076923
3653,UIUC,2010-07,247,23,100394.0,10.73913043478261,4364.95652173913
3654,UIUC,2010-08,259,22,70786.0,11.772727272727273,3217.5454545454545
3655,UIUC,2010-09,87,20,38088.0,4.35,1904.4
3656,UIUC,2010-10,131,22,58082.0,5.954545454545454,2640.090909090909
3657,UIUC,2010-11,108,21,67071.0,5.142857142857143,3193.8571428571427
3658,UIUC,2010-12,147,17,57947.0,8.647058823529411,3408.6470588235293
3659,UIUC,2011-01,177,20,72007.0,8.85,3600.35
3660,UIUC,2011-02,311,19,65648.0,16.36842105263158,3455.157894736842
3661,UIUC,2011-03,586,22,63098.0,26.636363636363637,2868.090909090909
3662,UIUC,2011-04,219,16,28335.0,13.6875,1770.9375
3663,UIUC,2011-05,54,8,11005.0,6.75,1375.625
3664,UIUC,2011-06,211,19,69675.0,11.105263157894736,3667.1052631578946
3665,UIUC,2011-07,267,20,67959.0,13.35,3397.95
3666,UIUC,2011-08,122,17,52014.0,7.176470588235294,3059.6470588235293
3667,UIUC,2011-09,223,22,66421.0,10.136363636363637,3019.1363636363635
3668,UIUC,2011-10,463,21,66374.0,22.047619047619047,3160.6666666666665
3669,UIUC,2011-11,560,20,83739.0,28.0,4186.95
3670,UIUC,2011-12,806,17,86248.0,47.411764705882355,5073.411764705882
3671,UIUC,2012-01,794,21,123767.0,37.80952380952381,5893.666666666667
3672,UIUC,2012-02,396,20,128160.0,19.8,6408.0
3673,UIUC,2012-03,527,22,125358.0,23.954545454545453,5698.090909090909
3674,UIUC,2012-04,408,21,123712.0,19.428571428571427,5891.047619047619
3675,UIUC,2012-05,490,22,113856.0,22.272727272727273,5175.272727272727
3676,UIUC,2012-06,669,21,141196.0,31.857142857142858,6723.619047619048
3677,UIUC,2012-07,1045,24,199163.0,43.541666666666664,8298.458333333334
3678,UIUC,2012-08,1460,27,251047.0,54.074074074074076,9298.037037037036
3679,UIUC,2012-09,970,24,187224.0,40.416666666666664,7801.0
3680,UIUC,2012-10,1325,27,274873.0,49.074074074074076,10180.481481481482
3681,UIUC,2012-11,950,24,229040.0,39.583333333333336,9543.333333333334
3682,UIUC,2012-12,956,19,182359.0,50.31578947368421,9597.842105263158
3683,UIUC,2013-01,1236,27,317102.0,45.77777777777778,11744.518518518518
3684,UIUC,2013-02,949,23,267227.0,41.26086956521739,11618.565217391304
3685,UIUC,2013-03,1332,24,198837.0,55.5,8284.875
3686,UIUC,2013-04,755,21,205972.0,35.95238095238095,9808.190476190477
3687,UIUC,2013-05,1360,22,256556.0,61.81818181818182,11661.636363636364
3688,UIUC,2013-06,647,19,267966.0,34.05263157894737,14103.473684210527
3689,UIUC,2013-07,1023,21,238961.0,48.714285714285715,11379.095238095239
3690,UIUC,2013-08,755,22,220378.0,34.31818181818182,10017.181818181818
3691,UIUC,2013-09,1183,20,243882.0,59.15,12194.1
3692,UIUC,2013-10,1020,23,260074.0,44.34782608695652,11307.565217391304
3693,UIUC,2013-11,1429,19,179255.0,75.21052631578948,9434.473684210527
3694,UIUC,2013-12,1135,17,167905.0,66.76470588235294,9876.764705882353
3695,UIUC,2014-01,1204,21,236085.0,57.333333333333336,11242.142857142857
3696,UIUC,2014-02,387,19,191058.0,20.36842105263158,10055.684210526315
3697,UIUC,2014-03,372,21,202640.0,17.714285714285715,9649.52380952381
3698,UIUC,2014-04,388,22,219571.0,17.636363636363637,9980.5
3699,UIUC,2014-05,370,21,213418.0,17.61904761904762,10162.761904761905
3700,UIUC,2014-06,539,21,274154.0,25.666666666666668,13054.952380952382
3701,UIUC,2014-07,541,21,270635.0,25.761904761904763,12887.380952380952
3702,UIUC,2014-08,406,21,281050.0,19.333333333333332,13383.333333333334
3703,UIUC,2014-09,366,20,243408.0,18.3,12170.4
3704,UIUC,2014-10,164,16,77134.0,10.25,4820.875
3705,UIUC,2014-11,50,6,18882.0,8.333333333333334,3147.0
3706,UIUC,2014-12,30,9,24132.0,3.3333333333333335,2681.3333333333335
3707,UIUC,2015-01,234,19,119922.0,12.31578947368421,6311.684210526316
3708,UIUC,2015-02,444,19,216662.0,23.36842105263158,11403.263157894737
3709,UIUC,2015-03,547,22,253784.0,24.863636363636363,11535.636363636364
3710,UIUC,2015-04,465,22,227302.0,21.136363636363637,10331.90909090909
3711,UIUC,2015-05,334,20,195860.0,16.7,9793.0
3712,UIUC,2015-06,369,22,197603.0,16.772727272727273,8981.954545454546
3713,UIUC,2015-07,293,22,174010.0,13.318181818181818,7909.545454545455
3714,UIUC,2015-08,204,20,112727.0,10.2,5636.35
3715,UIUC,2015-09,219,21,107053.0,10.428571428571429,5097.761904761905
3716,UIUC,2015-10,215,22,127442.0,9.772727272727273,5792.818181818182
3717,UIUC,2015-11,235,19,116701.0,12.368421052631579,6142.1578947368425
3718,UIUC,2015-12,344,18,106171.0,19.11111111111111,5898.388888888889
3719,UIUC,2016-01,332,20,141203.0,16.6,7060.15
3720,UIUC,2016-02,486,20,108101.0,24.3,5405.05
3721,UIUC,2016-03,506,22,141211.0,23.0,6418.681818181818
3722,UIUC,2016-04,350,21,154770.0,16.666666666666668,7370.0
3723,UIUC,2016-05,769,21,175770.0,36.61904761904762,8370.0
3724,UIUC,2016-06,777,22,238177.0,35.31818181818182,10826.227272727272
3725,UIUC,2016-07,699,20,235131.0,34.95,11756.55
3726,UIUC,2016-08,525,23,217717.0,22.82608695652174,9465.95652173913
3727,UIUC,2016-09,501,21,164732.0,23.857142857142858,7844.380952380952
3728,UIUC,2016-10,440,21,164085.0,20.952380952380953,7813.571428571428
3729,UIUC,2016-11,345,20,150229.0,17.25,7511.45
3730,UIUC,2016-12,401,17,129540.0,23.58823529411765,7620.0
3731,UIUC,2017-01,700,21,192509.0,33.333333333333336,9167.095238095239
3732,UIUC,2017-02,375,19,177798.0,19.736842105263158,9357.78947368421
3733,UIUC,2017-03,500,23,190503.0,21.73913043478261,8282.739130434782
3734,UIUC,2017-04,307,20,161993.0,15.35,8099.65
3735,UIUC,2017-05,635,22,198063.0,28.863636363636363,9002.863636363636
3736,UIUC,2017-06,776,20,178673.0,38.8,8933.65
3737,UIUC,2017-07,1611,19,110774.0,84.78947368421052,5830.210526315789
3738,UIUC,2017-08,1952,23,138840.0,84.8695652173913,6036.521739130435
3739,UIUC,2017-09,1502,20,151632.0,75.1,7581.6
3740,UIUC,2017-10,1187,22,152309.0,53.95454545454545,6923.136363636364
3741,UIUC,2017-11,1264,19,106031.0,66.52631578947368,5580.578947368421
3742,UIUC,2017-12,923,16,61962.0,57.6875,3872.625
3743,UIUC,2018-01,1066,20,145772.0,53.3,7288.6
3744,UIUC,2018-02,406,19,145003.0,21.36842105263158,7631.736842105263
3745,UIUC,2018-03,455,24,178258.0,18.958333333333332,7427.416666666667
3746,UIUC,2018-04,627,21,154584.0,29.857142857142858,7361.142857142857
3747,UIUC,2018-05,372,22,158058.0,16.90909090909091,7184.454545454545
3748,UIUC,2018-06,587,20,93844.0,29.35,4692.2
3749,UIUC,2018-07,1582,21,95498.0,75.33333333333333,4547.523809523809
3750,UIUC,2018-08,174,24,143148.0,7.25,5964.5
3751,UIUC,2018-09,130,22,125634.0,5.909090909090909,5710.636363636364
3752,UIUC,2018-10,770,24,112530.0,32.083333333333336,4688.75
3753,UIUC,2018-11,376,21,108838.0,17.904761904761905,5182.761904761905
3754,UIUC,2018-12,381,17,112801.0,22.41176470588235,6635.35294117647
3755,UIUC,2019-01,760,22,134670.0,34.54545454545455,6121.363636363636
3756,UIUC,2019-02,478,21,159016.0,22.761904761904763,7572.190476190476
3757,UIUC,2019-03,729,21,164948.0,34.714285714285715,7854.666666666667
3758,UIUC,2019-04,273,23,214396.0,11.869565217391305,9321.565217391304
3759,UIUC,2019-05,268,23,214632.0,11.652173913043478,9331.826086956522
3760,UIUC,2019-06,365,20,174646.0,18.25,8732.3
3761,UIUC,2019-07,255,22,104964.0,11.590909090909092,4771.090909090909
3762,UIUC,2019-08,1459,22,164052.0,66.31818181818181,7456.909090909091
3763,UIUC,2019-09,1143,20,147306.0,57.15,7365.3
3764,UIUC,2019-10,587,22,205780.0,26.681818181818183,9353.636363636364
3765,UIUC,2019-11,134,20,89670.0,6.7,4483.5
3766,UIUC,2019-12,263,16,80422.0,16.4375,5026.375
3767,UIUC,2020-01,299,22,103320.0,13.590909090909092,4696.363636363636
3768,UIUC,2020-02,355,20,100278.0,17.75,5013.9
3769,UIUC,2020-03,162,15,58834.0,10.8,3922.266666666667
3770,UIUC,2020-06,298,7,25932.0,42.57142857142857,3704.5714285714284
3771,UIUC,2020-07,882,21,84338.0,42.0,4016.095238095238
3772,UIUC,2020-08,58,23,90402.0,2.5217391304347827,3930.521739130435
3773,UIUC,2020-09,62,22,72514.0,2.8181818181818183,3296.090909090909
3774,UIUC,2020-10,94,20,70264.0,4.7,3513.2
3775,UIUC,2020-11,75,17,49856.0,4.411764705882353,2932.705882352941
3776,UIUC,2020-12,40,16,27534.0,2.5,1720.875
3777,UIUC,2021-01,49,19,24432.0,2.5789473684210527,1285.8947368421052
3778,UIUC,2021-02,408,19,46332.0,21.473684210526315,2438.5263157894738
3779,UIUC,2021-03,212,23,71822.0,9.217391304347826,3122.695652173913
3780,UIUC,2021-04,143,21,56144.0,6.809523809523809,2673.5238095238096
3781,UIUC,2021-05,131,19,61510.0,6.894736842105263,3237.3684210526317
3782,UIUC,2021-06,253,23,114086.0,11.0,4960.260869565217
3783,UIUC,2021-07,294,21,115858.0,14.0,5517.047619047619
3784,UIUC,2021-08,235,22,99460.0,10.681818181818182,4520.909090909091
3785,UIUC,2021-09,221,19,86088.0,11.631578947368421,4530.9473684210525
3786,UIUC,2021-10,208,22,69978.0,9.454545454545455,3180.818181818182
3787,UIUC,2021-11,290,21,104570.0,13.80952380952381,4979.523809523809
3788,UIUC,2021-12,299,16,78300.0,18.6875,4893.75
3789,UIUC,2022-01,221,17,71832.0,13.0,4225.411764705882
3790,UIUC,2022-02,227,17,89166.0,13.352941176470589,5245.058823529412
3791,UIUC,2022-03,492,27,152932.0,18.22222222222222,5664.148148148148
3792,UIUC,2022-04,477,27,149668.0,17.666666666666668,5543.259259259259
3793,UIUC,2022-05,629,22,159858.0,28.59090909090909,7266.272727272727
3794,UIUC,2022-06,475,22,181057.0,21.59090909090909,8229.863636363636
3795,UIUC,2022-07,517,21,156254.0,24.61904761904762,7440.666666666667
3796,UIUC,2022-08,493,26,196776.0,18.96153846153846,7568.307692307692
3797,UIUC,2022-09,428,24,163716.0,17.833333333333332,6821.5
3798,UIUC,2022-10,436,25,191376.0,17.44,7655.04
3799,UIUC,2022-11,193,23,185012.0,8.391304347826088,8044.0
3800,UIUC,2022-12,37,15,126666.0,2.466666666666667,8444.4
3801,UIUC,2023-01,468,22,171014.0,21.272727272727273,7773.363636363636
3802,UIUC,2023-02,348,18,143510.0,19.333333333333332,7972.777777777777
3803,UIUC,2023-03,581,23,183295.0,25.26086956521739,7969.347826086957
3804,UIUC,2023-04,131,20,67908.0,6.55,3395.4
3805,UIUC,2023-05,592,22,65196.0,26.90909090909091,2963.4545454545455
3806,UIUC,2023-06,131,4,10572.0,32.75,2643.0
3807,UNC Chapel Hill,2007-12,21,5,1858.0,4.2,371.6
3808,UNC Chapel Hill,2008-01,65,17,34576.0,3.823529411764706,2033.8823529411766
3809,UNC Chapel Hill,2008-02,177,20,16804.0,8.85,840.2
3810,UNC Chapel Hill,2008-03,171,18,35048.0,9.5,1947.111111111111
3811,UNC Chapel Hill,2008-04,151,22,42064.0,6.863636363636363,1912.0
3812,UNC Chapel Hill,2008-05,147,21,29208.0,7.0,1390.857142857143
3813,UNC Chapel Hill,2008-06,88,20,31524.0,4.4,1576.2
3814,UNC Chapel Hill,2008-07,260,22,23840.0,11.818181818181818,1083.6363636363637
3815,UNC Chapel Hill,2008-08,129,20,32782.0,6.45,1639.1
3816,UNC Chapel Hill,2008-09,377,18,40990.0,20.944444444444443,2277.222222222222
3817,UNC Chapel Hill,2008-10,455,22,46886.0,20.681818181818183,2131.181818181818
3818,UNC Chapel Hill,2008-11,125,14,35820.0,8.928571428571429,2558.5714285714284
3819,UNC Chapel Hill,2008-12,135,13,32678.0,10.384615384615385,2513.6923076923076
3820,UNC Chapel Hill,2009-01,253,19,43092.0,13.31578947368421,2268.0
3821,UNC Chapel Hill,2009-02,395,19,42284.0,20.789473684210527,2225.4736842105262
3822,UNC Chapel Hill,2009-03,269,20,43780.0,13.45,2189.0
3823,UNC Chapel Hill,2009-04,372,19,33848.0,19.57894736842105,1781.4736842105262
3824,UNC Chapel Hill,2009-05,248,18,37348.0,13.777777777777779,2074.8888888888887
3825,UNC Chapel Hill,2009-06,187,21,38568.0,8.904761904761905,1836.5714285714287
3826,UNC Chapel Hill,2009-07,196,22,25566.0,8.909090909090908,1162.090909090909
3827,UNC Chapel Hill,2009-08,186,17,40759.0,10.941176470588236,2397.5882352941176
3828,UNC Chapel Hill,2009-09,328,21,31453.0,15.619047619047619,1497.7619047619048
3829,UNC Chapel Hill,2009-10,193,22,37804.0,8.772727272727273,1718.3636363636363
3830,UNC Chapel Hill,2009-11,179,18,37525.0,9.944444444444445,2084.722222222222
3831,UNC Chapel Hill,2009-12,297,17,71209.0,17.470588235294116,4188.764705882353
3832,UNC Chapel Hill,2010-01,270,19,86693.0,14.210526315789474,4562.789473684211
3833,UNC Chapel Hill,2010-02,201,19,78202.0,10.578947368421053,4115.894736842105
3834,UNC Chapel Hill,2010-03,467,23,96036.0,20.304347826086957,4175.478260869565
3835,UNC Chapel Hill,2010-04,192,14,51062.0,13.714285714285714,3647.285714285714
3836,UNC Chapel Hill,2010-06,248,15,83174.0,16.533333333333335,5544.933333333333
3837,UNC Chapel Hill,2010-07,446,21,79907.0,21.238095238095237,3805.095238095238
3838,UNC Chapel Hill,2010-08,291,23,62323.0,12.652173913043478,2709.695652173913
3839,UNC Chapel Hill,2010-09,464,22,75670.0,21.09090909090909,3439.5454545454545
3840,UNC Chapel Hill,2010-10,335,22,94612.0,15.227272727272727,4300.545454545455
3841,UNC Chapel Hill,2010-11,440,21,96118.0,20.952380952380953,4577.047619047619
3842,UNC Chapel Hill,2010-12,270,20,79361.0,13.5,3968.05
3843,UNC Chapel Hill,2011-01,515,20,81190.0,25.75,4059.5
3844,UNC Chapel Hill,2011-02,289,22,99827.0,13.136363636363637,4537.590909090909
3845,UNC Chapel Hill,2011-03,368,24,85912.0,15.333333333333334,3579.6666666666665
3846,UNC Chapel Hill,2011-04,409,21,124546.0,19.476190476190474,5930.761904761905
3847,UNC Chapel Hill,2011-05,503,22,108876.0,22.863636363636363,4948.909090909091
3848,UNC Chapel Hill,2011-06,606,22,125459.0,27.545454545454547,5702.681818181818
3849,UNC Chapel Hill,2011-07,905,21,103617.0,43.095238095238095,4934.142857142857
3850,UNC Chapel Hill,2011-08,706,23,146895.0,30.695652173913043,6386.739130434783
3851,UNC Chapel Hill,2011-09,716,21,114450.0,34.095238095238095,5450.0
3852,UNC Chapel Hill,2011-10,858,20,115969.0,42.9,5798.45
3853,UNC Chapel Hill,2011-11,439,20,117975.0,21.95,5898.75
3854,UNC Chapel Hill,2011-12,375,17,104806.0,22.058823529411764,6165.058823529412
3855,UNC Chapel Hill,2012-01,874,20,155168.0,43.7,7758.4
3856,UNC Chapel Hill,2012-02,646,20,193117.0,32.3,9655.85
3857,UNC Chapel Hill,2012-03,821,22,174790.0,37.31818181818182,7945.0
3858,UNC Chapel Hill,2012-04,958,20,144081.0,47.9,7204.05
3859,UNC Chapel Hill,2012-05,1136,22,172630.0,51.63636363636363,7846.818181818182
3860,UNC Chapel Hill,2012-06,1056,21,168365.0,50.285714285714285,8017.380952380952
3861,UNC Chapel Hill,2012-07,914,20,150829.0,45.7,7541.45
3862,UNC Chapel Hill,2012-08,1158,23,191398.0,50.34782608695652,8321.652173913044
3863,UNC Chapel Hill,2012-09,681,19,153826.0,35.8421052631579,8096.105263157895
3864,UNC Chapel Hill,2012-10,518,22,137046.0,23.545454545454547,6229.363636363636
3865,UNC Chapel Hill,2012-11,431,20,128534.0,21.55,6426.7
3866,UNC Chapel Hill,2012-12,183,15,77469.0,12.2,5164.6
3867,UNC Chapel Hill,2013-01,485,21,105362.0,23.095238095238095,5017.238095238095
3868,UNC Chapel Hill,2013-02,565,19,94114.0,29.736842105263158,4953.368421052632
3869,UNC Chapel Hill,2013-03,495,19,94742.0,26.05263157894737,4986.421052631579
3870,UNC Chapel Hill,2013-04,875,21,101845.0,41.666666666666664,4849.761904761905
3871,UNC Chapel Hill,2013-05,435,21,119330.0,20.714285714285715,5682.380952380952
3872,UNC Chapel Hill,2013-06,883,19,110359.0,46.473684210526315,5808.368421052632
3873,UNC Chapel Hill,2013-07,454,17,109915.0,26.705882352941178,6465.588235294118
3874,UNC Chapel Hill,2013-08,437,20,127430.0,21.85,6371.5
3875,UNC Chapel Hill,2013-09,724,17,74022.0,42.588235294117645,4354.235294117647
3876,UNC Chapel Hill,2013-10,363,21,109095.0,17.285714285714285,5195.0
3877,UNC Chapel Hill,2013-11,367,19,87740.0,19.31578947368421,4617.894736842105
3878,UNC Chapel Hill,2013-12,609,16,60833.0,38.0625,3802.0625
3879,UNC Chapel Hill,2014-01,392,19,83001.0,20.63157894736842,4368.473684210527
3880,UNC Chapel Hill,2014-02,324,12,62134.0,27.0,5177.833333333333
3881,UNC Chapel Hill,2014-03,684,20,99346.0,34.2,4967.3
3882,UNC Chapel Hill,2014-04,967,21,102394.0,46.04761904761905,4875.9047619047615
3883,UNC Chapel Hill,2014-05,431,21,97218.0,20.523809523809526,4629.428571428572
3884,UNC Chapel Hill,2014-06,606,20,91358.0,30.3,4567.9
3885,UNC Chapel Hill,2014-07,821,21,101880.0,39.095238095238095,4851.428571428572
3886,UNC Chapel Hill,2014-08,938,20,98382.0,46.9,4919.1
3887,UNC Chapel Hill,2014-09,734,19,107175.0,38.63157894736842,5640.789473684211
3888,UNC Chapel Hill,2014-10,906,22,106029.0,41.18181818181818,4819.5
3889,UNC Chapel Hill,2014-11,347,17,90782.0,20.41176470588235,5340.117647058823
3890,UNC Chapel Hill,2014-12,621,17,85853.0,36.529411764705884,5050.176470588235
3891,UNC Chapel Hill,2015-01,405,17,69505.0,23.823529411764707,4088.529411764706
3892,UNC Chapel Hill,2015-02,553,15,67552.0,36.86666666666667,4503.466666666666
3893,UNC Chapel Hill,2015-03,618,18,83810.0,34.333333333333336,4656.111111111111
3894,UNC Chapel Hill,2015-04,357,17,30139.0,21.0,1772.8823529411766
3895,UNC Chapel Hill,2015-05,382,17,24868.0,22.470588235294116,1462.8235294117646
3896,UNC Chapel Hill,2015-06,158,8,13472.0,19.75,1684.0
3897,UNC Chapel Hill,2017-12,2,2,7.0,1.0,3.5
3898,UNC Chapel Hill,2018-01,59,13,8032.0,4.538461538461538,617.8461538461538
3899,UNC Chapel Hill,2018-02,63,16,11406.0,3.9375,712.875
3900,UNC Chapel Hill,2018-03,133,21,24359.0,6.333333333333333,1159.952380952381
3901,UNC Chapel Hill,2018-04,105,18,31750.0,5.833333333333333,1763.888888888889
3902,UNC Chapel Hill,2018-05,70,15,18756.0,4.666666666666667,1250.4
3903,UNC Chapel Hill,2018-06,63,13,17246.0,4.846153846153846,1326.6153846153845
3904,UNC Chapel Hill,2018-07,170,14,19120.0,12.142857142857142,1365.7142857142858
3905,UNC Chapel Hill,2018-08,579,22,25076.0,26.318181818181817,1139.8181818181818
3906,UNC Chapel Hill,2018-09,520,17,29016.0,30.58823529411765,1706.8235294117646
3907,UNC Chapel Hill,2018-10,356,23,38387.0,15.478260869565217,1669.0
3908,UNC Chapel Hill,2018-11,256,19,27850.0,13.473684210526315,1465.7894736842106
3909,UNC Chapel Hill,2018-12,180,13,22337.0,13.846153846153847,1718.2307692307693
3910,UNC Chapel Hill,2019-01,365,19,26416.0,19.210526315789473,1390.3157894736842
3911,UNC Chapel Hill,2019-02,273,18,30758.0,15.166666666666666,1708.7777777777778
3912,UNC Chapel Hill,2019-03,280,20,37243.0,14.0,1862.15
3913,UNC Chapel Hill,2019-04,306,19,31208.0,16.105263157894736,1642.5263157894738
3914,UNC Chapel Hill,2019-05,468,22,37276.0,21.272727272727273,1694.3636363636363
3915,UNC Chapel Hill,2019-06,383,20,35016.0,19.15,1750.8
3916,UNC Chapel Hill,2019-07,410,16,20206.0,25.625,1262.875
3917,UNC Chapel Hill,2019-08,409,22,35666.0,18.59090909090909,1621.1818181818182
3918,UNC Chapel Hill,2019-09,206,15,29452.0,13.733333333333333,1963.4666666666667
3919,UNC Chapel Hill,2019-10,492,22,47344.0,22.363636363636363,2152.0
3920,UNC Chapel Hill,2019-11,386,20,38454.0,19.3,1922.7
3921,UNC Chapel Hill,2019-12,186,15,28339.0,12.4,1889.2666666666667
3922,UNC Chapel Hill,2020-01,277,21,39664.0,13.19047619047619,1888.7619047619048
3923,UNC Chapel Hill,2020-02,472,19,33288.0,24.842105263157894,1752.0
3924,UNC Chapel Hill,2020-03,367,12,18124.0,30.583333333333332,1510.3333333333333
3925,UNC Chapel Hill,2020-07,76,3,2032.0,25.333333333333332,677.3333333333334
3926,UNC Chapel Hill,2020-08,149,9,4886.0,16.555555555555557,542.8888888888889
3927,UNC Chapel Hill,2020-09,252,11,15268.0,22.90909090909091,1388.0
3928,UNC Chapel Hill,2020-10,347,19,31122.0,18.263157894736842,1638.0
3929,UNC Chapel Hill,2020-11,208,20,30335.0,10.4,1516.75
3930,UNC Chapel Hill,2020-12,228,14,16018.0,16.285714285714285,1144.142857142857
3931,UNC Chapel Hill,2021-01,425,22,25568.0,19.318181818181817,1162.1818181818182
3932,UNC Chapel Hill,2021-02,212,17,19990.0,12.470588235294118,1175.8823529411766
3933,UNC Chapel Hill,2021-03,434,23,28202.0,18.869565217391305,1226.1739130434783
3934,UNC Chapel Hill,2021-04,209,22,28896.0,9.5,1313.4545454545455
3935,UNC Chapel Hill,2021-05,226,19,31004.0,11.894736842105264,1631.7894736842106
3936,UNC Chapel Hill,2021-06,162,20,41680.0,8.1,2084.0
3937,UNC Chapel Hill,2021-07,88,10,24216.0,8.8,2421.6
3938,UNC Chapel Hill,2021-08,261,14,41504.0,18.642857142857142,2964.5714285714284
3939,UNC Chapel Hill,2021-09,291,18,43514.0,16.166666666666668,2417.4444444444443
3940,UNC Chapel Hill,2021-10,120,21,40712.0,5.714285714285714,1938.6666666666667
3941,UNC Chapel Hill,2021-11,177,22,37136.0,8.045454545454545,1688.0
3942,UNC Chapel Hill,2021-12,97,13,31312.0,7.461538461538462,2408.6153846153848
3943,UNC Chapel Hill,2022-01,199,15,20316.0,13.266666666666667,1354.4
3944,UNC Chapel Hill,2022-02,226,20,32474.0,11.3,1623.7
3945,UNC Chapel Hill,2022-03,366,26,29934.0,14.076923076923077,1151.3076923076924
3946,UNC Chapel Hill,2022-04,521,23,14718.0,22.652173913043477,639.9130434782609
3947,UNC Chapel Hill,2022-05,173,19,20956.0,9.105263157894736,1102.9473684210527
3948,UNC Chapel Hill,2022-06,79,23,14388.0,3.4347826086956523,625.5652173913044
3949,UNC Chapel Hill,2022-07,55,16,10986.0,3.4375,686.625
3950,UNC Chapel Hill,2022-08,102,23,26380.0,4.434782608695652,1146.9565217391305
3951,UNC Chapel Hill,2022-09,192,20,20928.0,9.6,1046.4
3952,UNC Chapel Hill,2022-10,71,20,21634.0,3.55,1081.7
3953,UNC Chapel Hill,2022-11,183,19,13040.0,9.631578947368421,686.3157894736842
3954,UNC Chapel Hill,2022-12,172,14,10770.0,12.285714285714286,769.2857142857143
3955,UNC Chapel Hill,2023-01,338,19,15415.0,17.789473684210527,811.3157894736842
3956,UNC Chapel Hill,2023-02,78,10,10182.0,7.8,1018.2
3957,UNC Chapel Hill,2023-03,735,18,41297.0,40.833333333333336,2294.277777777778
3958,UNC Chapel Hill,2023-04,674,19,58310.0,35.473684210526315,3068.9473684210525
3959,UNC Chapel Hill,2023-05,943,21,44718.0,44.904761904761905,2129.4285714285716
3960,UNC Chapel Hill,2023-06,15,3,5944.0,5.0,1981.3333333333333
3961,Universidad Francisco Marroquín,2008-12,26,7,6938.0,3.7142857142857144,991.1428571428571
3962,Universidad Francisco Marroquín,2009-01,1,1,92.0,1.0,92.0
3963,Universidad Francisco Marroquín,2009-02,21,11,3146.0,1.9090909090909092,286.0
3964,Universidad Francisco Marroquín,2009-03,67,17,10420.0,3.9411764705882355,612.9411764705883
3965,Universidad Francisco Marroquín,2009-04,32,14,5008.0,2.2857142857142856,357.7142857142857
3966,Universidad Francisco Marroquín,2009-05,33,14,7904.0,2.357142857142857,564.5714285714286
3967,Universidad Francisco Marroquín,2009-06,24,14,6344.0,1.7142857142857142,453.14285714285717
3968,Universidad Francisco Marroquín,2009-07,76,16,5440.0,4.75,340.0
3969,Universidad Francisco Marroquín,2009-08,11,9,3520.0,1.2222222222222223,391.1111111111111
3970,Universidad Francisco Marroquín,2009-09,4,4,440.0,1.0,110.0
3971,Universidad Francisco Marroquín,2009-10,5,4,718.0,1.25,179.5
3972,Universidad Francisco Marroquín,2009-11,4,4,922.0,1.0,230.5
3973,Universidad Francisco Marroquín,2009-12,8,3,494.0,2.6666666666666665,164.66666666666666
3974,Universidad Francisco Marroquín,2010-01,1,1,82.0,1.0,82.0
3975,Universidad Francisco Marroquín,2010-02,4,3,1076.0,1.3333333333333333,358.6666666666667
3976,Universidad Francisco Marroquín,2010-03,8,6,2980.0,1.3333333333333333,496.6666666666667
3977,Universidad Francisco Marroquín,2010-05,2,2,1362.0,1.0,681.0
3978,Universidad Francisco Marroquín,2010-06,4,4,2412.0,1.0,603.0
3979,Universidad Francisco Marroquín,2010-07,1,1,850.0,1.0,850.0
3980,Universidad Francisco Marroquín,2010-08,4,3,2674.0,1.3333333333333333,891.3333333333334
3981,Universidad Francisco Marroquín,2010-09,4,4,1170.0,1.0,292.5
3982,Universidad Francisco Marroquín,2010-10,2,2,298.0,1.0,149.0
3983,Universidad Francisco Marroquín,2010-11,23,13,7190.0,1.7692307692307692,553.0769230769231
3984,Universidad Francisco Marroquín,2010-12,11,6,3074.0,1.8333333333333333,512.3333333333334
3985,Universidad Francisco Marroquín,2011-01,10,6,4686.0,1.6666666666666667,781.0
3986,Universidad Francisco Marroquín,2011-02,22,8,2640.0,2.75,330.0
3987,Universidad Francisco Marroquín,2011-03,23,14,7120.0,1.6428571428571428,508.57142857142856
3988,Universidad Francisco Marroquín,2011-04,2,2,396.0,1.0,198.0
3989,Universidad Francisco Marroquín,2011-05,47,8,2078.0,5.875,259.75
3990,Universidad Francisco Marroquín,2011-06,133,19,11724.0,7.0,617.0526315789474
3991,Universidad Francisco Marroquín,2011-07,109,19,17120.0,5.7368421052631575,901.0526315789474
3992,Universidad Francisco Marroquín,2011-08,11,10,4166.0,1.1,416.6
3993,Universidad Francisco Marroquín,2011-09,13,8,4666.0,1.625,583.25
3994,Universidad Francisco Marroquín,2011-10,6,5,1366.0,1.2,273.2
3995,Universidad Francisco Marroquín,2012-04,4,3,1190.0,1.3333333333333333,396.6666666666667
3996,Universidad Francisco Marroquín,2012-05,33,5,1314.0,6.6,262.8
3997,Universidad Francisco Marroquín,2012-06,36,9,2064.0,4.0,229.33333333333334
3998,Universidad Francisco Marroquín,2012-08,2,2,1184.0,1.0,592.0
