,name,month_year,books_scanned,operator,pages_scanned,scans_to_workers,pages_to_workers
0,Allen County Public Library Geneaology Center,2002-01,4,3,1366.0,1.3333333333333333,455.3333333333333
1,Allen County Public Library Geneaology Center,2008-05,78,11,37763.0,7.090909090909091,3433.0
2,Allen County Public Library Geneaology Center,2008-06,583,21,240186.0,27.761904761904763,11437.42857142857
3,Allen County Public Library Geneaology Center,2008-07,664,22,274770.0,30.181818181818183,12489.545454545454
4,Allen County Public Library Geneaology Center,2008-08,641,21,257029.0,30.523809523809526,12239.47619047619
5,Allen County Public Library Geneaology Center,2008-09,720,21,276814.0,34.285714285714285,13181.619047619048
6,Allen County Public Library Geneaology Center,2008-10,563,23,293307.0,24.47826086956522,12752.478260869566
7,Allen County Public Library Geneaology Center,2008-11,453,18,316614.0,25.166666666666668,17589.666666666668
8,Allen County Public Library Geneaology Center,2008-12,553,17,236760.0,32.529411764705884,13927.058823529413
9,Allen County Public Library Geneaology Center,2009-01,687,20,253651.0,34.35,12682.55
10,Allen County Public Library Geneaology Center,2009-02,632,19,223912.0,33.26315789473684,11784.842105263158
11,Allen County Public Library Geneaology Center,2009-03,870,22,295837.0,39.54545454545455,13447.136363636364
12,Allen County Public Library Geneaology Center,2009-04,950,22,340152.0,43.18181818181818,15461.454545454546
13,Allen County Public Library Geneaology Center,2009-05,834,20,306763.0,41.7,15338.15
14,Allen County Public Library Geneaology Center,2009-06,922,23,346035.0,40.08695652173913,15045.0
15,Allen County Public Library Geneaology Center,2009-07,986,22,312160.0,44.81818181818182,14189.09090909091
16,Allen County Public Library Geneaology Center,2009-08,779,21,295241.0,37.095238095238095,14059.095238095239
17,Allen County Public Library Geneaology Center,2009-09,818,21,321005.0,38.95238095238095,15285.952380952382
18,Allen County Public Library Geneaology Center,2009-10,1021,22,283038.0,46.40909090909091,12865.363636363636
19,Allen County Public Library Geneaology Center,2009-11,694,20,312924.0,34.7,15646.2
20,Allen County Public Library Geneaology Center,2009-12,715,17,197459.0,42.05882352941177,11615.235294117647
21,Allen County Public Library Geneaology Center,2010-01,918,20,297357.0,45.9,14867.85
22,Allen County Public Library Geneaology Center,2010-02,1032,19,277400.0,54.31578947368421,14600.0
23,Allen County Public Library Geneaology Center,2010-03,1084,23,345141.0,47.130434782608695,15006.130434782608
24,Allen County Public Library Geneaology Center,2010-04,1009,22,414699.0,45.86363636363637,18849.954545454544
25,Allen County Public Library Geneaology Center,2010-05,961,20,364018.0,48.05,18200.9
26,Allen County Public Library Geneaology Center,2010-06,1296,22,352991.0,58.90909090909091,16045.045454545454
27,Allen County Public Library Geneaology Center,2010-07,911,21,306768.0,43.38095238095238,14608.0
28,Allen County Public Library Geneaology Center,2010-08,1371,22,328640.0,62.31818181818182,14938.181818181818
29,Allen County Public Library Geneaology Center,2010-09,2043,21,299599.0,97.28571428571429,14266.619047619048
30,Allen County Public Library Geneaology Center,2010-10,1856,21,310531.0,88.38095238095238,14787.190476190477
31,Allen County Public Library Geneaology Center,2010-11,2568,20,342432.0,128.4,17121.6
32,Allen County Public Library Geneaology Center,2010-12,1821,18,280416.0,101.16666666666667,15578.666666666666
33,Allen County Public Library Geneaology Center,2011-01,1833,21,384468.0,87.28571428571429,18308.0
34,Allen County Public Library Geneaology Center,2011-02,1735,19,400409.0,91.3157894736842,21074.157894736843
35,Allen County Public Library Geneaology Center,2011-03,2336,23,515542.0,101.56521739130434,22414.869565217392
36,Allen County Public Library Geneaology Center,2011-04,1881,21,398949.0,89.57142857142857,18997.571428571428
37,Allen County Public Library Geneaology Center,2011-05,2096,23,358515.0,91.1304347826087,15587.608695652174
38,Allen County Public Library Geneaology Center,2011-06,2839,22,425629.0,129.04545454545453,19346.772727272728
39,Allen County Public Library Geneaology Center,2011-07,2152,21,353457.0,102.47619047619048,16831.285714285714
40,Allen County Public Library Geneaology Center,2011-08,2156,23,519819.0,93.73913043478261,22600.82608695652
41,Allen County Public Library Geneaology Center,2011-09,1936,21,358176.0,92.19047619047619,17056.0
42,Allen County Public Library Geneaology Center,2011-10,1655,22,328345.0,75.22727272727273,14924.772727272728
43,Allen County Public Library Geneaology Center,2011-11,1213,20,271977.0,60.65,13598.85
44,Allen County Public Library Geneaology Center,2011-12,1001,18,248822.0,55.611111111111114,13823.444444444445
45,Allen County Public Library Geneaology Center,2012-01,1425,21,292823.0,67.85714285714286,13943.952380952382
46,Allen County Public Library Geneaology Center,2012-02,1281,20,270748.0,64.05,13537.4
47,Allen County Public Library Geneaology Center,2012-03,1832,24,262581.0,76.33333333333333,10940.875
48,Allen County Public Library Geneaology Center,2012-04,1656,25,256067.0,66.24,10242.68
49,Allen County Public Library Geneaology Center,2012-05,1537,23,363090.0,66.82608695652173,15786.521739130434
50,Allen County Public Library Geneaology Center,2012-06,2041,22,301020.0,92.77272727272727,13682.727272727272
51,Allen County Public Library Geneaology Center,2012-07,1602,22,349584.0,72.81818181818181,15890.181818181818
52,Allen County Public Library Geneaology Center,2012-08,1691,23,375777.0,73.52173913043478,16338.130434782608
53,Allen County Public Library Geneaology Center,2012-09,1302,20,298893.0,65.1,14944.65
54,Allen County Public Library Geneaology Center,2012-10,1925,25,515341.0,77.0,20613.64
55,Allen County Public Library Geneaology Center,2012-11,1825,21,407402.0,86.9047619047619,19400.095238095237
56,Allen County Public Library Geneaology Center,2012-12,852,15,239191.0,56.8,15946.066666666668
57,Allen County Public Library Geneaology Center,2013-01,951,22,312678.0,43.22727272727273,14212.636363636364
58,Allen County Public Library Geneaology Center,2013-02,882,19,314849.0,46.421052631578945,16571.0
59,Allen County Public Library Geneaology Center,2013-03,957,20,330184.0,47.85,16509.2
60,Allen County Public Library Geneaology Center,2013-04,1573,22,469230.0,71.5,21328.636363636364
61,Allen County Public Library Geneaology Center,2013-05,1532,23,423355.0,66.6086956521739,18406.739130434784
62,Allen County Public Library Geneaology Center,2013-06,1819,20,506070.0,90.95,25303.5
63,Allen County Public Library Geneaology Center,2013-07,1696,21,388254.0,80.76190476190476,18488.285714285714
64,Allen County Public Library Geneaology Center,2013-08,1206,22,386974.0,54.81818181818182,17589.727272727272
65,Allen County Public Library Geneaology Center,2013-09,758,20,338668.0,37.9,16933.4
66,Allen County Public Library Geneaology Center,2013-10,737,23,296851.0,32.04347826086956,12906.565217391304
67,Allen County Public Library Geneaology Center,2013-11,537,19,244013.0,28.263157894736842,12842.78947368421
68,Allen County Public Library Geneaology Center,2013-12,538,15,281945.0,35.86666666666667,18796.333333333332
69,Allen County Public Library Geneaology Center,2014-01,644,19,248649.0,33.89473684210526,13086.78947368421
70,Allen County Public Library Geneaology Center,2014-02,727,21,253122.0,34.61904761904762,12053.42857142857
71,Allen County Public Library Geneaology Center,2014-03,704,22,210572.0,32.0,9571.454545454546
72,Allen County Public Library Geneaology Center,2014-04,803,22,225890.0,36.5,10267.727272727272
73,Allen County Public Library Geneaology Center,2014-05,740,18,183841.0,41.111111111111114,10213.388888888889
74,Allen County Public Library Geneaology Center,2014-06,1174,17,234989.0,69.05882352941177,13822.882352941177
75,Allen County Public Library Geneaology Center,2014-07,804,19,196732.0,42.31578947368421,10354.315789473685
76,Allen County Public Library Geneaology Center,2014-08,534,16,191058.0,33.375,11941.125
77,Allen County Public Library Geneaology Center,2014-09,1219,17,198688.0,71.70588235294117,11687.529411764706
78,Allen County Public Library Geneaology Center,2014-10,898,18,155628.0,49.888888888888886,8646.0
79,Allen County Public Library Geneaology Center,2014-11,884,14,210971.0,63.142857142857146,15069.357142857143
80,Allen County Public Library Geneaology Center,2014-12,1168,13,173470.0,89.84615384615384,13343.846153846154
81,Allen County Public Library Geneaology Center,2015-01,865,17,248209.0,50.88235294117647,14600.529411764706
82,Allen County Public Library Geneaology Center,2015-02,747,17,233496.0,43.94117647058823,13735.058823529413
83,Allen County Public Library Geneaology Center,2015-03,1102,21,321704.0,52.476190476190474,15319.238095238095
84,Allen County Public Library Geneaology Center,2015-04,944,20,285066.0,47.2,14253.3
85,Allen County Public Library Geneaology Center,2015-05,1204,16,249694.0,75.25,15605.875
86,Allen County Public Library Geneaology Center,2015-06,1778,20,252351.0,88.9,12617.55
87,Allen County Public Library Geneaology Center,2015-07,494,18,256644.0,27.444444444444443,14258.0
88,Allen County Public Library Geneaology Center,2015-08,816,17,225977.0,48.0,13292.764705882353
89,Allen County Public Library Geneaology Center,2015-09,1250,17,206505.0,73.52941176470588,12147.35294117647
90,Allen County Public Library Geneaology Center,2015-10,806,17,207736.0,47.411764705882355,12219.764705882353
91,Allen County Public Library Geneaology Center,2015-11,555,14,120073.0,39.642857142857146,8576.642857142857
92,Allen County Public Library Geneaology Center,2015-12,432,13,109578.0,33.23076923076923,8429.076923076924
93,Allen County Public Library Geneaology Center,2016-01,937,16,215530.0,58.5625,13470.625
94,Allen County Public Library Geneaology Center,2016-02,965,16,184544.0,60.3125,11534.0
95,Allen County Public Library Geneaology Center,2016-03,766,18,178235.0,42.55555555555556,9901.944444444445
96,Allen County Public Library Geneaology Center,2016-04,1274,17,190021.0,74.94117647058823,11177.70588235294
97,Allen County Public Library Geneaology Center,2016-05,1917,17,239940.0,112.76470588235294,14114.117647058823
98,Allen County Public Library Geneaology Center,2016-06,1713,19,239872.0,90.15789473684211,12624.842105263158
99,Allen County Public Library Geneaology Center,2016-07,863,15,206532.0,57.53333333333333,13768.8
100,Allen County Public Library Geneaology Center,2016-08,772,19,186497.0,40.63157894736842,9815.631578947368
101,Allen County Public Library Geneaology Center,2016-09,1232,16,182124.0,77.0,11382.75
102,Allen County Public Library Geneaology Center,2016-10,2911,17,392445.0,171.23529411764707,23085.0
103,Allen County Public Library Geneaology Center,2016-11,3039,16,272007.0,189.9375,17000.4375
104,Allen County Public Library Geneaology Center,2016-12,2682,13,165946.0,206.30769230769232,12765.076923076924
105,Allen County Public Library Geneaology Center,2017-01,6346,17,165228.0,373.29411764705884,9719.29411764706
106,Allen County Public Library Geneaology Center,2017-02,6769,20,142041.0,338.45,7102.05
107,Allen County Public Library Geneaology Center,2017-03,4694,18,218148.0,260.77777777777777,12119.333333333334
108,Allen County Public Library Geneaology Center,2017-04,4285,18,213788.0,238.05555555555554,11877.111111111111
109,Allen County Public Library Geneaology Center,2017-05,1971,18,229838.0,109.5,12768.777777777777
110,Allen County Public Library Geneaology Center,2017-06,3546,18,222757.0,197.0,12375.388888888889
111,Allen County Public Library Geneaology Center,2017-07,1452,16,210711.0,90.75,13169.4375
112,Allen County Public Library Geneaology Center,2017-08,1364,19,168273.0,71.78947368421052,8856.473684210527
113,Allen County Public Library Geneaology Center,2017-09,986,17,121873.0,58.0,7169.0
114,Allen County Public Library Geneaology Center,2017-10,867,20,207796.0,43.35,10389.8
115,Allen County Public Library Geneaology Center,2017-11,825,22,169387.0,37.5,7699.409090909091
116,Allen County Public Library Geneaology Center,2017-12,595,20,137237.0,29.75,6861.85
117,Allen County Public Library Geneaology Center,2018-01,856,22,322102.0,38.90909090909091,14641.0
118,Allen County Public Library Geneaology Center,2018-02,1761,20,152381.0,88.05,7619.05
119,Allen County Public Library Geneaology Center,2018-03,1254,22,195133.0,57.0,8869.681818181818
120,Allen County Public Library Geneaology Center,2018-04,1168,21,223398.0,55.61904761904762,10638.0
121,Allen County Public Library Geneaology Center,2018-05,1970,23,234131.0,85.65217391304348,10179.608695652174
122,Allen County Public Library Geneaology Center,2018-06,1151,21,219861.0,54.80952380952381,10469.57142857143
123,Allen County Public Library Geneaology Center,2018-07,1445,22,250669.0,65.68181818181819,11394.045454545454
124,Allen County Public Library Geneaology Center,2018-08,2165,22,239113.0,98.4090909090909,10868.772727272728
125,Allen County Public Library Geneaology Center,2018-09,1124,19,337613.0,59.1578947368421,17769.105263157893
126,Allen County Public Library Geneaology Center,2018-10,1333,22,305851.0,60.59090909090909,13902.318181818182
127,Allen County Public Library Geneaology Center,2018-11,2302,20,298866.0,115.1,14943.3
128,Allen County Public Library Geneaology Center,2018-12,767,18,188590.0,42.611111111111114,10477.222222222223
129,Allen County Public Library Geneaology Center,2019-01,1338,21,293299.0,63.714285714285715,13966.619047619048
130,Allen County Public Library Geneaology Center,2019-02,1545,20,291666.0,77.25,14583.3
131,Allen County Public Library Geneaology Center,2019-03,1372,20,303094.0,68.6,15154.7
132,Allen County Public Library Geneaology Center,2019-04,1065,21,268132.0,50.714285714285715,12768.190476190477
133,Allen County Public Library Geneaology Center,2019-05,694,22,166693.0,31.545454545454547,7576.954545454545
134,Allen County Public Library Geneaology Center,2019-06,990,20,234147.0,49.5,11707.35
135,Allen County Public Library Geneaology Center,2019-07,1289,21,214211.0,61.38095238095238,10200.52380952381
136,Allen County Public Library Geneaology Center,2019-08,1193,21,256122.0,56.80952380952381,12196.285714285714
137,Allen County Public Library Geneaology Center,2019-09,1007,19,202404.0,53.0,10652.842105263158
138,Allen County Public Library Geneaology Center,2019-10,436,22,122551.0,19.818181818181817,5570.5
139,Allen County Public Library Geneaology Center,2019-11,253,15,76890.0,16.866666666666667,5126.0
140,Allen County Public Library Geneaology Center,2019-12,436,15,84714.0,29.066666666666666,5647.6
141,Allen County Public Library Geneaology Center,2020-01,194,14,53730.0,13.857142857142858,3837.8571428571427
142,Allen County Public Library Geneaology Center,2020-02,132,10,27239.0,13.2,2723.9
143,Allen County Public Library Geneaology Center,2020-03,292,12,45397.0,24.333333333333332,3783.0833333333335
144,Allen County Public Library Geneaology Center,2020-06,406,17,35150.0,23.88235294117647,2067.6470588235293
145,Allen County Public Library Geneaology Center,2020-07,591,17,30269.0,34.76470588235294,1780.5294117647059
146,Allen County Public Library Geneaology Center,2020-08,161,18,33973.0,8.944444444444445,1887.388888888889
147,Allen County Public Library Geneaology Center,2020-09,387,17,49375.0,22.764705882352942,2904.4117647058824
148,Allen County Public Library Geneaology Center,2020-10,798,17,95338.0,46.94117647058823,5608.117647058823
149,Allen County Public Library Geneaology Center,2020-11,659,17,61208.0,38.76470588235294,3600.470588235294
150,Allen County Public Library Geneaology Center,2020-12,435,16,57574.0,27.1875,3598.375
151,Allen County Public Library Geneaology Center,2021-01,692,19,84444.0,36.421052631578945,4444.421052631579
152,Allen County Public Library Geneaology Center,2021-02,421,14,82037.0,30.071428571428573,5859.785714285715
153,Allen County Public Library Geneaology Center,2021-03,787,25,114060.0,31.48,4562.4
154,Allen County Public Library Geneaology Center,2021-04,1016,24,113989.0,42.333333333333336,4749.541666666667
155,Allen County Public Library Geneaology Center,2021-05,496,25,136534.0,19.84,5461.36
156,Allen County Public Library Geneaology Center,2021-06,677,23,133344.0,29.434782608695652,5797.565217391304
157,Allen County Public Library Geneaology Center,2021-07,505,21,75191.0,24.047619047619047,3580.5238095238096
158,Allen County Public Library Geneaology Center,2021-08,219,21,60699.0,10.428571428571429,2890.4285714285716
159,Allen County Public Library Geneaology Center,2021-09,465,22,136244.0,21.136363636363637,6192.909090909091
160,Allen County Public Library Geneaology Center,2021-10,479,21,90910.0,22.80952380952381,4329.047619047619
161,Allen County Public Library Geneaology Center,2021-11,570,20,122602.0,28.5,6130.1
162,Allen County Public Library Geneaology Center,2021-12,694,19,109368.0,36.526315789473685,5756.210526315789
163,Allen County Public Library Geneaology Center,2022-01,408,21,83749.0,19.428571428571427,3988.0476190476193
164,Allen County Public Library Geneaology Center,2022-02,293,15,78903.0,19.533333333333335,5260.2
165,Allen County Public Library Geneaology Center,2022-03,596,24,126427.0,24.833333333333332,5267.791666666667
166,Allen County Public Library Geneaology Center,2022-04,421,20,86346.0,21.05,4317.3
167,Allen County Public Library Geneaology Center,2022-05,463,21,102837.0,22.047619047619047,4897.0
168,Allen County Public Library Geneaology Center,2022-06,550,21,120698.0,26.19047619047619,5747.523809523809
169,Allen County Public Library Geneaology Center,2022-07,587,18,78430.0,32.611111111111114,4357.222222222223
170,Allen County Public Library Geneaology Center,2022-08,533,21,169318.0,25.38095238095238,8062.761904761905
171,Allen County Public Library Geneaology Center,2022-09,365,20,126316.0,18.25,6315.8
172,Allen County Public Library Geneaology Center,2022-10,511,18,173646.0,28.38888888888889,9647.0
173,Allen County Public Library Geneaology Center,2022-11,564,21,172719.0,26.857142857142858,8224.714285714286
174,Allen County Public Library Geneaology Center,2022-12,565,19,133985.0,29.736842105263158,7051.8421052631575
175,Allen County Public Library Geneaology Center,2023-01,612,23,173990.0,26.608695652173914,7564.782608695652
176,Allen County Public Library Geneaology Center,2023-02,447,24,168444.0,18.625,7018.5
177,Allen County Public Library Geneaology Center,2023-03,1269,23,253923.0,55.17391304347826,11040.130434782608
178,Allen County Public Library Geneaology Center,2023-04,1178,22,165378.0,53.54545454545455,7517.181818181818
179,Allen County Public Library Geneaology Center,2023-05,1406,23,149438.0,61.130434782608695,6497.304347826087
180,Allen County Public Library Geneaology Center,2023-06,64,3,7712.0,21.333333333333332,2570.6666666666665
181,American Museum of Natural History,2016-07,1,1,46.0,1.0,46.0
182,American Museum of Natural History,2016-09,3,3,1128.0,1.0,376.0
183,American Museum of Natural History,2016-10,2,2,940.0,1.0,470.0
184,American Museum of Natural History,2016-11,2,2,714.0,1.0,357.0
185,American Museum of Natural History,2016-12,6,5,3040.0,1.2,608.0
186,American Museum of Natural History,2017-01,6,5,3922.0,1.2,784.4
187,American Museum of Natural History,2017-02,3,3,1810.0,1.0,603.3333333333334
188,American Museum of Natural History,2017-03,1,1,142.0,1.0,142.0
189,American Museum of Natural History,2017-04,2,2,612.0,1.0,306.0
190,American Museum of Natural History,2017-05,1,1,904.0,1.0,904.0
191,American Museum of Natural History,2017-07,1,1,192.0,1.0,192.0
192,American Museum of Natural History,2017-09,1,1,6.0,1.0,6.0
193,American Numismatic Society,2015-12,92,11,8222.0,8.363636363636363,747.4545454545455
194,American Numismatic Society,2016-01,250,19,19349.0,13.157894736842104,1018.3684210526316
195,American Numismatic Society,2016-02,240,17,14080.0,14.117647058823529,828.2352941176471
196,American Numismatic Society,2016-03,290,16,20408.0,18.125,1275.5
197,American Numismatic Society,2016-04,384,18,22460.0,21.333333333333332,1247.7777777777778
198,American Numismatic Society,2016-05,279,18,18758.0,15.5,1042.111111111111
199,American Numismatic Society,2016-06,298,21,22876.0,14.19047619047619,1089.3333333333333
200,American Numismatic Society,2016-07,310,19,16760.0,16.31578947368421,882.1052631578947
201,American Numismatic Society,2016-08,201,19,9220.0,10.578947368421053,485.2631578947368
202,American Numismatic Society,2016-09,305,19,18460.0,16.05263157894737,971.578947368421
203,American Numismatic Society,2016-10,173,15,10912.0,11.533333333333333,727.4666666666667
204,American Numismatic Society,2016-11,126,13,8161.0,9.692307692307692,627.7692307692307
205,American Numismatic Society,2016-12,172,13,8554.0,13.23076923076923,658.0
206,American Numismatic Society,2017-01,228,20,10054.0,11.4,502.7
207,American Numismatic Society,2017-02,111,15,12490.0,7.4,832.6666666666666
208,American Numismatic Society,2017-03,203,19,15744.0,10.68421052631579,828.6315789473684
209,American Numismatic Society,2017-04,127,17,16894.0,7.470588235294118,993.7647058823529
210,American Numismatic Society,2017-05,92,15,17278.0,6.133333333333334,1151.8666666666666
211,American Numismatic Society,2017-06,147,14,8830.0,10.5,630.7142857142857
212,American Numismatic Society,2017-07,182,17,11078.0,10.705882352941176,651.6470588235294
213,American Numismatic Society,2017-08,146,18,12004.0,8.11111111111111,666.8888888888889
214,American Numismatic Society,2017-09,95,11,6630.0,8.636363636363637,602.7272727272727
215,American Numismatic Society,2017-10,152,20,7324.0,7.6,366.2
216,American Numismatic Society,2017-11,137,16,8196.0,8.5625,512.25
217,American Numismatic Society,2017-12,133,16,5200.0,8.3125,325.0
218,American Numismatic Society,2018-01,193,20,8970.0,9.65,448.5
219,American Numismatic Society,2018-02,125,14,9202.0,8.928571428571429,657.2857142857143
220,American Numismatic Society,2018-03,236,12,9438.0,19.666666666666668,786.5
221,American Numismatic Society,2018-04,159,14,15424.0,11.357142857142858,1101.7142857142858
222,American Numismatic Society,2018-05,227,14,12464.0,16.214285714285715,890.2857142857143
223,American Numismatic Society,2018-06,152,12,9078.0,12.666666666666666,756.5
224,American Numismatic Society,2018-07,95,11,9144.0,8.636363636363637,831.2727272727273
225,American Numismatic Society,2018-08,197,13,11680.0,15.153846153846153,898.4615384615385
226,American Numismatic Society,2018-09,39,7,8404.0,5.571428571428571,1200.5714285714287
227,American Numismatic Society,2018-10,114,11,9954.0,10.363636363636363,904.9090909090909
228,American Numismatic Society,2018-11,132,11,9168.0,12.0,833.4545454545455
229,American Numismatic Society,2018-12,124,10,10274.0,12.4,1027.4
230,American Numismatic Society,2019-01,59,17,14232.0,3.4705882352941178,837.1764705882352
231,American Numismatic Society,2019-02,76,14,10692.0,5.428571428571429,763.7142857142857
232,American Numismatic Society,2019-03,118,12,9466.0,9.833333333333334,788.8333333333334
233,American Numismatic Society,2019-04,100,12,12964.0,8.333333333333334,1080.3333333333333
234,American Numismatic Society,2019-05,226,11,11228.0,20.545454545454547,1020.7272727272727
235,American Numismatic Society,2019-06,152,8,5814.0,19.0,726.75
236,American Numismatic Society,2019-07,200,8,4170.0,25.0,521.25
237,American Numismatic Society,2019-08,323,9,5656.0,35.888888888888886,628.4444444444445
238,American Numismatic Society,2019-09,134,5,4145.0,26.8,829.0
239,American Numismatic Society,2019-10,329,9,6298.0,36.55555555555556,699.7777777777778
240,American Numismatic Society,2019-11,184,5,3342.0,36.8,668.4
241,American Numismatic Society,2019-12,136,4,2779.0,34.0,694.75
242,American Numismatic Society,2020-01,228,8,5013.0,28.5,626.625
243,American Numismatic Society,2020-02,194,5,3529.0,38.8,705.8
244,American Numismatic Society,2020-03,122,2,2274.0,61.0,1137.0
245,American Numismatic Society,2020-07,219,7,5121.0,31.285714285714285,731.5714285714286
246,American Numismatic Society,2020-08,35,2,1009.0,17.5,504.5
247,American Numismatic Society,2020-09,252,7,5342.0,36.0,763.1428571428571
248,American Numismatic Society,2020-10,279,10,4102.0,27.9,410.2
249,American Numismatic Society,2020-11,152,10,7839.0,15.2,783.9
250,American Numismatic Society,2020-12,146,7,11088.0,20.857142857142858,1584.0
251,American Numismatic Society,2021-01,26,9,16606.0,2.888888888888889,1845.111111111111
252,American Numismatic Society,2021-02,112,8,10510.0,14.0,1313.75
253,American Numismatic Society,2021-03,110,10,7104.0,11.0,710.4
254,American Numismatic Society,2021-04,165,8,8256.0,20.625,1032.0
255,American Numismatic Society,2021-05,255,8,10063.0,31.875,1257.875
256,American Numismatic Society,2021-06,164,6,9814.0,27.333333333333332,1635.6666666666667
257,American Numismatic Society,2021-07,182,7,10940.0,26.0,1562.857142857143
258,American Numismatic Society,2021-08,109,6,6658.0,18.166666666666668,1109.6666666666667
259,American Numismatic Society,2021-09,210,10,13216.0,21.0,1321.6
260,American Numismatic Society,2021-10,274,8,5594.0,34.25,699.25
261,American Numismatic Society,2021-11,23,6,3657.0,3.8333333333333335,609.5
262,American Numismatic Society,2021-12,16,3,4168.0,5.333333333333333,1389.3333333333333
263,American Numismatic Society,2022-01,9,4,2017.0,2.25,504.25
264,American Numismatic Society,2022-02,32,9,6544.0,3.5555555555555554,727.1111111111111
265,American Numismatic Society,2022-03,92,8,5284.0,11.5,660.5
266,American Numismatic Society,2022-04,232,8,4001.0,29.0,500.125
267,American Numismatic Society,2022-05,385,7,5089.0,55.0,727.0
268,American Numismatic Society,2022-06,381,8,6223.0,47.625,777.875
269,American Numismatic Society,2022-07,291,8,4715.0,36.375,589.375
270,American Numismatic Society,2022-08,211,6,4053.0,35.166666666666664,675.5
271,American Numismatic Society,2022-10,367,8,5514.0,45.875,689.25
272,American Numismatic Society,2022-11,314,9,4345.0,34.888888888888886,482.77777777777777
273,American Numismatic Society,2022-12,50,1,790.0,50.0,790.0
274,American Numismatic Society,2023-01,323,8,4863.0,40.375,607.875
275,American Numismatic Society,2023-02,196,5,3153.0,39.2,630.6
276,American Numismatic Society,2023-03,204,6,2967.0,34.0,494.5
277,American Numismatic Society,2023-04,142,6,3631.0,23.666666666666668,605.1666666666666
278,American Numismatic Society,2023-05,348,5,3397.0,69.6,679.4
279,American Printing House for the Blind,2015-07,2,2,62.0,1.0,31.0
280,American Printing House for the Blind,2015-08,150,2,8096.0,75.0,4048.0
281,American Printing House for the Blind,2015-09,16,5,835.0,3.2,167.0
282,American Printing House for the Blind,2015-10,16,5,573.0,3.2,114.6
283,American Printing House for the Blind,2015-11,3,1,25.0,3.0,25.0
284,American Printing House for the Blind,2015-12,14,1,239.0,14.0,239.0
285,American Printing House for the Blind,2016-01,4,4,55.0,1.0,13.75
286,American Printing House for the Blind,2016-02,13,5,512.0,2.6,102.4
287,American Printing House for the Blind,2016-03,12,5,751.0,2.4,150.2
288,American Printing House for the Blind,2016-04,17,6,663.0,2.8333333333333335,110.5
289,American Printing House for the Blind,2016-05,14,5,884.0,2.8,176.8
290,American Printing House for the Blind,2016-06,202,18,9032.0,11.222222222222221,501.77777777777777
291,American Printing House for the Blind,2016-07,145,14,6370.0,10.357142857142858,455.0
292,American Printing House for the Blind,2016-08,18,9,1555.0,2.0,172.77777777777777
293,American Printing House for the Blind,2016-09,85,12,3003.0,7.083333333333333,250.25
294,American Printing House for the Blind,2016-10,82,12,2206.0,6.833333333333333,183.83333333333334
295,American Printing House for the Blind,2016-11,36,7,964.0,5.142857142857143,137.71428571428572
296,American Printing House for the Blind,2016-12,68,11,1535.0,6.181818181818182,139.54545454545453
297,American Printing House for the Blind,2017-01,89,12,2890.0,7.416666666666667,240.83333333333334
298,American Printing House for the Blind,2017-02,85,10,3786.0,8.5,378.6
299,American Printing House for the Blind,2017-03,62,10,4359.0,6.2,435.9
300,American Printing House for the Blind,2017-04,61,11,3973.0,5.545454545454546,361.1818181818182
301,American Printing House for the Blind,2017-05,198,12,3233.0,16.5,269.4166666666667
302,American Printing House for the Blind,2017-06,150,11,6463.0,13.636363636363637,587.5454545454545
303,American Printing House for the Blind,2017-07,125,15,6832.0,8.333333333333334,455.46666666666664
304,American Printing House for the Blind,2017-08,68,8,4966.0,8.5,620.75
305,American Printing House for the Blind,2017-09,33,7,663.0,4.714285714285714,94.71428571428571
306,American Printing House for the Blind,2017-10,16,5,342.0,3.2,68.4
307,American Printing House for the Blind,2017-11,6,1,172.0,6.0,172.0
308,American Printing House for the Blind,2017-12,13,5,338.0,2.6,67.6
309,American Printing House for the Blind,2018-01,4,1,104.0,4.0,104.0
310,American Printing House for the Blind,2018-02,4,2,200.0,2.0,100.0
311,American Printing House for the Blind,2018-04,3,1,60.0,3.0,60.0
312,American Printing House for the Blind,2018-05,5,2,184.0,2.5,92.0
313,American Printing House for the Blind,2018-06,36,9,2232.0,4.0,248.0
314,American Printing House for the Blind,2018-07,55,15,2866.0,3.6666666666666665,191.06666666666666
315,American Printing House for the Blind,2018-08,13,3,522.0,4.333333333333333,174.0
316,American Printing House for the Blind,2019-05,1,1,24.0,1.0,24.0
317,American Printing House for the Blind,2019-06,62,9,2070.0,6.888888888888889,230.0
318,American Printing House for the Blind,2019-07,181,21,6030.0,8.619047619047619,287.14285714285717
319,American Printing House for the Blind,2019-08,148,19,4552.0,7.7894736842105265,239.57894736842104
320,American Printing House for the Blind,2021-05,2,1,20.0,2.0,20.0
321,American Printing House for the Blind,2022-03,3,3,202.0,1.0,67.33333333333333
322,American Printing House for the Blind,2022-04,1,1,74.0,1.0,74.0
323,American Printing House for the Blind,2022-07,1,1,20.0,1.0,20.0
324,American Printing House for the Blind,2022-09,2,1,388.0,2.0,388.0
325,American Printing House for the Blind,2023-05,1,1,34.0,1.0,34.0
326,Analysis and Policy Observatory (APO),2017-05,7,3,394.0,2.3333333333333335,131.33333333333334
327,Analysis and Policy Observatory (APO),2017-06,5,2,210.0,2.5,105.0
328,Analysis and Policy Observatory (APO),2017-10,11,2,614.0,5.5,307.0
329,Analysis and Policy Observatory (APO),2017-11,9,1,512.0,9.0,512.0
