,name,month_year,books_scanned
0,Allen County Public Library Geneaology Center,2002-01,4
1,Allen County Public Library Geneaology Center,2008-05,78
2,Allen County Public Library Geneaology Center,2008-06,583
3,Allen County Public Library Geneaology Center,2008-07,664
4,Allen County Public Library Geneaology Center,2008-08,641
5,Allen County Public Library Geneaology Center,2008-09,720
6,Allen County Public Library Geneaology Center,2008-10,563
7,Allen County Public Library Geneaology Center,2008-11,453
8,Allen County Public Library Geneaology Center,2008-12,553
9,Allen County Public Library Geneaology Center,2009-01,687
10,Allen County Public Library Geneaology Center,2009-02,632
11,Allen County Public Library Geneaology Center,2009-03,870
12,Allen County Public Library Geneaology Center,2009-04,950
13,Allen County Public Library Geneaology Center,2009-05,834
14,Allen County Public Library Geneaology Center,2009-06,922
15,Allen County Public Library Geneaology Center,2009-07,986
16,Allen County Public Library Geneaology Center,2009-08,779
17,Allen County Public Library Geneaology Center,2009-09,818
18,Allen County Public Library Geneaology Center,2009-10,1021
19,Allen County Public Library Geneaology Center,2009-11,694
20,Allen County Public Library Geneaology Center,2009-12,715
21,Allen County Public Library Geneaology Center,2010-01,918
22,Allen County Public Library Geneaology Center,2010-02,1032
23,Allen County Public Library Geneaology Center,2010-03,1084
24,Allen County Public Library Geneaology Center,2010-04,1009
25,Allen County Public Library Geneaology Center,2010-05,961
26,Allen County Public Library Geneaology Center,2010-06,1296
27,Allen County Public Library Geneaology Center,2010-07,911
28,Allen County Public Library Geneaology Center,2010-08,1371
29,Allen County Public Library Geneaology Center,2010-09,2043
30,Allen County Public Library Geneaology Center,2010-10,1856
31,Allen County Public Library Geneaology Center,2010-11,2568
32,Allen County Public Library Geneaology Center,2010-12,1821
33,Allen County Public Library Geneaology Center,2011-01,1833
34,Allen County Public Library Geneaology Center,2011-02,1735
35,Allen County Public Library Geneaology Center,2011-03,2336
36,Allen County Public Library Geneaology Center,2011-04,1881
37,Allen County Public Library Geneaology Center,2011-05,2096
38,Allen County Public Library Geneaology Center,2011-06,2839
39,Allen County Public Library Geneaology Center,2011-07,2152
40,Allen County Public Library Geneaology Center,2011-08,2156
41,Allen County Public Library Geneaology Center,2011-09,1936
42,Allen County Public Library Geneaology Center,2011-10,1655
43,Allen County Public Library Geneaology Center,2011-11,1213
44,Allen County Public Library Geneaology Center,2011-12,1001
45,Allen County Public Library Geneaology Center,2012-01,1425
46,Allen County Public Library Geneaology Center,2012-02,1281
47,Allen County Public Library Geneaology Center,2012-03,1832
48,Allen County Public Library Geneaology Center,2012-04,1656
49,Allen County Public Library Geneaology Center,2012-05,1537
50,Allen County Public Library Geneaology Center,2012-06,2041
51,Allen County Public Library Geneaology Center,2012-07,1602
52,Allen County Public Library Geneaology Center,2012-08,1691
53,Allen County Public Library Geneaology Center,2012-09,1302
54,Allen County Public Library Geneaology Center,2012-10,1925
55,Allen County Public Library Geneaology Center,2012-11,1824
56,Allen County Public Library Geneaology Center,2012-12,852
57,Allen County Public Library Geneaology Center,2013-01,951
58,Allen County Public Library Geneaology Center,2013-02,882
59,Allen County Public Library Geneaology Center,2013-03,957
60,Allen County Public Library Geneaology Center,2013-04,1573
61,Allen County Public Library Geneaology Center,2013-05,1532
62,Allen County Public Library Geneaology Center,2013-06,1819
63,Allen County Public Library Geneaology Center,2013-07,1696
64,Allen County Public Library Geneaology Center,2013-08,1206
65,Allen County Public Library Geneaology Center,2013-09,758
66,Allen County Public Library Geneaology Center,2013-10,737
67,Allen County Public Library Geneaology Center,2013-11,537
68,Allen County Public Library Geneaology Center,2013-12,538
69,Allen County Public Library Geneaology Center,2014-01,644
70,Allen County Public Library Geneaology Center,2014-02,727
71,Allen County Public Library Geneaology Center,2014-03,704
72,Allen County Public Library Geneaology Center,2014-04,803
73,Allen County Public Library Geneaology Center,2014-05,740
74,Allen County Public Library Geneaology Center,2014-06,1174
75,Allen County Public Library Geneaology Center,2014-07,804
76,Allen County Public Library Geneaology Center,2014-08,534
77,Allen County Public Library Geneaology Center,2014-09,1219
78,Allen County Public Library Geneaology Center,2014-10,898
79,Allen County Public Library Geneaology Center,2014-11,884
80,Allen County Public Library Geneaology Center,2014-12,1168
81,Allen County Public Library Geneaology Center,2015-01,865
82,Allen County Public Library Geneaology Center,2015-02,747
83,Allen County Public Library Geneaology Center,2015-03,1102
84,Allen County Public Library Geneaology Center,2015-04,944
85,Allen County Public Library Geneaology Center,2015-05,1204
86,Allen County Public Library Geneaology Center,2015-06,1778
87,Allen County Public Library Geneaology Center,2015-07,494
88,Allen County Public Library Geneaology Center,2015-08,816
89,Allen County Public Library Geneaology Center,2015-09,1250
90,Allen County Public Library Geneaology Center,2015-10,806
91,Allen County Public Library Geneaology Center,2015-11,555
92,Allen County Public Library Geneaology Center,2015-12,432
93,Allen County Public Library Geneaology Center,2016-01,937
94,Allen County Public Library Geneaology Center,2016-02,965
95,Allen County Public Library Geneaology Center,2016-03,766
96,Allen County Public Library Geneaology Center,2016-04,1274
97,Allen County Public Library Geneaology Center,2016-05,1917
98,Allen County Public Library Geneaology Center,2016-06,1713
99,Allen County Public Library Geneaology Center,2016-07,863
100,Allen County Public Library Geneaology Center,2016-08,772
101,Allen County Public Library Geneaology Center,2016-09,1232
102,Allen County Public Library Geneaology Center,2016-10,2911
103,Allen County Public Library Geneaology Center,2016-11,3039
104,Allen County Public Library Geneaology Center,2016-12,2680
105,Allen County Public Library Geneaology Center,2017-01,6346
106,Allen County Public Library Geneaology Center,2017-02,6769
107,Allen County Public Library Geneaology Center,2017-03,4694
108,Allen County Public Library Geneaology Center,2017-04,4285
109,Allen County Public Library Geneaology Center,2017-05,1971
110,Allen County Public Library Geneaology Center,2017-06,3544
111,Allen County Public Library Geneaology Center,2017-07,1450
112,Allen County Public Library Geneaology Center,2017-08,1364
113,Allen County Public Library Geneaology Center,2017-09,961
114,Allen County Public Library Geneaology Center,2017-10,861
115,Allen County Public Library Geneaology Center,2017-11,825
116,Allen County Public Library Geneaology Center,2017-12,595
117,Allen County Public Library Geneaology Center,2018-01,782
118,Allen County Public Library Geneaology Center,2018-02,1756
119,Allen County Public Library Geneaology Center,2018-03,1253
120,Allen County Public Library Geneaology Center,2018-04,1166
121,Allen County Public Library Geneaology Center,2018-05,1970
122,Allen County Public Library Geneaology Center,2018-06,1151
123,Allen County Public Library Geneaology Center,2018-07,1445
124,Allen County Public Library Geneaology Center,2018-08,2165
125,Allen County Public Library Geneaology Center,2018-09,1036
126,Allen County Public Library Geneaology Center,2018-10,1333
127,Allen County Public Library Geneaology Center,2018-11,1090
128,Allen County Public Library Geneaology Center,2018-12,767
129,Allen County Public Library Geneaology Center,2019-01,1338
130,Allen County Public Library Geneaology Center,2019-02,1544
131,Allen County Public Library Geneaology Center,2019-03,1372
132,Allen County Public Library Geneaology Center,2019-04,1065
133,Allen County Public Library Geneaology Center,2019-05,693
134,Allen County Public Library Geneaology Center,2019-06,927
135,Allen County Public Library Geneaology Center,2019-07,1289
136,Allen County Public Library Geneaology Center,2019-08,1193
137,Allen County Public Library Geneaology Center,2019-09,1007
138,Allen County Public Library Geneaology Center,2019-10,436
139,Allen County Public Library Geneaology Center,2019-11,253
140,Allen County Public Library Geneaology Center,2019-12,436
141,Allen County Public Library Geneaology Center,2020-01,171
142,Allen County Public Library Geneaology Center,2020-02,132
143,Allen County Public Library Geneaology Center,2020-03,292
144,Allen County Public Library Geneaology Center,2020-06,405
145,Allen County Public Library Geneaology Center,2020-07,591
146,Allen County Public Library Geneaology Center,2020-08,161
147,Allen County Public Library Geneaology Center,2020-09,387
148,Allen County Public Library Geneaology Center,2020-10,761
149,Allen County Public Library Geneaology Center,2020-11,656
150,Allen County Public Library Geneaology Center,2020-12,435
151,Allen County Public Library Geneaology Center,2021-01,692
152,Allen County Public Library Geneaology Center,2021-02,421
153,Allen County Public Library Geneaology Center,2021-03,787
154,Allen County Public Library Geneaology Center,2021-04,1016
155,Allen County Public Library Geneaology Center,2021-05,496
156,Allen County Public Library Geneaology Center,2021-06,677
157,Allen County Public Library Geneaology Center,2021-07,505
158,Allen County Public Library Geneaology Center,2021-08,219
159,Allen County Public Library Geneaology Center,2021-09,465
160,Allen County Public Library Geneaology Center,2021-10,479
161,Allen County Public Library Geneaology Center,2021-11,570
162,Allen County Public Library Geneaology Center,2021-12,694
163,Allen County Public Library Geneaology Center,2022-01,408
164,Allen County Public Library Geneaology Center,2022-02,293
165,Allen County Public Library Geneaology Center,2022-03,596
166,Allen County Public Library Geneaology Center,2022-04,421
167,Allen County Public Library Geneaology Center,2022-05,463
168,Allen County Public Library Geneaology Center,2022-06,550
169,Allen County Public Library Geneaology Center,2022-07,587
170,Allen County Public Library Geneaology Center,2022-08,533
171,Allen County Public Library Geneaology Center,2022-09,365
172,Allen County Public Library Geneaology Center,2022-10,511
173,Allen County Public Library Geneaology Center,2022-11,564
174,Allen County Public Library Geneaology Center,2022-12,565
175,Allen County Public Library Geneaology Center,2023-01,612
176,Allen County Public Library Geneaology Center,2023-02,447
177,Allen County Public Library Geneaology Center,2023-03,1269
178,Allen County Public Library Geneaology Center,2023-04,1178
179,Allen County Public Library Geneaology Center,2023-05,1406
180,Allen County Public Library Geneaology Center,2023-06,64
182,American Museum of Natural History,2016-07,1
183,American Museum of Natural History,2016-09,3
184,American Museum of Natural History,2016-10,2
185,American Museum of Natural History,2016-11,2
186,American Museum of Natural History,2016-12,6
187,American Museum of Natural History,2017-01,6
188,American Museum of Natural History,2017-02,3
189,American Museum of Natural History,2017-03,1
190,American Museum of Natural History,2017-04,2
191,American Museum of Natural History,2017-05,1
192,American Museum of Natural History,2017-07,1
193,American Museum of Natural History,2017-09,1
194,American Numismatic Society,2015-12,92
195,American Numismatic Society,2016-01,250
196,American Numismatic Society,2016-02,240
197,American Numismatic Society,2016-03,290
198,American Numismatic Society,2016-04,384
199,American Numismatic Society,2016-05,278
200,American Numismatic Society,2016-06,298
201,American Numismatic Society,2016-07,310
202,American Numismatic Society,2016-08,201
203,American Numismatic Society,2016-09,303
204,American Numismatic Society,2016-10,173
205,American Numismatic Society,2016-11,126
206,American Numismatic Society,2016-12,170
207,American Numismatic Society,2017-01,225
208,American Numismatic Society,2017-02,109
209,American Numismatic Society,2017-03,203
210,American Numismatic Society,2017-04,126
211,American Numismatic Society,2017-05,92
212,American Numismatic Society,2017-06,147
213,American Numismatic Society,2017-07,182
214,American Numismatic Society,2017-08,146
215,American Numismatic Society,2017-09,95
216,American Numismatic Society,2017-10,152
217,American Numismatic Society,2017-11,137
218,American Numismatic Society,2017-12,133
219,American Numismatic Society,2018-01,193
220,American Numismatic Society,2018-02,125
221,American Numismatic Society,2018-03,236
222,American Numismatic Society,2018-04,159
223,American Numismatic Society,2018-05,227
224,American Numismatic Society,2018-06,152
225,American Numismatic Society,2018-07,95
226,American Numismatic Society,2018-08,197
227,American Numismatic Society,2018-09,39
228,American Numismatic Society,2018-10,114
229,American Numismatic Society,2018-11,132
230,American Numismatic Society,2018-12,124
231,American Numismatic Society,2019-01,59
232,American Numismatic Society,2019-02,76
233,American Numismatic Society,2019-03,118
234,American Numismatic Society,2019-04,100
235,American Numismatic Society,2019-05,226
236,American Numismatic Society,2019-06,152
237,American Numismatic Society,2019-07,199
238,American Numismatic Society,2019-08,323
239,American Numismatic Society,2019-09,134
240,American Numismatic Society,2019-10,329
241,American Numismatic Society,2019-11,184
242,American Numismatic Society,2019-12,136
243,American Numismatic Society,2020-01,228
244,American Numismatic Society,2020-02,194
245,American Numismatic Society,2020-03,122
246,American Numismatic Society,2020-07,219
247,American Numismatic Society,2020-08,35
248,American Numismatic Society,2020-09,252
249,American Numismatic Society,2020-10,279
250,American Numismatic Society,2020-11,152
251,American Numismatic Society,2020-12,146
252,American Numismatic Society,2021-01,25
253,American Numismatic Society,2021-02,112
254,American Numismatic Society,2021-03,110
255,American Numismatic Society,2021-04,165
256,American Numismatic Society,2021-05,255
257,American Numismatic Society,2021-06,164
258,American Numismatic Society,2021-07,182
259,American Numismatic Society,2021-08,109
260,American Numismatic Society,2021-09,210
261,American Numismatic Society,2021-10,274
262,American Numismatic Society,2021-11,23
263,American Numismatic Society,2021-12,16
264,American Numismatic Society,2022-01,9
265,American Numismatic Society,2022-02,32
266,American Numismatic Society,2022-03,92
267,American Numismatic Society,2022-04,232
268,American Numismatic Society,2022-05,385
269,American Numismatic Society,2022-06,381
270,American Numismatic Society,2022-07,291
271,American Numismatic Society,2022-08,211
272,American Numismatic Society,2022-10,367
273,American Numismatic Society,2022-11,314
274,American Numismatic Society,2022-12,50
275,American Numismatic Society,2023-01,323
276,American Numismatic Society,2023-02,196
277,American Numismatic Society,2023-03,204
278,American Numismatic Society,2023-04,142
279,American Numismatic Society,2023-05,348
281,American Printing House for the Blind,2015-07,2
282,American Printing House for the Blind,2015-08,150
283,American Printing House for the Blind,2015-09,16
284,American Printing House for the Blind,2015-10,16
285,American Printing House for the Blind,2015-11,3
286,American Printing House for the Blind,2015-12,14
287,American Printing House for the Blind,2016-01,4
288,American Printing House for the Blind,2016-02,13
289,American Printing House for the Blind,2016-03,12
290,American Printing House for the Blind,2016-04,17
291,American Printing House for the Blind,2016-05,14
292,American Printing House for the Blind,2016-06,202
293,American Printing House for the Blind,2016-07,145
294,American Printing House for the Blind,2016-08,18
295,American Printing House for the Blind,2016-09,85
296,American Printing House for the Blind,2016-10,82
297,American Printing House for the Blind,2016-11,36
298,American Printing House for the Blind,2016-12,68
299,American Printing House for the Blind,2017-01,89
300,American Printing House for the Blind,2017-02,85
301,American Printing House for the Blind,2017-03,62
302,American Printing House for the Blind,2017-04,61
303,American Printing House for the Blind,2017-05,198
304,American Printing House for the Blind,2017-06,150
305,American Printing House for the Blind,2017-07,125
306,American Printing House for the Blind,2017-08,68
307,American Printing House for the Blind,2017-09,33
308,American Printing House for the Blind,2017-10,16
309,American Printing House for the Blind,2017-11,6
310,American Printing House for the Blind,2017-12,13
311,American Printing House for the Blind,2018-01,4
312,American Printing House for the Blind,2018-02,4
313,American Printing House for the Blind,2018-04,3
314,American Printing House for the Blind,2018-05,5
315,American Printing House for the Blind,2018-06,36
316,American Printing House for the Blind,2018-07,55
317,American Printing House for the Blind,2018-08,13
318,American Printing House for the Blind,2019-05,1
319,American Printing House for the Blind,2019-06,62
320,American Printing House for the Blind,2019-07,181
321,American Printing House for the Blind,2019-08,148
322,American Printing House for the Blind,2021-05,2
323,American Printing House for the Blind,2022-03,3
324,American Printing House for the Blind,2022-04,1
325,American Printing House for the Blind,2022-07,1
326,American Printing House for the Blind,2022-09,2
327,American Printing House for the Blind,2023-05,1
329,Analysis and Policy Observatory (APO),2017-05,7
330,Analysis and Policy Observatory (APO),2017-06,5
331,Analysis and Policy Observatory (APO),2017-10,11
332,Analysis and Policy Observatory (APO),2017-11,9
333,Analysis and Policy Observatory (APO),2017-12,9
334,"BYU, Hawaii",2011-07,11
335,"BYU, Hawaii",2011-08,21
336,"BYU, Hawaii",2011-09,32
337,"BYU, Hawaii",2011-10,3
338,"BYU, Hawaii",2011-11,30
339,"BYU, Hawaii",2011-12,9
340,"BYU, Hawaii",2012-01,17
341,"BYU, Hawaii",2012-02,29
342,"BYU, Hawaii",2012-03,17
343,"BYU, Hawaii",2012-04,16
344,"BYU, Hawaii",2012-05,3
345,"BYU, Hawaii",2012-06,151
346,"BYU, Hawaii",2012-07,8
347,"BYU, Hawaii",2012-08,88
348,"BYU, Hawaii",2012-09,35
349,"BYU, Hawaii",2012-10,54
350,"BYU, Hawaii",2012-11,55
351,"BYU, Hawaii",2012-12,12
352,"BYU, Hawaii",2013-01,20
353,"BYU, Hawaii",2013-02,12
354,"BYU, Hawaii",2013-03,15
355,"BYU, Hawaii",2013-04,17
356,"BYU, Hawaii",2013-05,25
357,"BYU, Hawaii",2013-06,2
358,"BYU, Hawaii",2013-07,12
359,"BYU, Hawaii",2013-08,38
360,"BYU, Hawaii",2013-09,29
361,"BYU, Hawaii",2013-10,32
362,"BYU, Hawaii",2013-11,26
363,"BYU, Hawaii",2013-12,15
364,"BYU, Hawaii",2014-01,8
365,"BYU, Hawaii",2014-02,6
366,"BYU, Hawaii",2014-03,19
367,"BYU, Hawaii",2014-08,10
369,"BYU, Idaho Family History Library",2011-06,4
370,"BYU, Idaho Family History Library",2011-07,13
371,"BYU, Idaho Family History Library",2011-08,37
372,"BYU, Idaho Family History Library",2011-09,1
373,"BYU, Idaho Family History Library",2011-10,8
374,"BYU, Idaho Family History Library",2011-11,16
375,"BYU, Idaho Family History Library",2011-12,17
376,"BYU, Idaho Family History Library",2012-01,75
377,"BYU, Idaho Family History Library",2012-02,63
378,"BYU, Idaho Family History Library",2012-03,41
379,"BYU, Idaho Family History Library",2012-04,58
380,"BYU, Idaho Family History Library",2012-05,65
381,"BYU, Idaho Family History Library",2012-06,35
382,"BYU, Idaho Family History Library",2012-07,43
383,"BYU, Idaho Family History Library",2012-08,75
384,"BYU, Idaho Family History Library",2012-09,45
385,"BYU, Idaho Family History Library",2012-10,50
386,"BYU, Idaho Family History Library",2012-11,84
387,"BYU, Idaho Family History Library",2012-12,43
388,"BYU, Idaho Family History Library",2013-01,65
389,"BYU, Idaho Family History Library",2013-02,61
390,"BYU, Idaho Family History Library",2013-03,41
391,"BYU, Idaho Family History Library",2013-04,36
392,"BYU, Idaho Family History Library",2013-05,61
393,"BYU, Idaho Family History Library",2013-06,28
394,"BYU, Idaho Family History Library",2013-07,19
395,"BYU, Idaho Family History Library",2013-08,19
396,"BYU, Idaho Family History Library",2013-09,13
397,"BYU, Idaho Family History Library",2013-10,20
398,"BYU, Idaho Family History Library",2013-11,16
399,"BYU, Idaho Family History Library",2013-12,1
400,"BYU, Idaho Family History Library",2014-01,20
401,"BYU, Idaho Family History Library",2014-02,28
402,"BYU, Idaho Family History Library",2014-03,26
403,"BYU, Idaho Family History Library",2014-05,8
404,"BYU, Idaho Family History Library",2014-06,13
405,"BYU, Idaho Family History Library",2014-07,15
406,"BYU, Idaho Family History Library",2014-09,25
407,"BYU, Idaho Family History Library",2014-10,14
408,"BYU, Idaho Family History Library",2014-11,2
409,"BYU, Idaho Family History Library",2015-01,1
410,"BYU, Idaho Family History Library",2015-02,11
411,"BYU, Idaho Family History Library",2015-03,55
412,"BYU, Idaho Family History Library",2015-04,8
413,"BYU, Idaho Family History Library",2015-05,5
414,"BYU, Idaho Family History Library",2015-06,11
415,"BYU, Idaho Family History Library",2015-07,6
416,"BYU, Idaho Family History Library",2015-08,17
417,"BYU, Idaho Family History Library",2015-09,21
418,"BYU, Idaho Family History Library",2015-10,25
419,"BYU, Idaho Family History Library",2015-11,11
420,"BYU, Idaho Family History Library",2015-12,17
421,"BYU, Idaho Family History Library",2016-01,33
422,"BYU, Idaho Family History Library",2016-02,31
423,"BYU, Idaho Family History Library",2016-03,17
424,"BYU, Idaho Family History Library",2016-04,28
425,"BYU, Idaho Family History Library",2016-05,30
426,"BYU, Idaho Family History Library",2016-06,9
428,"BYU, Provo",2009-06,43
429,"BYU, Provo",2009-07,141
430,"BYU, Provo",2009-08,96
431,"BYU, Provo",2009-09,62
432,"BYU, Provo",2009-10,106
433,"BYU, Provo",2009-11,221
434,"BYU, Provo",2009-12,61
435,"BYU, Provo",2010-01,162
436,"BYU, Provo",2010-02,141
437,"BYU, Provo",2010-03,192
438,"BYU, Provo",2010-04,201
439,"BYU, Provo",2010-05,226
440,"BYU, Provo",2010-06,277
441,"BYU, Provo",2010-07,217
442,"BYU, Provo",2010-08,175
443,"BYU, Provo",2010-09,255
444,"BYU, Provo",2010-10,463
445,"BYU, Provo",2010-11,371
446,"BYU, Provo",2010-12,233
447,"BYU, Provo",2011-01,299
448,"BYU, Provo",2011-02,238
449,"BYU, Provo",2011-03,414
450,"BYU, Provo",2011-04,486
451,"BYU, Provo",2011-05,1023
452,"BYU, Provo",2011-06,1226
453,"BYU, Provo",2011-07,743
454,"BYU, Provo",2011-08,556
455,"BYU, Provo",2011-09,236
456,"BYU, Provo",2011-10,232
457,"BYU, Provo",2011-11,779
458,"BYU, Provo",2011-12,285
459,"BYU, Provo",2012-01,309
460,"BYU, Provo",2012-02,621
461,"BYU, Provo",2012-03,773
462,"BYU, Provo",2012-04,263
463,"BYU, Provo",2012-05,317
464,"BYU, Provo",2012-06,324
465,"BYU, Provo",2012-07,438
466,"BYU, Provo",2012-08,118
467,"BYU, Provo",2012-09,174
468,"BYU, Provo",2012-10,327
469,"BYU, Provo",2012-11,199
470,"BYU, Provo",2012-12,177
471,"BYU, Provo",2013-01,115
472,"BYU, Provo",2013-02,235
473,"BYU, Provo",2013-03,241
474,"BYU, Provo",2013-04,174
475,"BYU, Provo",2013-05,640
476,"BYU, Provo",2013-06,1324
477,"BYU, Provo",2013-07,1163
478,"BYU, Provo",2013-08,924
479,"BYU, Provo",2013-09,178
480,"BYU, Provo",2013-10,90
481,"BYU, Provo",2013-11,41
482,"BYU, Provo",2013-12,7
483,"BYU, Provo",2014-01,226
484,"BYU, Provo",2014-02,13
485,"BYU, Provo",2014-04,2
486,"BYU, Provo",2014-05,46
487,"BYU, Provo",2014-06,15
488,"BYU, Provo",2014-07,4
489,"BYU, Provo",2014-08,6
490,"BYU, Provo",2014-09,7
491,"BYU, Provo",2014-10,7
492,"BYU, Provo",2014-11,51
493,"BYU, Provo",2014-12,24
494,"BYU, Provo",2015-02,8
495,"BYU, Provo",2015-03,4
496,"BYU, Provo",2015-04,11
497,"BYU, Provo",2015-05,20
498,"BYU, Provo",2015-06,70
499,"BYU, Provo",2015-07,78
500,"BYU, Provo",2015-08,154
501,"BYU, Provo",2015-09,39
502,"BYU, Provo",2015-10,78
503,"BYU, Provo",2015-11,347
504,"BYU, Provo",2015-12,58
505,"BYU, Provo",2016-01,152
506,"BYU, Provo",2016-02,154
507,"BYU, Provo",2016-03,150
508,"BYU, Provo",2016-04,61
509,"BYU, Provo",2016-05,138
510,"BYU, Provo",2016-06,264
511,"BYU, Provo",2016-07,213
512,"BYU, Provo",2016-08,47
513,"BYU, Provo",2016-09,113
514,"BYU, Provo",2016-10,73
515,"BYU, Provo",2016-11,104
516,"BYU, Provo",2016-12,40
517,"BYU, Provo",2017-01,73
518,"BYU, Provo",2017-02,101
519,"BYU, Provo",2017-03,173
520,"BYU, Provo",2017-04,91
521,"BYU, Provo",2017-05,145
522,"BYU, Provo",2017-06,112
523,"BYU, Provo",2017-07,52
524,"BYU, Provo",2017-08,229
525,"BYU, Provo",2017-09,75
526,"BYU, Provo",2017-10,43
527,"BYU, Provo",2017-11,126
528,"BYU, Provo",2017-12,166
529,"BYU, Provo",2018-01,101
530,"BYU, Provo",2018-02,217
531,"BYU, Provo",2018-03,130
532,"BYU, Provo",2018-04,214
533,"BYU, Provo",2018-05,313
534,"BYU, Provo",2018-06,348
535,"BYU, Provo",2018-07,346
536,"BYU, Provo",2018-08,352
537,"BYU, Provo",2018-09,79
538,"BYU, Provo",2018-10,181
539,"BYU, Provo",2018-11,188
540,"BYU, Provo",2018-12,89
541,"BYU, Provo",2019-01,158
542,"BYU, Provo",2019-02,107
543,"BYU, Provo",2019-03,142
544,"BYU, Provo",2019-04,240
545,"BYU, Provo",2019-05,142
546,"BYU, Provo",2019-06,90
547,"BYU, Provo",2019-07,64
548,"BYU, Provo",2019-08,68
549,"BYU, Provo",2019-09,75
550,"BYU, Provo",2019-10,106
551,"BYU, Provo",2019-11,137
552,"BYU, Provo",2019-12,87
553,"BYU, Provo",2020-01,78
554,"BYU, Provo",2020-02,81
555,"BYU, Provo",2020-03,234
556,"BYU, Provo",2020-04,49
557,"BYU, Provo",2020-05,67
558,"BYU, Provo",2020-06,62
559,"BYU, Provo",2020-07,67
560,"BYU, Provo",2020-08,89
561,"BYU, Provo",2020-09,273
562,"BYU, Provo",2020-10,114
563,"BYU, Provo",2020-11,29
564,"BYU, Provo",2020-12,54
565,"BYU, Provo",2021-01,86
566,"BYU, Provo",2021-02,110
567,"BYU, Provo",2021-03,96
568,"BYU, Provo",2021-04,37
569,"BYU, Provo",2021-05,20
570,"BYU, Provo",2021-06,18
571,"BYU, Provo",2021-07,20
572,"BYU, Provo",2021-08,30
573,"BYU, Provo",2021-09,46
574,"BYU, Provo",2021-10,112
575,"BYU, Provo",2021-11,87
576,"BYU, Provo",2021-12,29
577,"BYU, Provo",2022-01,124
578,"BYU, Provo",2022-02,191
579,"BYU, Provo",2022-03,107
580,"BYU, Provo",2022-04,69
581,"BYU, Provo",2022-05,136
582,"BYU, Provo",2022-06,195
583,"BYU, Provo",2022-07,315
584,"BYU, Provo",2022-08,126
585,"BYU, Provo",2022-09,56
586,"BYU, Provo",2022-10,90
587,"BYU, Provo",2022-11,37
588,"BYU, Provo",2022-12,56
589,"BYU, Provo",2023-01,74
590,"BYU, Provo",2023-02,109
591,"BYU, Provo",2023-03,84
592,"BYU, Provo",2023-04,36
593,"BYU, Provo",2023-05,184
594,"BYU, Provo",2023-06,4
596,Boston Public Library,2007-01,46
597,Boston Public Library,2007-04,19
598,Boston Public Library,2007-05,73
599,Boston Public Library,2007-06,90
600,Boston Public Library,2007-07,151
601,Boston Public Library,2007-08,212
602,Boston Public Library,2007-09,383
603,Boston Public Library,2007-10,1060
604,Boston Public Library,2007-11,1105
605,Boston Public Library,2007-12,824
606,Boston Public Library,2008-01,1951
607,Boston Public Library,2008-02,2844
608,Boston Public Library,2008-03,2475
609,Boston Public Library,2008-04,2308
610,Boston Public Library,2008-05,2500
611,Boston Public Library,2008-06,2379
612,Boston Public Library,2008-07,2935
613,Boston Public Library,2008-08,2914
614,Boston Public Library,2008-09,4342
615,Boston Public Library,2008-10,2133
616,Boston Public Library,2008-11,2605
617,Boston Public Library,2008-12,1524
618,Boston Public Library,2009-01,2811
619,Boston Public Library,2009-02,2063
620,Boston Public Library,2009-03,3006
621,Boston Public Library,2009-04,3142
622,Boston Public Library,2009-05,2376
623,Boston Public Library,2009-06,2812
624,Boston Public Library,2009-07,1837
625,Boston Public Library,2009-08,1663
626,Boston Public Library,2009-09,2543
627,Boston Public Library,2009-10,2192
628,Boston Public Library,2009-11,1779
629,Boston Public Library,2009-12,2383
630,Boston Public Library,2010-01,1638
631,Boston Public Library,2010-02,1729
632,Boston Public Library,2010-03,1464
633,Boston Public Library,2010-04,1460
634,Boston Public Library,2010-05,1546
635,Boston Public Library,2010-06,1876
636,Boston Public Library,2010-07,1431
637,Boston Public Library,2010-08,1411
638,Boston Public Library,2010-09,3359
639,Boston Public Library,2010-10,893
640,Boston Public Library,2010-11,1041
641,Boston Public Library,2010-12,1715
642,Boston Public Library,2011-01,2669
643,Boston Public Library,2011-02,1585
644,Boston Public Library,2011-03,1896
645,Boston Public Library,2011-04,2340
646,Boston Public Library,2011-05,2243
647,Boston Public Library,2011-06,1599
648,Boston Public Library,2011-07,1691
649,Boston Public Library,2011-08,1802
650,Boston Public Library,2011-09,2280
651,Boston Public Library,2011-10,1196
652,Boston Public Library,2011-11,1323
653,Boston Public Library,2011-12,1009
654,Boston Public Library,2012-01,1614
655,Boston Public Library,2012-02,1762
656,Boston Public Library,2012-03,1595
657,Boston Public Library,2012-04,1551
658,Boston Public Library,2012-05,2049
659,Boston Public Library,2012-06,1335
660,Boston Public Library,2012-07,1168
661,Boston Public Library,2012-08,1115
662,Boston Public Library,2012-09,930
663,Boston Public Library,2012-10,1225
664,Boston Public Library,2012-11,2083
665,Boston Public Library,2012-12,2260
666,Boston Public Library,2013-01,2382
667,Boston Public Library,2013-02,2091
668,Boston Public Library,2013-03,1931
669,Boston Public Library,2013-04,1986
670,Boston Public Library,2013-05,2651
671,Boston Public Library,2013-06,1185
672,Boston Public Library,2013-07,1346
673,Boston Public Library,2013-08,1063
674,Boston Public Library,2013-09,1006
675,Boston Public Library,2013-10,1222
676,Boston Public Library,2013-11,2174
