,name,month_year,books_scanned
1170,Clatsop County Historical Society,2021-08,20
1171,Clatsop County Historical Society,2021-09,101
1172,Clatsop County Historical Society,2021-10,80
1173,Clatsop County Historical Society,2021-11,58
1174,Clatsop County Historical Society,2021-12,37
1175,Clatsop County Historical Society,2022-01,64
1176,Clatsop County Historical Society,2022-02,39
1177,Clatsop County Historical Society,2022-03,28
1178,Clatsop County Historical Society,2022-04,40
1179,Clatsop County Historical Society,2022-05,35
1180,Clatsop County Historical Society,2022-06,37
1181,Clatsop County Historical Society,2022-07,38
1182,Clatsop County Historical Society,2022-08,61
1183,Clatsop County Historical Society,2022-09,23
1184,Clatsop County Historical Society,2022-10,55
1185,Clatsop County Historical Society,2022-11,45
1186,Clatsop County Historical Society,2022-12,26
1187,Clatsop County Historical Society,2023-01,53
1188,Clatsop County Historical Society,2023-02,28
1189,Clatsop County Historical Society,2023-03,50
1190,Clatsop County Historical Society,2023-04,85
1191,Clatsop County Historical Society,2023-05,100
1192,Clatsop County Historical Society,2023-06,42
1194,Clemson University,2012-02,31
1195,Clemson University,2012-03,334
1196,Clemson University,2012-04,325
1197,Clemson University,2012-05,456
1198,Clemson University,2012-06,458
1199,Clemson University,2012-07,555
1200,Clemson University,2012-08,415
1201,Clemson University,2012-09,470
1202,Clemson University,2012-10,498
1203,Clemson University,2012-11,347
1204,Clemson University,2012-12,118
1205,Clemson University,2013-01,381
1206,Clemson University,2013-02,435
1207,Clemson University,2013-03,193
1208,Clemson University,2013-04,381
1209,Clemson University,2013-05,243
1210,Clemson University,2013-06,451
1211,Clemson University,2013-07,188
1212,Clemson University,2013-08,252
1213,Clemson University,2013-09,193
1214,Clemson University,2013-10,321
1215,Clemson University,2013-11,147
1216,Clemson University,2013-12,173
1217,Clemson University,2014-01,237
1218,Clemson University,2014-02,487
1219,Clemson University,2014-03,467
1220,Clemson University,2014-04,402
1221,Clemson University,2014-05,213
1222,Clemson University,2014-06,411
1223,Clemson University,2014-07,426
1224,Clemson University,2014-08,240
1225,Clemson University,2014-09,1
1227,Columbia University,2002-01,17
1228,Columbia University,2007-01,120
1229,Columbia University,2007-06,395
1230,Columbia University,2007-07,917
1231,Columbia University,2007-08,1174
1232,Columbia University,2007-09,871
1233,Columbia University,2007-10,1321
1234,Columbia University,2007-11,745
1235,Columbia University,2007-12,1283
1236,Columbia University,2008-01,2393
1237,Columbia University,2008-02,1802
1238,Columbia University,2008-03,1768
1239,Columbia University,2008-04,1818
1240,Columbia University,2008-05,1960
1241,Columbia University,2008-06,2288
1242,Columbia University,2008-07,2263
1243,Columbia University,2008-08,2818
1244,Columbia University,2008-09,3032
1245,Columbia University,2008-10,1577
1246,Columbia University,2008-11,1184
1247,Columbia University,2008-12,2029
1248,Columbia University,2009-01,1427
1249,Columbia University,2009-02,1209
1250,Columbia University,2009-03,1115
1251,Columbia University,2009-04,1231
1252,Columbia University,2009-05,1102
1253,Columbia University,2009-06,853
1254,Columbia University,2009-07,930
1255,Columbia University,2009-08,877
1256,Columbia University,2009-09,881
1257,Columbia University,2009-10,1287
1258,Columbia University,2009-11,880
1259,Columbia University,2009-12,941
1260,Columbia University,2010-01,1120
1261,Columbia University,2010-02,704
1262,Columbia University,2010-03,1186
1263,Columbia University,2010-04,939
1264,Columbia University,2010-05,1235
1265,Columbia University,2010-06,1662
1266,Columbia University,2010-07,1305
1267,Columbia University,2010-08,1056
1268,Columbia University,2010-09,1558
1269,Columbia University,2010-10,1588
1270,Columbia University,2010-11,1093
1271,Columbia University,2010-12,802
1272,Columbia University,2011-01,900
1273,Columbia University,2011-02,474
1274,Columbia University,2011-03,1545
1275,Columbia University,2011-04,591
1276,Columbia University,2011-05,574
1277,Columbia University,2011-07,1
1278,Columbia University,2011-12,1
1280,Datum Data Co. Ltd.,2009-07,7
1281,Datum Data Co. Ltd.,2010-03,3
1282,Datum Data Co. Ltd.,2010-04,31
1283,Datum Data Co. Ltd.,2010-07,98
1284,Datum Data Co. Ltd.,2010-08,286
1285,Datum Data Co. Ltd.,2010-09,591
1286,Datum Data Co. Ltd.,2010-10,248
1287,Datum Data Co. Ltd.,2010-11,1128
1288,Datum Data Co. Ltd.,2010-12,3326
1289,Datum Data Co. Ltd.,2011-01,3388
1290,Datum Data Co. Ltd.,2011-02,2820
1291,Datum Data Co. Ltd.,2011-03,7257
1292,Datum Data Co. Ltd.,2011-04,9236
1293,Datum Data Co. Ltd.,2011-05,6579
1294,Datum Data Co. Ltd.,2011-06,8957
1295,Datum Data Co. Ltd.,2011-07,14270
1296,Datum Data Co. Ltd.,2011-08,14827
1297,Datum Data Co. Ltd.,2011-09,15021
1298,Datum Data Co. Ltd.,2011-10,17019
1299,Datum Data Co. Ltd.,2011-11,16247
1300,Datum Data Co. Ltd.,2011-12,14762
1301,Datum Data Co. Ltd.,2012-01,5086
1302,Datum Data Co. Ltd.,2012-02,11791
1303,Datum Data Co. Ltd.,2012-03,20192
1304,Datum Data Co. Ltd.,2012-04,20441
1305,Datum Data Co. Ltd.,2012-05,22911
1306,Datum Data Co. Ltd.,2012-06,20660
1307,Datum Data Co. Ltd.,2012-07,20097
1308,Datum Data Co. Ltd.,2012-08,26482
1309,Datum Data Co. Ltd.,2012-09,22908
1310,Datum Data Co. Ltd.,2012-10,13451
1311,Datum Data Co. Ltd.,2012-11,56
1312,Datum Data Co. Ltd.,2012-12,4690
1313,Datum Data Co. Ltd.,2013-01,1417
1314,Datum Data Co. Ltd.,2013-02,195
1315,Datum Data Co. Ltd.,2013-03,1270
1316,Datum Data Co. Ltd.,2013-04,1482
1317,Datum Data Co. Ltd.,2013-05,178
1318,Datum Data Co. Ltd.,2013-06,1082
1319,Datum Data Co. Ltd.,2013-07,1654
1320,Datum Data Co. Ltd.,2013-08,1732
1321,Datum Data Co. Ltd.,2013-09,1850
1322,Datum Data Co. Ltd.,2013-10,3170
1323,Datum Data Co. Ltd.,2013-11,3095
1324,Datum Data Co. Ltd.,2013-12,3442
1325,Datum Data Co. Ltd.,2014-01,3107
1326,Datum Data Co. Ltd.,2014-02,394
1327,Datum Data Co. Ltd.,2014-03,3057
1328,Datum Data Co. Ltd.,2014-04,2726
1329,Datum Data Co. Ltd.,2014-05,1979
1330,Datum Data Co. Ltd.,2014-06,1983
1331,Datum Data Co. Ltd.,2014-07,1554
1332,Datum Data Co. Ltd.,2014-08,2265
1333,Datum Data Co. Ltd.,2014-09,2817
1334,Datum Data Co. Ltd.,2014-10,1272
1335,Datum Data Co. Ltd.,2014-11,1345
1336,Datum Data Co. Ltd.,2014-12,1227
1337,Datum Data Co. Ltd.,2015-01,1575
1338,Datum Data Co. Ltd.,2015-02,1495
1339,Datum Data Co. Ltd.,2015-03,3311
1340,Datum Data Co. Ltd.,2015-04,1550
1341,Datum Data Co. Ltd.,2015-05,261
1342,Datum Data Co. Ltd.,2015-06,500
1343,Datum Data Co. Ltd.,2015-07,544
1344,Datum Data Co. Ltd.,2015-08,2149
1345,Datum Data Co. Ltd.,2015-09,3449
1346,Datum Data Co. Ltd.,2015-10,3928
1347,Datum Data Co. Ltd.,2015-11,3905
1348,Datum Data Co. Ltd.,2015-12,4342
1349,Datum Data Co. Ltd.,2016-01,3241
1350,Datum Data Co. Ltd.,2016-02,1350
1351,Datum Data Co. Ltd.,2016-03,939
1352,Datum Data Co. Ltd.,2016-04,1
1353,Datum Data Co. Ltd.,2016-06,1
1354,Datum Data Co. Ltd.,2016-07,40
1355,Datum Data Co. Ltd.,2016-08,9
1356,Datum Data Co. Ltd.,2016-10,3
1357,Datum Data Co. Ltd.,2016-11,12
1358,Datum Data Co. Ltd.,2016-12,19
1359,Datum Data Co. Ltd.,2017-04,8
1360,Datum Data Co. Ltd.,2017-05,1
1361,Datum Data Co. Ltd.,2019-03,351
1362,Datum Data Co. Ltd.,2019-04,1127
1363,Datum Data Co. Ltd.,2019-05,1457
1364,Datum Data Co. Ltd.,2019-06,954
1365,Datum Data Co. Ltd.,2019-07,1481
1366,Datum Data Co. Ltd.,2019-08,1880
1367,Datum Data Co. Ltd.,2019-09,1530
1368,Datum Data Co. Ltd.,2019-10,1831
1369,Datum Data Co. Ltd.,2019-11,3038
1370,Datum Data Co. Ltd.,2019-12,3869
1371,Datum Data Co. Ltd.,2020-01,2484
1372,Datum Data Co. Ltd.,2020-03,2435
1373,Datum Data Co. Ltd.,2020-04,3576
1374,Datum Data Co. Ltd.,2020-05,3453
1375,Datum Data Co. Ltd.,2020-06,3468
1376,Datum Data Co. Ltd.,2020-07,2927
1377,Datum Data Co. Ltd.,2020-08,2178
1378,Datum Data Co. Ltd.,2020-09,360
1379,Datum Data Co. Ltd.,2020-10,1059
1380,Datum Data Co. Ltd.,2020-11,1917
1381,Datum Data Co. Ltd.,2020-12,336
1382,Datum Data Co. Ltd.,2021-01,713
1383,Datum Data Co. Ltd.,2021-02,23
1384,Datum Data Co. Ltd.,2021-03,1163
1385,Datum Data Co. Ltd.,2021-04,661
1386,Datum Data Co. Ltd.,2021-05,798
1387,Datum Data Co. Ltd.,2021-06,881
1388,Datum Data Co. Ltd.,2021-07,2053
1389,Datum Data Co. Ltd.,2021-08,2204
1390,Datum Data Co. Ltd.,2021-09,1827
1391,Datum Data Co. Ltd.,2021-10,1256
1392,Datum Data Co. Ltd.,2021-11,1796
1393,Datum Data Co. Ltd.,2021-12,2078
1394,Datum Data Co. Ltd.,2022-01,1897
1395,Datum Data Co. Ltd.,2022-02,1515
1396,Datum Data Co. Ltd.,2022-03,1488
1397,Datum Data Co. Ltd.,2022-04,2274
1398,Datum Data Co. Ltd.,2022-05,813
1399,Datum Data Co. Ltd.,2022-06,1664
1400,Datum Data Co. Ltd.,2022-07,1468
1401,Datum Data Co. Ltd.,2022-08,2487
1402,Datum Data Co. Ltd.,2022-09,3097
1403,Datum Data Co. Ltd.,2022-10,3226
1404,Datum Data Co. Ltd.,2022-11,1139
1405,Datum Data Co. Ltd.,2022-12,1325
1406,Datum Data Co. Ltd.,2023-01,216
1407,Datum Data Co. Ltd.,2023-02,240
1408,Datum Data Co. Ltd.,2023-03,85
1409,Datum Data Co. Ltd.,2023-04,157
1410,Datum Data Co. Ltd.,2023-05,284
1411,Datum Data Co. Ltd.,2023-06,55
1413,Duke University,2008-11,2
1414,Duke University,2009-01,2
1415,Duke University,2010-04,97
1416,Duke University,2010-05,160
1417,Duke University,2010-06,114
1418,Duke University,2010-07,103
1419,Duke University,2010-08,200
1420,Duke University,2010-09,189
1421,Duke University,2010-10,289
1422,Duke University,2010-11,30
1423,Duke University,2010-12,653
1424,Duke University,2011-01,776
1425,Duke University,2011-02,469
1426,Duke University,2011-03,212
1427,Duke University,2011-04,175
1428,Duke University,2011-05,159
1429,Duke University,2011-06,165
1430,Duke University,2011-07,158
1431,Duke University,2011-08,179
1432,Duke University,2011-09,185
1433,Duke University,2011-10,218
1434,Duke University,2011-11,204
1435,Duke University,2011-12,138
1436,Duke University,2012-01,86
1437,Duke University,2012-02,154
1438,Duke University,2012-03,37
1439,Duke University,2012-04,54
1440,Duke University,2012-05,87
1441,Duke University,2012-06,105
1442,Duke University,2012-07,87
1443,Duke University,2012-08,228
1444,Duke University,2012-09,92
1445,Duke University,2012-10,157
1446,Duke University,2012-11,182
1447,Duke University,2012-12,191
1448,Duke University,2013-01,551
1449,Duke University,2013-02,335
1450,Duke University,2013-03,394
1451,Duke University,2013-04,224
1452,Duke University,2013-05,237
1453,Duke University,2013-06,208
1454,Duke University,2013-07,184
1455,Duke University,2013-08,199
1456,Duke University,2013-09,181
1457,Duke University,2013-10,227
1458,Duke University,2013-11,186
1459,Duke University,2013-12,158
1460,Duke University,2014-01,136
1461,Duke University,2014-02,254
1462,Duke University,2014-03,213
1463,Duke University,2014-04,408
1464,Duke University,2014-05,205
1465,Duke University,2014-06,293
1466,Duke University,2014-07,240
1467,Duke University,2014-08,233
1468,Duke University,2014-09,301
1469,Duke University,2014-10,474
1470,Duke University,2014-11,498
1471,Duke University,2014-12,110
1472,Duke University,2015-01,88
1473,Duke University,2015-02,100
1474,Duke University,2015-03,163
1475,Duke University,2015-04,147
1476,Duke University,2015-05,129
1477,Duke University,2015-06,134
1478,Duke University,2015-07,164
1479,Duke University,2015-08,161
1480,Duke University,2015-09,99
1481,Duke University,2015-10,259
1482,Duke University,2015-11,117
1483,Duke University,2015-12,76
1484,Duke University,2016-01,114
1485,Duke University,2016-02,125
1486,Duke University,2016-03,93
1487,Duke University,2016-04,168
1488,Duke University,2016-05,103
1489,Duke University,2016-06,107
1490,Duke University,2016-07,99
1491,Duke University,2016-08,81
1492,Duke University,2016-09,156
1493,Duke University,2016-10,104
1494,Duke University,2016-11,122
1495,Duke University,2016-12,108
1496,Duke University,2017-01,106
1497,Duke University,2017-02,94
1498,Duke University,2017-03,33
1499,Duke University,2017-04,59
1500,Duke University,2017-05,165
1501,Duke University,2017-06,168
1502,Duke University,2017-07,131
1503,Duke University,2017-08,147
1504,Duke University,2017-09,133
1505,Duke University,2017-10,106
1506,Duke University,2017-11,146
1507,Duke University,2017-12,107
1508,Duke University,2018-01,102
1509,Duke University,2018-02,158
1510,Duke University,2018-03,96
1511,Duke University,2018-04,101
1512,Duke University,2018-05,141
1513,Duke University,2018-06,76
1514,Duke University,2018-07,48
1515,Duke University,2018-08,72
1516,Duke University,2018-09,14
1517,Duke University,2018-10,91
1518,Duke University,2018-11,151
1519,Duke University,2018-12,42
1520,Duke University,2019-01,43
1521,Duke University,2019-02,31
1522,Duke University,2019-03,54
1523,Duke University,2019-04,102
1524,Duke University,2019-05,12
1525,Duke University,2019-06,32
1526,Duke University,2019-07,96
1527,Duke University,2019-08,71
1528,Duke University,2019-09,88
1529,Duke University,2019-10,17
1530,Duke University,2019-11,13
1531,Duke University,2019-12,8
1532,Duke University,2020-01,20
1533,Duke University,2020-02,23
1534,Duke University,2020-03,18
1535,Duke University,2020-07,12
1536,Duke University,2020-08,15
1537,Duke University,2020-09,105
1538,Duke University,2020-10,47
1539,Duke University,2020-11,39
1540,Duke University,2020-12,31
1541,Duke University,2021-01,111
1542,Duke University,2021-02,107
1543,Duke University,2021-03,110
1544,Duke University,2021-04,64
1545,Duke University,2021-05,82
1546,Duke University,2021-06,140
1547,Duke University,2021-07,123
1548,Duke University,2021-08,94
1549,Duke University,2021-09,81
1550,Duke University,2021-10,63
1551,Duke University,2021-11,14
1552,Duke University,2021-12,40
1553,Duke University,2022-01,15
1554,Duke University,2022-02,40
1555,Duke University,2022-03,169
1556,Duke University,2022-04,121
1557,Duke University,2022-05,113
1558,Duke University,2022-06,155
1559,Duke University,2022-07,103
1560,Duke University,2022-08,146
1561,Duke University,2022-09,130
1562,Duke University,2022-10,111
1563,Duke University,2022-11,107
1564,Duke University,2022-12,87
1565,Duke University,2023-01,98
1566,Duke University,2023-02,97
1567,Duke University,2023-03,11
1568,Duke University,2023-04,8
1569,Duke University,2023-05,73
1570,Duke University,2023-06,2
1572,Family Search Library,2016-01,15
1573,Family Search Library,2016-02,19
1574,Family Search Library,2016-03,7
1575,Family Search Library,2016-04,36
1576,Family Search Library,2016-05,14
1577,Family Search Library,2016-06,24
1578,Family Search Library,2016-07,13
1579,Family Search Library,2016-08,24
1580,Family Search Library,2016-09,4
1581,Family Search Library,2016-10,27
1582,Family Search Library,2017-05,1
1583,Family Search Library,2017-06,49
1584,Family Search Library,2017-08,5
1585,Family Search Library,2017-09,49
1586,Family Search Library,2017-10,49
1587,Family Search Library,2017-11,21
1588,Family Search Library,2017-12,2
1589,Family Search Library,2018-01,26
1590,Family Search Library,2018-02,3
1591,Family Search Library,2018-05,4
1592,Family Search Library,2018-06,17
1593,Family Search Library,2018-07,19
1594,Family Search Library,2018-08,76
1595,Family Search Library,2018-09,37
1596,Family Search Library,2018-10,38
1597,Family Search Library,2018-11,17
1598,Family Search Library,2018-12,21
1599,Family Search Library,2019-01,5
1600,Family Search Library,2019-05,16
1601,Family Search Library,2019-06,20
1602,Family Search Library,2019-08,26
1603,Family Search Library,2019-09,39
1604,Family Search Library,2019-10,20
1605,Family Search Library,2019-11,16
1606,Family Search Library,2019-12,8
1607,Family Search Library,2020-01,8
1608,Family Search Library,2021-02,1
1609,Family Search Library,2021-03,9
1610,Family Search Library,2021-06,3
1611,Family Search Library,2021-07,5
1612,Family Search Library,2021-08,10
1613,Georgetown University,2016-02,3
1614,Georgetown University,2016-03,4
1615,Georgetown University,2016-06,3
1616,Georgetown University,2016-09,2
1617,Georgetown University,2016-11,1
1618,Georgetown University,2016-12,1
1619,Georgetown University,2017-01,2
1620,Georgetown University,2017-04,2
1621,Georgetown University,2018-01,1
1622,Georgetown University,2018-02,1
1623,Georgetown University,2018-03,1
1624,Georgetown University,2018-04,2
1625,Georgetown University,2018-06,1
1626,Georgetown University,2018-08,4
1627,Georgetown University,2018-09,1
1628,Georgetown University,2018-10,1
1629,Georgetown University,2018-12,3
1630,Georgetown University,2019-02,1
1631,Georgetown University,2019-04,7
1632,Georgetown University,2019-05,2
1633,Georgetown University,2019-06,9
1634,Georgetown University,2019-07,20
1635,Georgetown University,2019-08,15
1636,Georgetown University,2019-09,14
1637,Georgetown University,2019-10,13
1638,Georgetown University,2019-11,4
1639,Georgetown University,2019-12,2
1640,Georgetown University,2020-02,2
1641,Georgetown University,2020-10,1
1642,Georgetown University,2021-09,1
1643,Georgetown University,2021-10,8
1644,Georgetown University,2021-12,3
1645,Georgetown University,2022-01,2
1646,Georgetown University,2022-03,11
1647,Georgetown University,2022-04,6
1648,Georgetown University,2022-06,7
1649,Georgetown University,2022-07,4
1650,Georgetown University,2022-08,7
1651,Georgetown University,2022-09,4
1652,Georgetown University,2022-10,6
1653,Georgetown University,2022-11,6
1654,Georgetown University,2022-12,1
1655,Georgetown University,2023-01,13
1656,Georgetown University,2023-02,4
1657,Georgetown University,2023-03,2
1659,Getty Research Institute,2016-07,1
1660,Getty Research Institute,2016-08,160
1661,Getty Research Institute,2016-09,1
1662,Getty Research Institute,2016-12,11
1663,Getty Research Institute,2017-02,1
1664,Getty Research Institute,2019-02,14
1665,Getty Research Institute,2019-03,1
1666,Getty Research Institute,2019-08,1
1667,Getty Research Institute,2019-09,2
1668,Getty Research Institute,2020-02,2
1670,Getty Research Institute Valencia Warehouse,2013-07,34
1671,Getty Research Institute Valencia Warehouse,2013-08,247
1672,Getty Research Institute Valencia Warehouse,2013-09,305
1673,Getty Research Institute Valencia Warehouse,2013-10,405
1674,Getty Research Institute Valencia Warehouse,2013-11,251
1675,Getty Research Institute Valencia Warehouse,2013-12,56
1676,Getty Research Institute Valencia Warehouse,2014-01,207
1677,Getty Research Institute Valencia Warehouse,2014-02,259
1678,Getty Research Institute Valencia Warehouse,2014-03,270
1679,Getty Research Institute Valencia Warehouse,2014-04,306
1680,Getty Research Institute Valencia Warehouse,2014-05,385
1681,Getty Research Institute Valencia Warehouse,2014-06,446
1682,Getty Research Institute Valencia Warehouse,2014-07,452
1683,Getty Research Institute Valencia Warehouse,2014-08,231
1684,Getty Research Institute Valencia Warehouse,2014-09,233
1685,Getty Research Institute Valencia Warehouse,2014-10,260
1686,Getty Research Institute Valencia Warehouse,2014-11,181
1687,Getty Research Institute Valencia Warehouse,2014-12,169
1688,Getty Research Institute Valencia Warehouse,2015-01,184
1689,Getty Research Institute Valencia Warehouse,2015-02,190
1690,Getty Research Institute Valencia Warehouse,2015-03,291
1691,Getty Research Institute Valencia Warehouse,2015-04,200
1692,Getty Research Institute Valencia Warehouse,2015-05,125
1693,Getty Research Institute Valencia Warehouse,2015-06,219
1694,Getty Research Institute Valencia Warehouse,2015-07,510
1695,Getty Research Institute Valencia Warehouse,2015-08,572
1696,Getty Research Institute Valencia Warehouse,2015-09,460
1697,Getty Research Institute Valencia Warehouse,2015-10,585
1698,Getty Research Institute Valencia Warehouse,2015-11,554
1699,Getty Research Institute Valencia Warehouse,2015-12,591
1700,Getty Research Institute Valencia Warehouse,2016-01,650
1701,Getty Research Institute Valencia Warehouse,2016-02,757
1702,Getty Research Institute Valencia Warehouse,2016-03,512
1703,Getty Research Institute Valencia Warehouse,2016-04,549
1704,Getty Research Institute Valencia Warehouse,2016-05,574
1705,Getty Research Institute Valencia Warehouse,2016-06,548
1706,Getty Research Institute Valencia Warehouse,2016-07,462
1707,Getty Research Institute Valencia Warehouse,2016-08,521
1708,Getty Research Institute Valencia Warehouse,2016-09,447
1709,Getty Research Institute Valencia Warehouse,2016-10,440
1710,Getty Research Institute Valencia Warehouse,2016-11,256
1711,Getty Research Institute Valencia Warehouse,2016-12,305
1712,Getty Research Institute Valencia Warehouse,2017-01,234
1713,Getty Research Institute Valencia Warehouse,2017-02,151
1714,Getty Research Institute Valencia Warehouse,2017-03,252
1715,Getty Research Institute Valencia Warehouse,2017-04,161
1716,Getty Research Institute Valencia Warehouse,2017-05,340
1717,Getty Research Institute Valencia Warehouse,2017-06,211
1718,Getty Research Institute Valencia Warehouse,2017-07,90
1719,Getty Research Institute Valencia Warehouse,2017-08,165
1720,Getty Research Institute Valencia Warehouse,2017-09,130
1721,Getty Research Institute Valencia Warehouse,2017-10,179
1722,Getty Research Institute Valencia Warehouse,2017-11,169
1723,Getty Research Institute Valencia Warehouse,2017-12,95
1724,Getty Research Institute Valencia Warehouse,2018-01,143
1725,Getty Research Institute Valencia Warehouse,2018-02,132
1726,Getty Research Institute Valencia Warehouse,2018-03,160
1727,Getty Research Institute Valencia Warehouse,2018-04,204
1728,Getty Research Institute Valencia Warehouse,2018-05,237
1729,Getty Research Institute Valencia Warehouse,2018-06,186
1730,Getty Research Institute Valencia Warehouse,2018-07,213
1731,Getty Research Institute Valencia Warehouse,2018-08,232
1732,Getty Research Institute Valencia Warehouse,2018-09,264
1733,Getty Research Institute Valencia Warehouse,2018-10,199
1734,Getty Research Institute Valencia Warehouse,2018-11,65
1735,Getty Research Institute Valencia Warehouse,2018-12,77
1736,Getty Research Institute Valencia Warehouse,2019-01,200
1737,Getty Research Institute Valencia Warehouse,2019-02,232
1738,Getty Research Institute Valencia Warehouse,2019-03,247
1739,Getty Research Institute Valencia Warehouse,2019-04,296
1740,Getty Research Institute Valencia Warehouse,2019-05,219
1741,Getty Research Institute Valencia Warehouse,2019-06,280
1742,Getty Research Institute Valencia Warehouse,2019-07,253
1743,Getty Research Institute Valencia Warehouse,2019-08,334
1744,Getty Research Institute Valencia Warehouse,2019-09,291
1745,Getty Research Institute Valencia Warehouse,2019-10,135
1746,Getty Research Institute Valencia Warehouse,2019-11,164
1747,Getty Research Institute Valencia Warehouse,2019-12,162
1748,Getty Research Institute Valencia Warehouse,2020-01,139
1749,Getty Research Institute Valencia Warehouse,2020-02,204
1750,Getty Research Institute Valencia Warehouse,2020-03,68
1751,Getty Research Institute Valencia Warehouse,2021-10,39
1752,Getty Research Institute Valencia Warehouse,2021-11,78
1753,Getty Research Institute Valencia Warehouse,2021-12,62
1754,Getty Research Institute Valencia Warehouse,2022-01,89
1755,Getty Research Institute Valencia Warehouse,2022-02,82
1756,Getty Research Institute Valencia Warehouse,2022-03,112
1757,Getty Research Institute Valencia Warehouse,2022-04,99
1758,Getty Research Institute Valencia Warehouse,2022-05,147
1759,Getty Research Institute Valencia Warehouse,2022-06,151
1760,Getty Research Institute Valencia Warehouse,2022-07,74
1761,Getty Research Institute Valencia Warehouse,2022-08,51
1762,Getty Research Institute Valencia Warehouse,2022-09,90
1763,Getty Research Institute Valencia Warehouse,2022-10,52
1764,Getty Research Institute Valencia Warehouse,2022-11,26
1765,Getty Research Institute Valencia Warehouse,2022-12,8
1766,Getty Research Institute Valencia Warehouse,2023-01,67
1767,Getty Research Institute Valencia Warehouse,2023-02,1
1768,Getty Research Institute Valencia Warehouse,2023-03,179
1769,Getty Research Institute Valencia Warehouse,2023-04,142
1770,Getty Research Institute Valencia Warehouse,2023-05,69
1771,Getty Research Institute Valencia Warehouse,2023-06,8
1773,Hamilton Public Library,2023-04,11
1774,Hamilton Public Library,2023-05,145
1775,Hamilton Public Library,2023-06,44
1777,Harvard,2015-09,8
1778,Harvard,2015-10,18
1779,Harvard,2016-01,6
1780,Harvard,2016-03,8
1781,Harvard,2016-04,3
1782,Harvard,2016-06,13
1783,Harvard,2016-07,19
1784,Harvard,2016-08,5
1785,Harvard,2016-09,13
1786,Harvard,2016-10,10
1787,Harvard,2016-11,24
1788,Harvard,2016-12,29
1789,Harvard,2017-01,25
1790,Harvard,2017-02,13
1791,Harvard,2017-03,9
1792,Harvard,2017-04,18
1793,Harvard,2017-05,26
1794,Harvard,2017-06,30
1795,Harvard,2017-07,15
1796,Harvard,2017-08,31
1797,Harvard,2017-09,24
1798,Harvard,2017-10,3
1799,Harvard,2017-11,29
1800,Harvard,2017-12,19
1801,Harvard,2018-01,7
1802,Harvard,2018-02,33
1803,Harvard,2018-03,89
1804,Harvard,2018-04,4
1805,Harvard,2018-08,22
1806,Harvard,2018-09,95
1807,Harvard,2018-10,61
1808,Harvard,2018-11,1
1809,Harvard,2018-12,5
1810,Harvard,2019-01,2
1811,Harvard,2019-08,8
1812,Harvard,2019-09,6
1813,Harvard,2019-11,9
1814,Harvard,2020-02,5
1815,Harvard,2020-03,4
1816,Harvard,2021-04,1
1817,Harvard,2021-09,2
1818,Harvard,2021-11,4
1819,Harvard,2021-12,13
1820,Harvard,2022-02,7
1821,Harvard,2022-03,25
1822,Harvard,2022-05,1
1823,Harvard,2022-06,5
1824,Harvard,2022-07,2
1825,Harvard,2022-08,33
1826,Harvard,2022-09,26
1827,Harvard,2022-10,9
1828,Harvard,2022-11,3
1829,Harvard,2023-01,8
1830,Harvard,2023-02,29
1831,Harvard,2023-03,12
1832,Harvard,2023-05,12
1834,Hong Kong,2009-08,1
1835,Hong Kong,2009-09,2
1836,Hong Kong,2009-12,1
1837,Hong Kong,2010-02,1
1838,Hong Kong,2010-06,1
1839,Hong Kong,2010-07,1
1840,Hong Kong,2011-05,1
1841,Hong Kong,2011-08,1
1842,Hong Kong,2011-09,1
1843,Hong Kong,2011-10,1
1844,Hong Kong,2011-11,1
1845,Hong Kong,2011-12,1
1846,Hong Kong,2012-01,1
1847,Hong Kong,2012-02,2
1848,Hong Kong,2012-03,1
1849,Hong Kong,2012-05,3
1850,Hong Kong,2012-07,1
1851,Hong Kong,2012-08,2
1852,Hong Kong,2012-09,2
1853,Hong Kong,2013-05,1
1854,Hong Kong,2013-06,2
1855,Hong Kong,2013-07,21
1856,Hong Kong,2013-08,82
1857,Hong Kong,2013-09,245
1858,Hong Kong,2013-11,1
1859,Hong Kong,2014-02,1
1860,Hong Kong,2014-06,2
1861,Hong Kong,2015-04,2
1862,Hong Kong,2015-06,2
1863,Hong Kong,2015-09,1
1864,Hong Kong,2015-10,2
1865,Hong Kong,2015-11,3
1866,Hong Kong,2016-02,1
1867,Hong Kong,2016-05,79
1868,Hong Kong,2016-06,1431
1869,Hong Kong,2016-07,2416
1870,Hong Kong,2016-08,4308
1871,Hong Kong,2016-09,292
1872,Hong Kong,2016-10,1996
1873,Hong Kong,2016-11,3907
1874,Hong Kong,2016-12,7055
1875,Hong Kong,2017-01,5671
1876,Hong Kong,2017-02,5625
1877,Hong Kong,2017-03,8836
1878,Hong Kong,2017-04,6791
1879,Hong Kong,2017-05,7271
1880,Hong Kong,2017-06,6670
1881,Hong Kong,2017-07,5771
1882,Hong Kong,2017-08,8020
1883,Hong Kong,2017-09,8510
1884,Hong Kong,2017-10,7080
1885,Hong Kong,2017-11,11215
1886,Hong Kong,2017-12,10117
1887,Hong Kong,2018-01,12408
1888,Hong Kong,2018-02,9756
1889,Hong Kong,2018-03,12335
1890,Hong Kong,2018-04,9988
1891,Hong Kong,2018-05,11831
1892,Hong Kong,2018-06,15043
1893,Hong Kong,2018-07,18022
1894,Hong Kong,2018-08,19693
