,name,year,books_scanned
446,The Ohio State University,2016,10
447,The Ohio State University,2017,58
448,The Ohio State University,2018,95
449,The Ohio State University,2019,32
450,The Ohio State University,2020,44
451,The Ohio State University,2021,413
452,The Ohio State University,2022,163
453,The Ohio State University,2023,9
