,name,scan_day,operator,identifier,books_per_worker
3197,Allen County Public Library Geneaology Center,2022-03-03,2,10,5.0
3198,Allen County Public Library Geneaology Center,2022-03-04,1,2,2.0
3199,Allen County Public Library Geneaology Center,2022-03-07,5,32,6.4
3200,Allen County Public Library Geneaology Center,2022-03-08,5,34,6.8
3201,Allen County Public Library Geneaology Center,2022-03-09,3,16,5.333333333333333
3202,Allen County Public Library Geneaology Center,2022-03-10,5,13,2.6
3203,Allen County Public Library Geneaology Center,2022-03-11,2,11,5.5
3204,Allen County Public Library Geneaology Center,2022-03-12,2,6,3.0
3205,Allen County Public Library Geneaology Center,2022-03-14,2,10,5.0
3206,Allen County Public Library Geneaology Center,2022-03-16,3,24,8.0
3207,Allen County Public Library Geneaology Center,2022-03-17,4,39,9.75
3208,Allen County Public Library Geneaology Center,2022-03-18,2,13,6.5
3209,Allen County Public Library Geneaology Center,2022-03-21,3,41,13.666666666666666
3210,Allen County Public Library Geneaology Center,2022-03-22,2,17,8.5
3211,Allen County Public Library Geneaology Center,2022-03-23,2,4,2.0
3212,Allen County Public Library Geneaology Center,2022-03-24,2,23,11.5
3213,Allen County Public Library Geneaology Center,2022-03-25,4,38,9.5
3214,Allen County Public Library Geneaology Center,2022-03-26,2,4,2.0
3215,Allen County Public Library Geneaology Center,2022-03-28,4,31,7.75
3216,Allen County Public Library Geneaology Center,2022-03-29,4,33,8.25
3217,Allen County Public Library Geneaology Center,2022-03-30,5,51,10.2
3218,Allen County Public Library Geneaology Center,2022-03-31,5,80,16.0
3219,Allen County Public Library Geneaology Center,2022-04-01,2,24,12.0
3220,Allen County Public Library Geneaology Center,2022-04-04,4,61,15.25
3221,Allen County Public Library Geneaology Center,2022-04-05,4,42,10.5
3222,Allen County Public Library Geneaology Center,2022-04-06,3,22,7.333333333333333
3223,Allen County Public Library Geneaology Center,2022-04-07,3,11,3.6666666666666665
3224,Allen County Public Library Geneaology Center,2022-04-08,1,4,4.0
3225,Allen County Public Library Geneaology Center,2022-04-12,2,12,6.0
3226,Allen County Public Library Geneaology Center,2022-04-13,4,31,7.75
3227,Allen County Public Library Geneaology Center,2022-04-14,3,14,4.666666666666667
3228,Allen County Public Library Geneaology Center,2022-04-15,2,4,2.0
3229,Allen County Public Library Geneaology Center,2022-04-18,4,24,6.0
3230,Allen County Public Library Geneaology Center,2022-04-19,3,34,11.333333333333334
3231,Allen County Public Library Geneaology Center,2022-04-20,3,13,4.333333333333333
3232,Allen County Public Library Geneaology Center,2022-04-21,1,4,4.0
3233,Allen County Public Library Geneaology Center,2022-04-23,1,2,2.0
3234,Allen County Public Library Geneaology Center,2022-04-25,4,17,4.25
3235,Allen County Public Library Geneaology Center,2022-04-26,2,15,7.5
3236,Allen County Public Library Geneaology Center,2022-04-27,4,66,16.5
3237,Allen County Public Library Geneaology Center,2022-04-28,3,18,6.0
3238,Allen County Public Library Geneaology Center,2022-04-29,2,3,1.5
3239,Allen County Public Library Geneaology Center,2022-05-02,3,27,9.0
3240,Allen County Public Library Geneaology Center,2022-05-03,4,27,6.75
3241,Allen County Public Library Geneaology Center,2022-05-04,4,13,3.25
3242,Allen County Public Library Geneaology Center,2022-05-05,4,17,4.25
3243,Allen County Public Library Geneaology Center,2022-05-06,1,4,4.0
3244,Allen County Public Library Geneaology Center,2022-05-09,2,8,4.0
3245,Allen County Public Library Geneaology Center,2022-05-10,4,17,4.25
3246,Allen County Public Library Geneaology Center,2022-05-11,3,16,5.333333333333333
3247,Allen County Public Library Geneaology Center,2022-05-12,4,13,3.25
3248,Allen County Public Library Geneaology Center,2022-05-13,2,13,6.5
3249,Allen County Public Library Geneaology Center,2022-05-16,2,22,11.0
3250,Allen County Public Library Geneaology Center,2022-05-17,3,21,7.0
3251,Allen County Public Library Geneaology Center,2022-05-18,3,11,3.6666666666666665
3252,Allen County Public Library Geneaology Center,2022-05-19,2,16,8.0
3253,Allen County Public Library Geneaology Center,2022-05-23,2,50,25.0
3254,Allen County Public Library Geneaology Center,2022-05-24,4,54,13.5
3255,Allen County Public Library Geneaology Center,2022-05-25,4,56,14.0
3256,Allen County Public Library Geneaology Center,2022-05-26,5,48,9.6
3257,Allen County Public Library Geneaology Center,2022-05-27,2,10,5.0
3258,Allen County Public Library Geneaology Center,2022-05-28,1,1,1.0
3259,Allen County Public Library Geneaology Center,2022-05-31,2,19,9.5
3260,Allen County Public Library Geneaology Center,2022-06-01,2,21,10.5
3261,Allen County Public Library Geneaology Center,2022-06-03,1,14,14.0
3262,Allen County Public Library Geneaology Center,2022-06-06,3,27,9.0
3263,Allen County Public Library Geneaology Center,2022-06-08,1,8,8.0
3264,Allen County Public Library Geneaology Center,2022-06-09,2,7,3.5
3265,Allen County Public Library Geneaology Center,2022-06-11,1,3,3.0
3266,Allen County Public Library Geneaology Center,2022-06-13,4,62,15.5
3267,Allen County Public Library Geneaology Center,2022-06-14,4,43,10.75
3268,Allen County Public Library Geneaology Center,2022-06-15,5,59,11.8
3269,Allen County Public Library Geneaology Center,2022-06-16,3,40,13.333333333333334
3270,Allen County Public Library Geneaology Center,2022-06-18,1,6,6.0
3271,Allen County Public Library Geneaology Center,2022-06-19,1,1,1.0
3272,Allen County Public Library Geneaology Center,2022-06-20,4,44,11.0
3273,Allen County Public Library Geneaology Center,2022-06-21,4,33,8.25
3274,Allen County Public Library Geneaology Center,2022-06-22,5,33,6.6
3275,Allen County Public Library Geneaology Center,2022-06-23,4,30,7.5
3276,Allen County Public Library Geneaology Center,2022-06-24,1,6,6.0
3277,Allen County Public Library Geneaology Center,2022-06-27,3,23,7.666666666666667
3278,Allen County Public Library Geneaology Center,2022-06-28,4,50,12.5
3279,Allen County Public Library Geneaology Center,2022-06-29,3,12,4.0
3280,Allen County Public Library Geneaology Center,2022-06-30,4,28,7.0
3281,Allen County Public Library Geneaology Center,2022-07-01,3,25,8.333333333333334
3282,Allen County Public Library Geneaology Center,2022-07-02,1,5,5.0
3283,Allen County Public Library Geneaology Center,2022-07-03,1,1,1.0
3284,Allen County Public Library Geneaology Center,2022-07-05,2,24,12.0
3285,Allen County Public Library Geneaology Center,2022-07-06,4,14,3.5
3286,Allen County Public Library Geneaology Center,2022-07-07,3,85,28.333333333333332
3287,Allen County Public Library Geneaology Center,2022-07-11,3,60,20.0
3288,Allen County Public Library Geneaology Center,2022-07-12,1,20,20.0
3289,Allen County Public Library Geneaology Center,2022-07-18,2,31,15.5
3290,Allen County Public Library Geneaology Center,2022-07-19,1,20,20.0
3291,Allen County Public Library Geneaology Center,2022-07-20,1,48,48.0
3292,Allen County Public Library Geneaology Center,2022-07-21,1,38,38.0
3293,Allen County Public Library Geneaology Center,2022-07-25,4,86,21.5
3294,Allen County Public Library Geneaology Center,2022-07-26,4,69,17.25
3295,Allen County Public Library Geneaology Center,2022-07-27,4,36,9.0
3296,Allen County Public Library Geneaology Center,2022-07-28,3,17,5.666666666666667
3297,Allen County Public Library Geneaology Center,2022-07-29,2,5,2.5
3298,Allen County Public Library Geneaology Center,2022-07-30,1,3,3.0
3299,Allen County Public Library Geneaology Center,2022-08-01,3,28,9.333333333333334
3300,Allen County Public Library Geneaology Center,2022-08-02,3,23,7.666666666666667
3301,Allen County Public Library Geneaology Center,2022-08-03,3,16,5.333333333333333
3302,Allen County Public Library Geneaology Center,2022-08-04,3,8,2.6666666666666665
3303,Allen County Public Library Geneaology Center,2022-08-08,3,10,3.3333333333333335
3304,Allen County Public Library Geneaology Center,2022-08-09,4,16,4.0
3305,Allen County Public Library Geneaology Center,2022-08-10,4,36,9.0
3306,Allen County Public Library Geneaology Center,2022-08-11,4,23,5.75
3307,Allen County Public Library Geneaology Center,2022-08-12,1,1,1.0
3308,Allen County Public Library Geneaology Center,2022-08-15,3,92,30.666666666666668
3309,Allen County Public Library Geneaology Center,2022-08-16,3,53,17.666666666666668
3310,Allen County Public Library Geneaology Center,2022-08-17,4,119,29.75
3311,Allen County Public Library Geneaology Center,2022-08-18,1,8,8.0
3312,Allen County Public Library Geneaology Center,2022-08-22,2,7,3.5
3313,Allen County Public Library Geneaology Center,2022-08-23,3,18,6.0
3314,Allen County Public Library Geneaology Center,2022-08-24,3,19,6.333333333333333
3315,Allen County Public Library Geneaology Center,2022-08-25,2,6,3.0
3316,Allen County Public Library Geneaology Center,2022-08-26,1,10,10.0
3317,Allen County Public Library Geneaology Center,2022-08-29,3,17,5.666666666666667
3318,Allen County Public Library Geneaology Center,2022-08-30,3,15,5.0
3319,Allen County Public Library Geneaology Center,2022-08-31,3,8,2.6666666666666665
3320,Allen County Public Library Geneaology Center,2022-09-01,4,15,3.75
3321,Allen County Public Library Geneaology Center,2022-09-02,1,1,1.0
3322,Allen County Public Library Geneaology Center,2022-09-03,1,6,6.0
3323,Allen County Public Library Geneaology Center,2022-09-06,4,16,4.0
3324,Allen County Public Library Geneaology Center,2022-09-07,2,9,4.5
3325,Allen County Public Library Geneaology Center,2022-09-08,3,9,3.0
3326,Allen County Public Library Geneaology Center,2022-09-09,3,6,2.0
3327,Allen County Public Library Geneaology Center,2022-09-10,1,5,5.0
3328,Allen County Public Library Geneaology Center,2022-09-12,3,7,2.3333333333333335
3329,Allen County Public Library Geneaology Center,2022-09-13,2,5,2.5
3330,Allen County Public Library Geneaology Center,2022-09-14,1,10,10.0
3331,Allen County Public Library Geneaology Center,2022-09-15,2,7,3.5
3332,Allen County Public Library Geneaology Center,2022-09-19,1,1,1.0
3333,Allen County Public Library Geneaology Center,2022-09-20,2,5,2.5
3334,Allen County Public Library Geneaology Center,2022-09-21,2,7,3.5
3335,Allen County Public Library Geneaology Center,2022-09-22,3,7,2.3333333333333335
3336,Allen County Public Library Geneaology Center,2022-09-26,1,3,3.0
3337,Allen County Public Library Geneaology Center,2022-09-27,3,70,23.333333333333332
3338,Allen County Public Library Geneaology Center,2022-09-28,2,64,32.0
3339,Allen County Public Library Geneaology Center,2022-09-29,3,112,37.333333333333336
3340,Allen County Public Library Geneaology Center,2022-10-03,3,53,17.666666666666668
3341,Allen County Public Library Geneaology Center,2022-10-04,4,33,8.25
3342,Allen County Public Library Geneaology Center,2022-10-05,3,24,8.0
3343,Allen County Public Library Geneaology Center,2022-10-06,3,70,23.333333333333332
3344,Allen County Public Library Geneaology Center,2022-10-10,3,37,12.333333333333334
3345,Allen County Public Library Geneaology Center,2022-10-11,3,11,3.6666666666666665
3346,Allen County Public Library Geneaology Center,2022-10-12,3,12,4.0
3347,Allen County Public Library Geneaology Center,2022-10-13,3,9,3.0
3348,Allen County Public Library Geneaology Center,2022-10-14,1,2,2.0
3349,Allen County Public Library Geneaology Center,2022-10-17,3,16,5.333333333333333
3350,Allen County Public Library Geneaology Center,2022-10-18,3,14,4.666666666666667
3351,Allen County Public Library Geneaology Center,2022-10-19,5,32,6.4
3352,Allen County Public Library Geneaology Center,2022-10-20,6,21,3.5
3353,Allen County Public Library Geneaology Center,2022-10-24,4,11,2.75
3354,Allen County Public Library Geneaology Center,2022-10-25,6,56,9.333333333333334
3355,Allen County Public Library Geneaology Center,2022-10-26,4,39,9.75
3356,Allen County Public Library Geneaology Center,2022-10-27,5,42,8.4
3357,Allen County Public Library Geneaology Center,2022-10-31,5,29,5.8
3358,Allen County Public Library Geneaology Center,2022-11-01,5,33,6.6
3359,Allen County Public Library Geneaology Center,2022-11-02,5,24,4.8
3360,Allen County Public Library Geneaology Center,2022-11-03,6,90,15.0
3361,Allen County Public Library Geneaology Center,2022-11-04,2,7,3.5
3362,Allen County Public Library Geneaology Center,2022-11-05,1,14,14.0
3363,Allen County Public Library Geneaology Center,2022-11-07,3,16,5.333333333333333
3364,Allen County Public Library Geneaology Center,2022-11-08,3,18,6.0
3365,Allen County Public Library Geneaology Center,2022-11-09,4,18,4.5
3366,Allen County Public Library Geneaology Center,2022-11-10,2,12,6.0
3367,Allen County Public Library Geneaology Center,2022-11-11,2,6,3.0
3368,Allen County Public Library Geneaology Center,2022-11-12,1,5,5.0
3369,Allen County Public Library Geneaology Center,2022-11-14,6,36,6.0
3370,Allen County Public Library Geneaology Center,2022-11-15,7,57,8.142857142857142
3371,Allen County Public Library Geneaology Center,2022-11-16,4,48,12.0
3372,Allen County Public Library Geneaology Center,2022-11-17,5,32,6.4
3373,Allen County Public Library Geneaology Center,2022-11-21,7,21,3.0
3374,Allen County Public Library Geneaology Center,2022-11-22,5,13,2.6
3375,Allen County Public Library Geneaology Center,2022-11-25,1,1,1.0
3376,Allen County Public Library Geneaology Center,2022-11-28,6,16,2.6666666666666665
3377,Allen County Public Library Geneaology Center,2022-11-29,5,49,9.8
3378,Allen County Public Library Geneaology Center,2022-11-30,6,48,8.0
3379,Allen County Public Library Geneaology Center,2022-12-01,6,45,7.5
3380,Allen County Public Library Geneaology Center,2022-12-02,2,18,9.0
3381,Allen County Public Library Geneaology Center,2022-12-05,5,13,2.6
3382,Allen County Public Library Geneaology Center,2022-12-06,5,40,8.0
3383,Allen County Public Library Geneaology Center,2022-12-07,6,60,10.0
3384,Allen County Public Library Geneaology Center,2022-12-08,7,43,6.142857142857143
3385,Allen County Public Library Geneaology Center,2022-12-09,2,8,4.0
3386,Allen County Public Library Geneaology Center,2022-12-12,5,23,4.6
3387,Allen County Public Library Geneaology Center,2022-12-13,5,21,4.2
3388,Allen County Public Library Geneaology Center,2022-12-14,5,68,13.6
3389,Allen County Public Library Geneaology Center,2022-12-15,4,20,5.0
3390,Allen County Public Library Geneaology Center,2022-12-19,5,73,14.6
3391,Allen County Public Library Geneaology Center,2022-12-20,4,46,11.5
3392,Allen County Public Library Geneaology Center,2022-12-21,3,44,14.666666666666666
3393,Allen County Public Library Geneaology Center,2022-12-22,3,10,3.3333333333333335
3394,Allen County Public Library Geneaology Center,2022-12-27,3,13,4.333333333333333
3395,Allen County Public Library Geneaology Center,2022-12-28,2,7,3.5
3396,Allen County Public Library Geneaology Center,2022-12-29,2,7,3.5
3397,Allen County Public Library Geneaology Center,2022-12-30,2,6,3.0
3398,Allen County Public Library Geneaology Center,2023-01-03,5,63,12.6
3399,Allen County Public Library Geneaology Center,2023-01-04,4,30,7.5
3400,Allen County Public Library Geneaology Center,2023-01-05,3,35,11.666666666666666
3401,Allen County Public Library Geneaology Center,2023-01-06,1,1,1.0
3402,Allen County Public Library Geneaology Center,2023-01-09,4,20,5.0
3403,Allen County Public Library Geneaology Center,2023-01-10,4,33,8.25
3404,Allen County Public Library Geneaology Center,2023-01-11,4,53,13.25
3405,Allen County Public Library Geneaology Center,2023-01-12,3,47,15.666666666666666
3406,Allen County Public Library Geneaology Center,2023-01-13,1,2,2.0
3407,Allen County Public Library Geneaology Center,2023-01-14,1,1,1.0
3408,Allen County Public Library Geneaology Center,2023-01-17,4,47,11.75
3409,Allen County Public Library Geneaology Center,2023-01-18,4,20,5.0
3410,Allen County Public Library Geneaology Center,2023-01-19,4,33,8.25
3411,Allen County Public Library Geneaology Center,2023-01-20,2,9,4.5
3412,Allen County Public Library Geneaology Center,2023-01-22,1,1,1.0
3413,Allen County Public Library Geneaology Center,2023-01-23,5,56,11.2
3414,Allen County Public Library Geneaology Center,2023-01-24,4,38,9.5
3415,Allen County Public Library Geneaology Center,2023-01-25,1,1,1.0
3416,Allen County Public Library Geneaology Center,2023-01-26,4,28,7.0
3417,Allen County Public Library Geneaology Center,2023-01-27,2,4,2.0
3418,Allen County Public Library Geneaology Center,2023-01-28,1,1,1.0
3419,Allen County Public Library Geneaology Center,2023-01-30,4,54,13.5
3420,Allen County Public Library Geneaology Center,2023-01-31,4,35,8.75
3421,Allen County Public Library Geneaology Center,2023-02-01,5,44,8.8
3422,Allen County Public Library Geneaology Center,2023-02-02,4,34,8.5
3423,Allen County Public Library Geneaology Center,2023-02-03,1,1,1.0
3424,Allen County Public Library Geneaology Center,2023-02-04,1,1,1.0
3425,Allen County Public Library Geneaology Center,2023-02-06,5,35,7.0
3426,Allen County Public Library Geneaology Center,2023-02-07,4,12,3.0
3427,Allen County Public Library Geneaology Center,2023-02-08,3,28,9.333333333333334
3428,Allen County Public Library Geneaology Center,2023-02-09,4,36,9.0
3429,Allen County Public Library Geneaology Center,2023-02-10,1,1,1.0
3430,Allen County Public Library Geneaology Center,2023-02-13,4,45,11.25
3431,Allen County Public Library Geneaology Center,2023-02-14,2,8,4.0
3432,Allen County Public Library Geneaology Center,2023-02-15,4,55,13.75
3433,Allen County Public Library Geneaology Center,2023-02-16,4,7,1.75
3434,Allen County Public Library Geneaology Center,2023-02-17,2,5,2.5
3435,Allen County Public Library Geneaology Center,2023-02-18,1,1,1.0
3436,Allen County Public Library Geneaology Center,2023-02-20,2,2,1.0
3437,Allen County Public Library Geneaology Center,2023-02-21,3,41,13.666666666666666
3438,Allen County Public Library Geneaology Center,2023-02-22,1,11,11.0
3439,Allen County Public Library Geneaology Center,2023-02-23,3,9,3.0
3440,Allen County Public Library Geneaology Center,2023-02-24,2,7,3.5
3441,Allen County Public Library Geneaology Center,2023-02-25,1,1,1.0
3442,Allen County Public Library Geneaology Center,2023-02-26,1,1,1.0
3443,Allen County Public Library Geneaology Center,2023-02-27,5,36,7.2
3444,Allen County Public Library Geneaology Center,2023-02-28,4,26,6.5
3445,Allen County Public Library Geneaology Center,2023-03-01,5,57,11.4
3446,Allen County Public Library Geneaology Center,2023-03-02,4,77,19.25
3447,Allen County Public Library Geneaology Center,2023-03-03,2,6,3.0
3448,Allen County Public Library Geneaology Center,2023-03-06,7,74,10.571428571428571
3449,Allen County Public Library Geneaology Center,2023-03-07,7,60,8.571428571428571
3450,Allen County Public Library Geneaology Center,2023-03-08,6,78,13.0
3451,Allen County Public Library Geneaology Center,2023-03-09,6,61,10.166666666666666
3452,Allen County Public Library Geneaology Center,2023-03-10,3,19,6.333333333333333
3453,Allen County Public Library Geneaology Center,2023-03-13,9,67,7.444444444444445
3454,Allen County Public Library Geneaology Center,2023-03-14,8,63,7.875
3455,Allen County Public Library Geneaology Center,2023-03-15,8,59,7.375
3456,Allen County Public Library Geneaology Center,2023-03-16,8,64,8.0
3457,Allen County Public Library Geneaology Center,2023-03-17,1,4,4.0
3458,Allen County Public Library Geneaology Center,2023-03-20,5,84,16.8
3459,Allen County Public Library Geneaology Center,2023-03-21,5,52,10.4
3460,Allen County Public Library Geneaology Center,2023-03-22,8,91,11.375
3461,Allen County Public Library Geneaology Center,2023-03-23,7,74,10.571428571428571
3462,Allen County Public Library Geneaology Center,2023-03-24,5,31,6.2
3463,Allen County Public Library Geneaology Center,2023-03-27,9,73,8.11111111111111
3464,Allen County Public Library Geneaology Center,2023-03-28,6,72,12.0
3465,Allen County Public Library Geneaology Center,2023-03-29,7,78,11.142857142857142
3466,Allen County Public Library Geneaology Center,2023-03-30,3,17,5.666666666666667
3467,Allen County Public Library Geneaology Center,2023-03-31,3,8,2.6666666666666665
3468,Allen County Public Library Geneaology Center,2023-04-03,7,77,11.0
3469,Allen County Public Library Geneaology Center,2023-04-04,5,71,14.2
3470,Allen County Public Library Geneaology Center,2023-04-05,4,30,7.5
3471,Allen County Public Library Geneaology Center,2023-04-06,4,36,9.0
3472,Allen County Public Library Geneaology Center,2023-04-07,2,14,7.0
3473,Allen County Public Library Geneaology Center,2023-04-08,1,1,1.0
3474,Allen County Public Library Geneaology Center,2023-04-10,7,59,8.428571428571429
3475,Allen County Public Library Geneaology Center,2023-04-11,6,41,6.833333333333333
3476,Allen County Public Library Geneaology Center,2023-04-12,6,39,6.5
3477,Allen County Public Library Geneaology Center,2023-04-13,5,23,4.6
3478,Allen County Public Library Geneaology Center,2023-04-14,3,20,6.666666666666667
3479,Allen County Public Library Geneaology Center,2023-04-17,6,68,11.333333333333334
3480,Allen County Public Library Geneaology Center,2023-04-18,4,120,30.0
3481,Allen County Public Library Geneaology Center,2023-04-19,5,120,24.0
3482,Allen County Public Library Geneaology Center,2023-04-20,4,112,28.0
3483,Allen County Public Library Geneaology Center,2023-04-21,3,34,11.333333333333334
3484,Allen County Public Library Geneaology Center,2023-04-24,6,141,23.5
3485,Allen County Public Library Geneaology Center,2023-04-25,4,38,9.5
3486,Allen County Public Library Geneaology Center,2023-04-26,6,66,11.0
3487,Allen County Public Library Geneaology Center,2023-04-27,4,48,12.0
3488,Allen County Public Library Geneaology Center,2023-04-28,3,19,6.333333333333333
3489,Allen County Public Library Geneaology Center,2023-04-29,1,1,1.0
3490,Allen County Public Library Geneaology Center,2023-05-01,4,64,16.0
3491,Allen County Public Library Geneaology Center,2023-05-02,4,86,21.5
3492,Allen County Public Library Geneaology Center,2023-05-03,5,162,32.4
3493,Allen County Public Library Geneaology Center,2023-05-04,3,21,7.0
3494,Allen County Public Library Geneaology Center,2023-05-05,3,37,12.333333333333334
3495,Allen County Public Library Geneaology Center,2023-05-08,6,18,3.0
3496,Allen County Public Library Geneaology Center,2023-05-09,2,3,1.5
3497,Allen County Public Library Geneaology Center,2023-05-10,5,51,10.2
3498,Allen County Public Library Geneaology Center,2023-05-11,3,30,10.0
3499,Allen County Public Library Geneaology Center,2023-05-12,3,44,14.666666666666666
3500,Allen County Public Library Geneaology Center,2023-05-14,1,1,1.0
3501,Allen County Public Library Geneaology Center,2023-05-15,5,320,64.0
3502,Allen County Public Library Geneaology Center,2023-05-16,4,68,17.0
3503,Allen County Public Library Geneaology Center,2023-05-17,3,34,11.333333333333334
3504,Allen County Public Library Geneaology Center,2023-05-18,5,44,8.8
3505,Allen County Public Library Geneaology Center,2023-05-19,4,30,7.5
3506,Allen County Public Library Geneaology Center,2023-05-22,6,66,11.0
3507,Allen County Public Library Geneaology Center,2023-05-23,5,68,13.6
3508,Allen County Public Library Geneaology Center,2023-05-24,7,84,12.0
3509,Allen County Public Library Geneaology Center,2023-05-25,3,29,9.666666666666666
3510,Allen County Public Library Geneaology Center,2023-05-26,1,7,7.0
3511,Allen County Public Library Geneaology Center,2023-05-30,6,53,8.833333333333334
3512,Allen County Public Library Geneaology Center,2023-05-31,6,86,14.333333333333334
3513,Allen County Public Library Geneaology Center,2023-06-01,6,25,4.166666666666667
3514,Allen County Public Library Geneaology Center,2023-06-02,5,22,4.4
3515,Allen County Public Library Geneaology Center,2023-06-05,2,17,8.5
3516,American Museum of Natural History,2016-07-06,1,1,1.0
3517,American Museum of Natural History,2016-09-01,1,1,1.0
3518,American Museum of Natural History,2016-09-26,1,1,1.0
3519,American Museum of Natural History,2016-09-28,1,1,1.0
3520,American Museum of Natural History,2016-10-07,1,1,1.0
3521,American Museum of Natural History,2016-10-27,1,1,1.0
3522,American Museum of Natural History,2016-11-17,1,1,1.0
3523,American Museum of Natural History,2016-11-23,1,1,1.0
3524,American Museum of Natural History,2016-12-01,1,1,1.0
3525,American Museum of Natural History,2016-12-08,1,1,1.0
3526,American Museum of Natural History,2016-12-13,1,1,1.0
3527,American Museum of Natural History,2016-12-20,1,1,1.0
3528,American Museum of Natural History,2016-12-28,1,2,2.0
3529,American Museum of Natural History,2017-01-05,1,1,1.0
3530,American Museum of Natural History,2017-01-06,1,1,1.0
3531,American Museum of Natural History,2017-01-11,1,1,1.0
3532,American Museum of Natural History,2017-01-23,1,2,2.0
3533,American Museum of Natural History,2017-01-31,1,1,1.0
3534,American Museum of Natural History,2017-02-08,1,1,1.0
3535,American Museum of Natural History,2017-02-15,1,1,1.0
3536,American Museum of Natural History,2017-02-21,1,1,1.0
3537,American Museum of Natural History,2017-03-03,1,1,1.0
3538,American Museum of Natural History,2017-04-14,1,1,1.0
3539,American Museum of Natural History,2017-04-18,1,1,1.0
3540,American Museum of Natural History,2017-05-20,1,1,1.0
3541,American Museum of Natural History,2017-07-25,1,1,1.0
3542,American Museum of Natural History,2017-09-12,1,1,1.0
3543,American Numismatic Society,2015-12-09,1,5,5.0
3544,American Numismatic Society,2015-12-10,1,4,4.0
3545,American Numismatic Society,2015-12-12,1,3,3.0
3546,American Numismatic Society,2015-12-14,1,9,9.0
3547,American Numismatic Society,2015-12-15,1,23,23.0
3548,American Numismatic Society,2015-12-16,1,20,20.0
3549,American Numismatic Society,2015-12-17,1,4,4.0
3550,American Numismatic Society,2015-12-18,1,9,9.0
3551,American Numismatic Society,2015-12-21,1,7,7.0
3552,American Numismatic Society,2015-12-22,1,5,5.0
3553,American Numismatic Society,2015-12-23,1,3,3.0
3554,American Numismatic Society,2016-01-04,1,7,7.0
3555,American Numismatic Society,2016-01-05,1,12,12.0
3556,American Numismatic Society,2016-01-06,1,12,12.0
3557,American Numismatic Society,2016-01-07,1,8,8.0
3558,American Numismatic Society,2016-01-08,1,9,9.0
3559,American Numismatic Society,2016-01-11,1,19,19.0
3560,American Numismatic Society,2016-01-12,1,15,15.0
3561,American Numismatic Society,2016-01-13,1,12,12.0
3562,American Numismatic Society,2016-01-14,1,14,14.0
3563,American Numismatic Society,2016-01-15,1,5,5.0
3564,American Numismatic Society,2016-01-19,1,16,16.0
3565,American Numismatic Society,2016-01-20,1,14,14.0
3566,American Numismatic Society,2016-01-21,1,11,11.0
3567,American Numismatic Society,2016-01-22,1,14,14.0
3568,American Numismatic Society,2016-01-25,1,10,10.0
3569,American Numismatic Society,2016-01-26,1,18,18.0
3570,American Numismatic Society,2016-01-27,1,9,9.0
3571,American Numismatic Society,2016-01-28,1,14,14.0
3572,American Numismatic Society,2016-01-29,1,31,31.0
3573,American Numismatic Society,2016-02-01,1,20,20.0
3574,American Numismatic Society,2016-02-02,1,17,17.0
3575,American Numismatic Society,2016-02-03,1,18,18.0
3576,American Numismatic Society,2016-02-04,1,14,14.0
3577,American Numismatic Society,2016-02-05,1,18,18.0
3578,American Numismatic Society,2016-02-08,1,9,9.0
3579,American Numismatic Society,2016-02-09,1,15,15.0
3580,American Numismatic Society,2016-02-10,1,15,15.0
3581,American Numismatic Society,2016-02-11,1,23,23.0
3582,American Numismatic Society,2016-02-12,1,11,11.0
3583,American Numismatic Society,2016-02-16,1,15,15.0
3584,American Numismatic Society,2016-02-17,1,9,9.0
3585,American Numismatic Society,2016-02-18,1,8,8.0
3586,American Numismatic Society,2016-02-19,1,17,17.0
3587,American Numismatic Society,2016-02-22,1,11,11.0
3588,American Numismatic Society,2016-02-23,1,17,17.0
3589,American Numismatic Society,2016-02-24,1,3,3.0
3590,American Numismatic Society,2016-03-09,1,1,1.0
3591,American Numismatic Society,2016-03-10,1,10,10.0
3592,American Numismatic Society,2016-03-11,1,9,9.0
3593,American Numismatic Society,2016-03-14,1,10,10.0
3594,American Numismatic Society,2016-03-15,1,26,26.0
3595,American Numismatic Society,2016-03-16,1,22,22.0
3596,American Numismatic Society,2016-03-17,1,41,41.0
3597,American Numismatic Society,2016-03-18,1,5,5.0
3598,American Numismatic Society,2016-03-21,1,11,11.0
3599,American Numismatic Society,2016-03-22,1,27,27.0
3600,American Numismatic Society,2016-03-23,1,27,27.0
3601,American Numismatic Society,2016-03-24,1,1,1.0
3602,American Numismatic Society,2016-03-28,1,32,32.0
3603,American Numismatic Society,2016-03-29,1,35,35.0
3604,American Numismatic Society,2016-03-30,1,32,32.0
3605,American Numismatic Society,2016-03-31,1,1,1.0
3606,American Numismatic Society,2016-04-01,1,10,10.0
3607,American Numismatic Society,2016-04-04,1,33,33.0
3608,American Numismatic Society,2016-04-05,1,28,28.0
3609,American Numismatic Society,2016-04-06,1,30,30.0
3610,American Numismatic Society,2016-04-07,1,24,24.0
3611,American Numismatic Society,2016-04-11,1,13,13.0
3612,American Numismatic Society,2016-04-12,1,16,16.0
3613,American Numismatic Society,2016-04-13,1,18,18.0
3614,American Numismatic Society,2016-04-14,1,23,23.0
3615,American Numismatic Society,2016-04-15,1,21,21.0
3616,American Numismatic Society,2016-04-18,1,22,22.0
3617,American Numismatic Society,2016-04-19,1,35,35.0
3618,American Numismatic Society,2016-04-20,1,18,18.0
3619,American Numismatic Society,2016-04-21,1,8,8.0
