,name,scan_day,operator,identifier,books_per_worker
26760,Getty Research Institute Valencia Warehouse,2016-01-12,4,33,8.25
26761,Getty Research Institute Valencia Warehouse,2016-01-13,4,34,8.5
26762,Getty Research Institute Valencia Warehouse,2016-01-14,4,35,8.75
26763,Getty Research Institute Valencia Warehouse,2016-01-15,4,30,7.5
26764,Getty Research Institute Valencia Warehouse,2016-01-19,4,26,6.5
26765,Getty Research Institute Valencia Warehouse,2016-01-20,4,41,10.25
26766,Getty Research Institute Valencia Warehouse,2016-01-21,4,21,5.25
26767,Getty Research Institute Valencia Warehouse,2016-01-22,4,33,8.25
26768,Getty Research Institute Valencia Warehouse,2016-01-25,3,37,12.333333333333334
26769,Getty Research Institute Valencia Warehouse,2016-01-26,4,42,10.5
26770,Getty Research Institute Valencia Warehouse,2016-01-27,4,51,12.75
26771,Getty Research Institute Valencia Warehouse,2016-01-28,4,38,9.5
26772,Getty Research Institute Valencia Warehouse,2016-01-29,4,26,6.5
26773,Getty Research Institute Valencia Warehouse,2016-02-01,4,45,11.25
26774,Getty Research Institute Valencia Warehouse,2016-02-02,4,42,10.5
26775,Getty Research Institute Valencia Warehouse,2016-02-03,4,35,8.75
26776,Getty Research Institute Valencia Warehouse,2016-02-04,4,42,10.5
26777,Getty Research Institute Valencia Warehouse,2016-02-05,4,23,5.75
26778,Getty Research Institute Valencia Warehouse,2016-02-08,3,18,6.0
26779,Getty Research Institute Valencia Warehouse,2016-02-09,4,33,8.25
26780,Getty Research Institute Valencia Warehouse,2016-02-10,4,32,8.0
26781,Getty Research Institute Valencia Warehouse,2016-02-11,4,40,10.0
26782,Getty Research Institute Valencia Warehouse,2016-02-12,3,19,6.333333333333333
26783,Getty Research Institute Valencia Warehouse,2016-02-16,4,33,8.25
26784,Getty Research Institute Valencia Warehouse,2016-02-17,4,41,10.25
26785,Getty Research Institute Valencia Warehouse,2016-02-18,4,44,11.0
26786,Getty Research Institute Valencia Warehouse,2016-02-19,4,38,9.5
26787,Getty Research Institute Valencia Warehouse,2016-02-22,4,41,10.25
26788,Getty Research Institute Valencia Warehouse,2016-02-23,4,55,13.75
26789,Getty Research Institute Valencia Warehouse,2016-02-24,4,65,16.25
26790,Getty Research Institute Valencia Warehouse,2016-02-25,4,35,8.75
26791,Getty Research Institute Valencia Warehouse,2016-02-26,4,41,10.25
26792,Getty Research Institute Valencia Warehouse,2016-02-29,4,35,8.75
26793,Getty Research Institute Valencia Warehouse,2016-03-01,4,28,7.0
26794,Getty Research Institute Valencia Warehouse,2016-03-02,4,44,11.0
26795,Getty Research Institute Valencia Warehouse,2016-03-03,3,16,5.333333333333333
26796,Getty Research Institute Valencia Warehouse,2016-03-04,3,11,3.6666666666666665
26797,Getty Research Institute Valencia Warehouse,2016-03-07,4,11,2.75
26798,Getty Research Institute Valencia Warehouse,2016-03-08,4,14,3.5
26799,Getty Research Institute Valencia Warehouse,2016-03-09,4,20,5.0
26800,Getty Research Institute Valencia Warehouse,2016-03-10,4,35,8.75
26801,Getty Research Institute Valencia Warehouse,2016-03-11,4,20,5.0
26802,Getty Research Institute Valencia Warehouse,2016-03-14,3,24,8.0
26803,Getty Research Institute Valencia Warehouse,2016-03-15,4,38,9.5
26804,Getty Research Institute Valencia Warehouse,2016-03-16,4,20,5.0
26805,Getty Research Institute Valencia Warehouse,2016-03-17,4,22,5.5
26806,Getty Research Institute Valencia Warehouse,2016-03-18,2,19,9.5
26807,Getty Research Institute Valencia Warehouse,2016-03-21,1,11,11.0
26808,Getty Research Institute Valencia Warehouse,2016-03-22,2,11,5.5
26809,Getty Research Institute Valencia Warehouse,2016-03-23,2,15,7.5
26810,Getty Research Institute Valencia Warehouse,2016-03-24,2,23,11.5
26811,Getty Research Institute Valencia Warehouse,2016-03-25,2,23,11.5
26812,Getty Research Institute Valencia Warehouse,2016-03-28,3,19,6.333333333333333
26813,Getty Research Institute Valencia Warehouse,2016-03-29,4,24,6.0
26814,Getty Research Institute Valencia Warehouse,2016-03-30,4,28,7.0
26815,Getty Research Institute Valencia Warehouse,2016-03-31,4,36,9.0
26816,Getty Research Institute Valencia Warehouse,2016-04-01,4,14,3.5
26817,Getty Research Institute Valencia Warehouse,2016-04-04,4,27,6.75
26818,Getty Research Institute Valencia Warehouse,2016-04-05,4,32,8.0
26819,Getty Research Institute Valencia Warehouse,2016-04-06,3,20,6.666666666666667
26820,Getty Research Institute Valencia Warehouse,2016-04-07,4,28,7.0
26821,Getty Research Institute Valencia Warehouse,2016-04-08,3,19,6.333333333333333
26822,Getty Research Institute Valencia Warehouse,2016-04-11,3,24,8.0
26823,Getty Research Institute Valencia Warehouse,2016-04-12,4,44,11.0
26824,Getty Research Institute Valencia Warehouse,2016-04-13,1,8,8.0
26825,Getty Research Institute Valencia Warehouse,2016-04-14,3,31,10.333333333333334
26826,Getty Research Institute Valencia Warehouse,2016-04-15,3,30,10.0
26827,Getty Research Institute Valencia Warehouse,2016-04-18,3,32,10.666666666666666
26828,Getty Research Institute Valencia Warehouse,2016-04-19,4,23,5.75
26829,Getty Research Institute Valencia Warehouse,2016-04-20,4,34,8.5
26830,Getty Research Institute Valencia Warehouse,2016-04-21,3,31,10.333333333333334
26831,Getty Research Institute Valencia Warehouse,2016-04-22,3,27,9.0
26832,Getty Research Institute Valencia Warehouse,2016-04-25,3,26,8.666666666666666
26833,Getty Research Institute Valencia Warehouse,2016-04-26,4,29,7.25
26834,Getty Research Institute Valencia Warehouse,2016-04-27,4,32,8.0
26835,Getty Research Institute Valencia Warehouse,2016-04-28,3,25,8.333333333333334
26836,Getty Research Institute Valencia Warehouse,2016-04-29,3,13,4.333333333333333
26837,Getty Research Institute Valencia Warehouse,2016-05-02,4,31,7.75
26838,Getty Research Institute Valencia Warehouse,2016-05-03,4,38,9.5
26839,Getty Research Institute Valencia Warehouse,2016-05-04,4,33,8.25
26840,Getty Research Institute Valencia Warehouse,2016-05-05,4,42,10.5
26841,Getty Research Institute Valencia Warehouse,2016-05-06,4,32,8.0
26842,Getty Research Institute Valencia Warehouse,2016-05-09,4,29,7.25
26843,Getty Research Institute Valencia Warehouse,2016-05-10,4,41,10.25
26844,Getty Research Institute Valencia Warehouse,2016-05-11,3,29,9.666666666666666
26845,Getty Research Institute Valencia Warehouse,2016-05-12,3,33,11.0
26846,Getty Research Institute Valencia Warehouse,2016-05-13,3,21,7.0
26847,Getty Research Institute Valencia Warehouse,2016-05-16,3,16,5.333333333333333
26848,Getty Research Institute Valencia Warehouse,2016-05-17,3,15,5.0
26849,Getty Research Institute Valencia Warehouse,2016-05-18,3,19,6.333333333333333
26850,Getty Research Institute Valencia Warehouse,2016-05-19,4,31,7.75
26851,Getty Research Institute Valencia Warehouse,2016-05-20,4,25,6.25
26852,Getty Research Institute Valencia Warehouse,2016-05-23,4,26,6.5
26853,Getty Research Institute Valencia Warehouse,2016-05-24,4,22,5.5
26854,Getty Research Institute Valencia Warehouse,2016-05-25,4,18,4.5
26855,Getty Research Institute Valencia Warehouse,2016-05-26,4,28,7.0
26856,Getty Research Institute Valencia Warehouse,2016-05-27,4,15,3.75
26857,Getty Research Institute Valencia Warehouse,2016-05-31,4,30,7.5
26858,Getty Research Institute Valencia Warehouse,2016-06-01,3,26,8.666666666666666
26859,Getty Research Institute Valencia Warehouse,2016-06-02,4,29,7.25
26860,Getty Research Institute Valencia Warehouse,2016-06-03,4,31,7.75
26861,Getty Research Institute Valencia Warehouse,2016-06-06,4,29,7.25
26862,Getty Research Institute Valencia Warehouse,2016-06-07,4,31,7.75
26863,Getty Research Institute Valencia Warehouse,2016-06-08,4,33,8.25
26864,Getty Research Institute Valencia Warehouse,2016-06-09,4,32,8.0
26865,Getty Research Institute Valencia Warehouse,2016-06-10,4,25,6.25
26866,Getty Research Institute Valencia Warehouse,2016-06-13,3,25,8.333333333333334
26867,Getty Research Institute Valencia Warehouse,2016-06-14,4,35,8.75
26868,Getty Research Institute Valencia Warehouse,2016-06-15,3,20,6.666666666666667
26869,Getty Research Institute Valencia Warehouse,2016-06-16,3,21,7.0
26870,Getty Research Institute Valencia Warehouse,2016-06-17,4,27,6.75
26871,Getty Research Institute Valencia Warehouse,2016-06-20,3,16,5.333333333333333
26872,Getty Research Institute Valencia Warehouse,2016-06-21,4,16,4.0
26873,Getty Research Institute Valencia Warehouse,2016-06-22,4,24,6.0
26874,Getty Research Institute Valencia Warehouse,2016-06-23,4,18,4.5
26875,Getty Research Institute Valencia Warehouse,2016-06-24,3,22,7.333333333333333
26876,Getty Research Institute Valencia Warehouse,2016-06-27,4,18,4.5
26877,Getty Research Institute Valencia Warehouse,2016-06-28,3,20,6.666666666666667
26878,Getty Research Institute Valencia Warehouse,2016-06-29,3,26,8.666666666666666
26879,Getty Research Institute Valencia Warehouse,2016-06-30,4,24,6.0
26880,Getty Research Institute Valencia Warehouse,2016-07-01,3,16,5.333333333333333
26881,Getty Research Institute Valencia Warehouse,2016-07-05,3,26,8.666666666666666
26882,Getty Research Institute Valencia Warehouse,2016-07-06,4,30,7.5
26883,Getty Research Institute Valencia Warehouse,2016-07-07,2,17,8.5
26884,Getty Research Institute Valencia Warehouse,2016-07-08,5,29,5.8
26885,Getty Research Institute Valencia Warehouse,2016-07-11,4,28,7.0
26886,Getty Research Institute Valencia Warehouse,2016-07-12,4,34,8.5
26887,Getty Research Institute Valencia Warehouse,2016-07-13,4,20,5.0
26888,Getty Research Institute Valencia Warehouse,2016-07-14,4,15,3.75
26889,Getty Research Institute Valencia Warehouse,2016-07-15,3,24,8.0
26890,Getty Research Institute Valencia Warehouse,2016-07-18,3,19,6.333333333333333
26891,Getty Research Institute Valencia Warehouse,2016-07-19,3,27,9.0
26892,Getty Research Institute Valencia Warehouse,2016-07-20,3,19,6.333333333333333
26893,Getty Research Institute Valencia Warehouse,2016-07-21,3,17,5.666666666666667
26894,Getty Research Institute Valencia Warehouse,2016-07-22,4,19,4.75
26895,Getty Research Institute Valencia Warehouse,2016-07-25,4,19,4.75
26896,Getty Research Institute Valencia Warehouse,2016-07-26,3,30,10.0
26897,Getty Research Institute Valencia Warehouse,2016-07-27,3,30,10.0
26898,Getty Research Institute Valencia Warehouse,2016-07-28,3,26,8.666666666666666
26899,Getty Research Institute Valencia Warehouse,2016-07-29,3,17,5.666666666666667
26900,Getty Research Institute Valencia Warehouse,2016-08-01,3,29,9.666666666666666
26901,Getty Research Institute Valencia Warehouse,2016-08-02,3,12,4.0
26902,Getty Research Institute Valencia Warehouse,2016-08-03,3,26,8.666666666666666
26903,Getty Research Institute Valencia Warehouse,2016-08-04,3,22,7.333333333333333
26904,Getty Research Institute Valencia Warehouse,2016-08-05,3,25,8.333333333333334
26905,Getty Research Institute Valencia Warehouse,2016-08-08,2,10,5.0
26906,Getty Research Institute Valencia Warehouse,2016-08-09,3,19,6.333333333333333
26907,Getty Research Institute Valencia Warehouse,2016-08-10,3,10,3.3333333333333335
26908,Getty Research Institute Valencia Warehouse,2016-08-11,3,17,5.666666666666667
26909,Getty Research Institute Valencia Warehouse,2016-08-12,3,28,9.333333333333334
26910,Getty Research Institute Valencia Warehouse,2016-08-15,4,34,8.5
26911,Getty Research Institute Valencia Warehouse,2016-08-16,4,28,7.0
26912,Getty Research Institute Valencia Warehouse,2016-08-17,4,22,5.5
26913,Getty Research Institute Valencia Warehouse,2016-08-18,4,30,7.5
26914,Getty Research Institute Valencia Warehouse,2016-08-19,4,26,6.5
26915,Getty Research Institute Valencia Warehouse,2016-08-22,4,27,6.75
26916,Getty Research Institute Valencia Warehouse,2016-08-23,4,21,5.25
26917,Getty Research Institute Valencia Warehouse,2016-08-24,4,20,5.0
26918,Getty Research Institute Valencia Warehouse,2016-08-25,4,19,4.75
26919,Getty Research Institute Valencia Warehouse,2016-08-26,3,13,4.333333333333333
26920,Getty Research Institute Valencia Warehouse,2016-08-29,4,36,9.0
26921,Getty Research Institute Valencia Warehouse,2016-08-30,4,29,7.25
26922,Getty Research Institute Valencia Warehouse,2016-08-31,4,18,4.5
26923,Getty Research Institute Valencia Warehouse,2016-09-01,3,18,6.0
26924,Getty Research Institute Valencia Warehouse,2016-09-02,3,13,4.333333333333333
26925,Getty Research Institute Valencia Warehouse,2016-09-06,4,19,4.75
26926,Getty Research Institute Valencia Warehouse,2016-09-07,4,25,6.25
26927,Getty Research Institute Valencia Warehouse,2016-09-08,4,34,8.5
26928,Getty Research Institute Valencia Warehouse,2016-09-09,4,20,5.0
26929,Getty Research Institute Valencia Warehouse,2016-09-12,4,18,4.5
26930,Getty Research Institute Valencia Warehouse,2016-09-13,4,27,6.75
26931,Getty Research Institute Valencia Warehouse,2016-09-14,4,16,4.0
26932,Getty Research Institute Valencia Warehouse,2016-09-15,4,23,5.75
26933,Getty Research Institute Valencia Warehouse,2016-09-16,4,18,4.5
26934,Getty Research Institute Valencia Warehouse,2016-09-19,4,34,8.5
26935,Getty Research Institute Valencia Warehouse,2016-09-20,4,20,5.0
26936,Getty Research Institute Valencia Warehouse,2016-09-21,4,20,5.0
26937,Getty Research Institute Valencia Warehouse,2016-09-22,4,28,7.0
26938,Getty Research Institute Valencia Warehouse,2016-09-23,4,18,4.5
26939,Getty Research Institute Valencia Warehouse,2016-09-26,4,21,5.25
26940,Getty Research Institute Valencia Warehouse,2016-09-27,4,16,4.0
26941,Getty Research Institute Valencia Warehouse,2016-09-28,4,22,5.5
26942,Getty Research Institute Valencia Warehouse,2016-09-29,4,20,5.0
26943,Getty Research Institute Valencia Warehouse,2016-09-30,4,17,4.25
26944,Getty Research Institute Valencia Warehouse,2016-10-03,4,20,5.0
26945,Getty Research Institute Valencia Warehouse,2016-10-04,4,28,7.0
26946,Getty Research Institute Valencia Warehouse,2016-10-05,4,24,6.0
26947,Getty Research Institute Valencia Warehouse,2016-10-06,3,27,9.0
26948,Getty Research Institute Valencia Warehouse,2016-10-07,3,31,10.333333333333334
26949,Getty Research Institute Valencia Warehouse,2016-10-10,4,24,6.0
26950,Getty Research Institute Valencia Warehouse,2016-10-11,4,30,7.5
26951,Getty Research Institute Valencia Warehouse,2016-10-12,4,24,6.0
26952,Getty Research Institute Valencia Warehouse,2016-10-13,3,12,4.0
26953,Getty Research Institute Valencia Warehouse,2016-10-14,3,14,4.666666666666667
26954,Getty Research Institute Valencia Warehouse,2016-10-17,2,21,10.5
26955,Getty Research Institute Valencia Warehouse,2016-10-18,2,21,10.5
26956,Getty Research Institute Valencia Warehouse,2016-10-19,1,13,13.0
26957,Getty Research Institute Valencia Warehouse,2016-10-20,2,14,7.0
26958,Getty Research Institute Valencia Warehouse,2016-10-21,2,15,7.5
26959,Getty Research Institute Valencia Warehouse,2016-10-24,3,27,9.0
26960,Getty Research Institute Valencia Warehouse,2016-10-25,3,25,8.333333333333334
26961,Getty Research Institute Valencia Warehouse,2016-10-26,3,20,6.666666666666667
26962,Getty Research Institute Valencia Warehouse,2016-10-27,3,13,4.333333333333333
26963,Getty Research Institute Valencia Warehouse,2016-10-28,3,26,8.666666666666666
26964,Getty Research Institute Valencia Warehouse,2016-10-31,3,11,3.6666666666666665
26965,Getty Research Institute Valencia Warehouse,2016-11-01,3,12,4.0
26966,Getty Research Institute Valencia Warehouse,2016-11-02,3,16,5.333333333333333
26967,Getty Research Institute Valencia Warehouse,2016-11-03,3,16,5.333333333333333
26968,Getty Research Institute Valencia Warehouse,2016-11-04,3,16,5.333333333333333
26969,Getty Research Institute Valencia Warehouse,2016-11-07,3,17,5.666666666666667
26970,Getty Research Institute Valencia Warehouse,2016-11-08,2,14,7.0
26971,Getty Research Institute Valencia Warehouse,2016-11-09,2,8,4.0
26972,Getty Research Institute Valencia Warehouse,2016-11-10,2,19,9.5
26973,Getty Research Institute Valencia Warehouse,2016-11-11,2,17,8.5
26974,Getty Research Institute Valencia Warehouse,2016-11-14,2,15,7.5
26975,Getty Research Institute Valencia Warehouse,2016-11-15,2,7,3.5
26976,Getty Research Institute Valencia Warehouse,2016-11-16,1,5,5.0
26977,Getty Research Institute Valencia Warehouse,2016-11-17,2,6,3.0
26978,Getty Research Institute Valencia Warehouse,2016-11-18,2,7,3.5
26979,Getty Research Institute Valencia Warehouse,2016-11-21,2,3,1.5
26980,Getty Research Institute Valencia Warehouse,2016-11-22,2,8,4.0
26981,Getty Research Institute Valencia Warehouse,2016-11-23,2,8,4.0
26982,Getty Research Institute Valencia Warehouse,2016-11-28,3,11,3.6666666666666665
26983,Getty Research Institute Valencia Warehouse,2016-11-29,4,20,5.0
26984,Getty Research Institute Valencia Warehouse,2016-11-30,4,31,7.75
26985,Getty Research Institute Valencia Warehouse,2016-12-01,4,24,6.0
26986,Getty Research Institute Valencia Warehouse,2016-12-02,4,29,7.25
26987,Getty Research Institute Valencia Warehouse,2016-12-05,3,10,3.3333333333333335
26988,Getty Research Institute Valencia Warehouse,2016-12-06,3,11,3.6666666666666665
26989,Getty Research Institute Valencia Warehouse,2016-12-07,3,14,4.666666666666667
26990,Getty Research Institute Valencia Warehouse,2016-12-08,3,12,4.0
26991,Getty Research Institute Valencia Warehouse,2016-12-09,4,28,7.0
26992,Getty Research Institute Valencia Warehouse,2016-12-12,3,13,4.333333333333333
26993,Getty Research Institute Valencia Warehouse,2016-12-13,3,12,4.0
26994,Getty Research Institute Valencia Warehouse,2016-12-14,4,22,5.5
26995,Getty Research Institute Valencia Warehouse,2016-12-15,3,17,5.666666666666667
26996,Getty Research Institute Valencia Warehouse,2016-12-16,4,26,6.5
26997,Getty Research Institute Valencia Warehouse,2016-12-19,2,19,9.5
26998,Getty Research Institute Valencia Warehouse,2016-12-20,3,21,7.0
26999,Getty Research Institute Valencia Warehouse,2016-12-21,3,22,7.333333333333333
27000,Getty Research Institute Valencia Warehouse,2016-12-22,3,19,6.333333333333333
27001,Getty Research Institute Valencia Warehouse,2016-12-23,3,6,2.0
27002,Getty Research Institute Valencia Warehouse,2017-01-03,2,6,3.0
27003,Getty Research Institute Valencia Warehouse,2017-01-04,3,19,6.333333333333333
27004,Getty Research Institute Valencia Warehouse,2017-01-05,3,15,5.0
27005,Getty Research Institute Valencia Warehouse,2017-01-06,3,13,4.333333333333333
27006,Getty Research Institute Valencia Warehouse,2017-01-09,3,16,5.333333333333333
27007,Getty Research Institute Valencia Warehouse,2017-01-10,3,16,5.333333333333333
27008,Getty Research Institute Valencia Warehouse,2017-01-11,3,13,4.333333333333333
27009,Getty Research Institute Valencia Warehouse,2017-01-12,3,13,4.333333333333333
27010,Getty Research Institute Valencia Warehouse,2017-01-13,3,11,3.6666666666666665
27011,Getty Research Institute Valencia Warehouse,2017-01-17,3,15,5.0
27012,Getty Research Institute Valencia Warehouse,2017-01-18,3,15,5.0
27013,Getty Research Institute Valencia Warehouse,2017-01-19,2,9,4.5
27014,Getty Research Institute Valencia Warehouse,2017-01-20,3,10,3.3333333333333335
27015,Getty Research Institute Valencia Warehouse,2017-01-23,4,9,2.25
27016,Getty Research Institute Valencia Warehouse,2017-01-24,3,7,2.3333333333333335
27017,Getty Research Institute Valencia Warehouse,2017-01-25,4,9,2.25
27018,Getty Research Institute Valencia Warehouse,2017-01-26,3,8,2.6666666666666665
27019,Getty Research Institute Valencia Warehouse,2017-01-27,4,11,2.75
27020,Getty Research Institute Valencia Warehouse,2017-01-30,4,11,2.75
27021,Getty Research Institute Valencia Warehouse,2017-01-31,4,8,2.0
27022,Getty Research Institute Valencia Warehouse,2017-02-01,4,7,1.75
27023,Getty Research Institute Valencia Warehouse,2017-02-02,4,7,1.75
27024,Getty Research Institute Valencia Warehouse,2017-02-03,4,5,1.25
27025,Getty Research Institute Valencia Warehouse,2017-02-06,4,9,2.25
27026,Getty Research Institute Valencia Warehouse,2017-02-07,4,9,2.25
27027,Getty Research Institute Valencia Warehouse,2017-02-08,3,5,1.6666666666666667
27028,Getty Research Institute Valencia Warehouse,2017-02-09,3,5,1.6666666666666667
27029,Getty Research Institute Valencia Warehouse,2017-02-10,3,4,1.3333333333333333
27030,Getty Research Institute Valencia Warehouse,2017-02-13,4,7,1.75
27031,Getty Research Institute Valencia Warehouse,2017-02-14,4,8,2.0
27032,Getty Research Institute Valencia Warehouse,2017-02-15,4,8,2.0
27033,Getty Research Institute Valencia Warehouse,2017-02-16,4,7,1.75
27034,Getty Research Institute Valencia Warehouse,2017-02-17,4,10,2.5
27035,Getty Research Institute Valencia Warehouse,2017-02-21,3,12,4.0
27036,Getty Research Institute Valencia Warehouse,2017-02-22,4,14,3.5
27037,Getty Research Institute Valencia Warehouse,2017-02-23,4,9,2.25
27038,Getty Research Institute Valencia Warehouse,2017-02-24,3,7,2.3333333333333335
27039,Getty Research Institute Valencia Warehouse,2017-02-27,4,9,2.25
27040,Getty Research Institute Valencia Warehouse,2017-02-28,4,9,2.25
27041,Getty Research Institute Valencia Warehouse,2017-03-01,4,10,2.5
27042,Getty Research Institute Valencia Warehouse,2017-03-02,3,9,3.0
27043,Getty Research Institute Valencia Warehouse,2017-03-03,2,5,2.5
27044,Getty Research Institute Valencia Warehouse,2017-03-06,4,11,2.75
27045,Getty Research Institute Valencia Warehouse,2017-03-07,4,10,2.5
27046,Getty Research Institute Valencia Warehouse,2017-03-08,4,12,3.0
27047,Getty Research Institute Valencia Warehouse,2017-03-09,4,9,2.25
27048,Getty Research Institute Valencia Warehouse,2017-03-10,3,7,2.3333333333333335
27049,Getty Research Institute Valencia Warehouse,2017-03-13,4,9,2.25
27050,Getty Research Institute Valencia Warehouse,2017-03-14,4,11,2.75
27051,Getty Research Institute Valencia Warehouse,2017-03-15,4,13,3.25
27052,Getty Research Institute Valencia Warehouse,2017-03-16,3,11,3.6666666666666665
27053,Getty Research Institute Valencia Warehouse,2017-03-17,4,13,3.25
27054,Getty Research Institute Valencia Warehouse,2017-03-20,4,11,2.75
27055,Getty Research Institute Valencia Warehouse,2017-03-21,3,10,3.3333333333333335
27056,Getty Research Institute Valencia Warehouse,2017-03-22,4,10,2.5
27057,Getty Research Institute Valencia Warehouse,2017-03-23,4,11,2.75
27058,Getty Research Institute Valencia Warehouse,2017-03-24,4,14,3.5
27059,Getty Research Institute Valencia Warehouse,2017-03-27,4,16,4.0
27060,Getty Research Institute Valencia Warehouse,2017-03-28,4,15,3.75
27061,Getty Research Institute Valencia Warehouse,2017-03-29,3,11,3.6666666666666665
27062,Getty Research Institute Valencia Warehouse,2017-03-30,4,14,3.5
27063,Getty Research Institute Valencia Warehouse,2017-03-31,4,10,2.5
27064,Getty Research Institute Valencia Warehouse,2017-04-03,4,13,3.25
27065,Getty Research Institute Valencia Warehouse,2017-04-04,3,7,2.3333333333333335
27066,Getty Research Institute Valencia Warehouse,2017-04-05,3,10,3.3333333333333335
27067,Getty Research Institute Valencia Warehouse,2017-04-06,3,9,3.0
27068,Getty Research Institute Valencia Warehouse,2017-04-07,3,10,3.3333333333333335
27069,Getty Research Institute Valencia Warehouse,2017-04-10,2,6,3.0
27070,Getty Research Institute Valencia Warehouse,2017-04-11,3,8,2.6666666666666665
27071,Getty Research Institute Valencia Warehouse,2017-04-12,3,9,3.0
27072,Getty Research Institute Valencia Warehouse,2017-04-13,3,8,2.6666666666666665
27073,Getty Research Institute Valencia Warehouse,2017-04-14,3,15,5.0
27074,Getty Research Institute Valencia Warehouse,2017-04-17,1,3,3.0
27075,Getty Research Institute Valencia Warehouse,2017-04-18,2,7,3.5
27076,Getty Research Institute Valencia Warehouse,2017-04-19,1,3,3.0
27077,Getty Research Institute Valencia Warehouse,2017-04-20,2,7,3.5
27078,Getty Research Institute Valencia Warehouse,2017-04-21,2,2,1.0
27079,Getty Research Institute Valencia Warehouse,2017-04-24,3,9,3.0
27080,Getty Research Institute Valencia Warehouse,2017-04-25,3,10,3.3333333333333335
27081,Getty Research Institute Valencia Warehouse,2017-04-26,3,6,2.0
27082,Getty Research Institute Valencia Warehouse,2017-04-27,3,11,3.6666666666666665
27083,Getty Research Institute Valencia Warehouse,2017-04-28,3,8,2.6666666666666665
27084,Getty Research Institute Valencia Warehouse,2017-05-01,2,7,3.5
27085,Getty Research Institute Valencia Warehouse,2017-05-02,3,9,3.0
27086,Getty Research Institute Valencia Warehouse,2017-05-03,3,6,2.0
27087,Getty Research Institute Valencia Warehouse,2017-05-04,3,7,2.3333333333333335
27088,Getty Research Institute Valencia Warehouse,2017-05-05,3,8,2.6666666666666665
27089,Getty Research Institute Valencia Warehouse,2017-05-08,3,23,7.666666666666667
27090,Getty Research Institute Valencia Warehouse,2017-05-09,3,18,6.0
27091,Getty Research Institute Valencia Warehouse,2017-05-10,2,16,8.0
27092,Getty Research Institute Valencia Warehouse,2017-05-11,3,55,18.333333333333332
27093,Getty Research Institute Valencia Warehouse,2017-05-12,1,9,9.0
27094,Getty Research Institute Valencia Warehouse,2017-05-15,3,33,11.0
27095,Getty Research Institute Valencia Warehouse,2017-05-16,3,19,6.333333333333333
27096,Getty Research Institute Valencia Warehouse,2017-05-17,3,30,10.0
27097,Getty Research Institute Valencia Warehouse,2017-05-18,3,30,10.0
27098,Getty Research Institute Valencia Warehouse,2017-05-19,2,6,3.0
27099,Getty Research Institute Valencia Warehouse,2017-05-22,1,2,2.0
27100,Getty Research Institute Valencia Warehouse,2017-05-23,1,3,3.0
27101,Getty Research Institute Valencia Warehouse,2017-05-24,1,4,4.0
27102,Getty Research Institute Valencia Warehouse,2017-05-25,2,19,9.5
27103,Getty Research Institute Valencia Warehouse,2017-05-26,2,12,6.0
27104,Getty Research Institute Valencia Warehouse,2017-05-30,2,22,11.0
27105,Getty Research Institute Valencia Warehouse,2017-05-31,1,2,2.0
27106,Getty Research Institute Valencia Warehouse,2017-06-01,3,24,8.0
27107,Getty Research Institute Valencia Warehouse,2017-06-02,3,21,7.0
27108,Getty Research Institute Valencia Warehouse,2017-06-05,2,9,4.5
27109,Getty Research Institute Valencia Warehouse,2017-06-06,3,42,14.0
27110,Getty Research Institute Valencia Warehouse,2017-06-07,3,12,4.0
27111,Getty Research Institute Valencia Warehouse,2017-06-08,3,18,6.0
27112,Getty Research Institute Valencia Warehouse,2017-06-09,1,4,4.0
27113,Getty Research Institute Valencia Warehouse,2017-06-12,3,8,2.6666666666666665
27114,Getty Research Institute Valencia Warehouse,2017-06-13,2,7,3.5
27115,Getty Research Institute Valencia Warehouse,2017-06-14,2,6,3.0
27116,Getty Research Institute Valencia Warehouse,2017-06-15,2,7,3.5
27117,Getty Research Institute Valencia Warehouse,2017-06-16,2,2,1.0
27118,Getty Research Institute Valencia Warehouse,2017-06-19,3,12,4.0
27119,Getty Research Institute Valencia Warehouse,2017-06-20,2,8,4.0
27120,Getty Research Institute Valencia Warehouse,2017-06-21,2,2,1.0
27121,Getty Research Institute Valencia Warehouse,2017-06-23,2,6,3.0
27122,Getty Research Institute Valencia Warehouse,2017-06-26,2,8,4.0
27123,Getty Research Institute Valencia Warehouse,2017-06-28,1,7,7.0
27124,Getty Research Institute Valencia Warehouse,2017-06-29,1,2,2.0
27125,Getty Research Institute Valencia Warehouse,2017-06-30,2,6,3.0
27126,Getty Research Institute Valencia Warehouse,2017-07-03,1,4,4.0
27127,Getty Research Institute Valencia Warehouse,2017-07-05,2,3,1.5
27128,Getty Research Institute Valencia Warehouse,2017-07-06,2,4,2.0
27129,Getty Research Institute Valencia Warehouse,2017-07-07,2,4,2.0
27130,Getty Research Institute Valencia Warehouse,2017-07-10,2,12,6.0
27131,Getty Research Institute Valencia Warehouse,2017-07-11,2,6,3.0
27132,Getty Research Institute Valencia Warehouse,2017-07-12,2,5,2.5
27133,Getty Research Institute Valencia Warehouse,2017-07-13,1,5,5.0
27134,Getty Research Institute Valencia Warehouse,2017-07-14,2,7,3.5
27135,Getty Research Institute Valencia Warehouse,2017-07-17,1,3,3.0
27136,Getty Research Institute Valencia Warehouse,2017-07-18,3,7,2.3333333333333335
