,name,month_year,books_scanned
2444,National Library of Scotland,2008-09,161
2445,National Library of Scotland,2008-10,278
2446,National Library of Scotland,2008-11,126
2447,National Library of Scotland,2008-12,259
2448,National Library of Scotland,2009-01,177
2449,National Library of Scotland,2009-02,156
2450,National Library of Scotland,2009-03,120
2451,National Library of Scotland,2009-04,381
2452,National Library of Scotland,2009-05,157
2453,National Library of Scotland,2009-06,91
2454,National Library of Scotland,2009-07,233
2455,National Library of Scotland,2009-08,127
2456,National Library of Scotland,2009-10,25
2457,National Library of Scotland,2009-11,17
2458,National Library of Scotland,2009-12,17
2459,National Library of Scotland,2010-01,8
2460,National Library of Scotland,2010-02,29
2461,National Library of Scotland,2010-03,17
2462,National Library of Scotland,2010-04,11
2463,National Library of Scotland,2010-05,17
2464,National Library of Scotland,2010-06,43
2465,National Library of Scotland,2010-07,48
2466,National Library of Scotland,2010-08,55
2467,National Library of Scotland,2010-09,114
2468,National Library of Scotland,2010-10,193
2469,National Library of Scotland,2010-11,101
2470,National Library of Scotland,2010-12,61
2471,National Library of Scotland,2011-01,176
2472,National Library of Scotland,2011-02,130
2473,National Library of Scotland,2011-03,33
2474,National Library of Scotland,2011-04,29
2475,National Library of Scotland,2011-05,41
2476,National Library of Scotland,2011-06,48
2477,National Library of Scotland,2011-07,19
2478,National Library of Scotland,2011-08,18
2479,National Library of Scotland,2011-09,32
2480,National Library of Scotland,2011-10,30
2481,National Library of Scotland,2011-11,159
2482,National Library of Scotland,2011-12,116
2483,National Library of Scotland,2012-01,125
2484,National Library of Scotland,2012-02,138
2485,National Library of Scotland,2012-03,53
2486,National Library of Scotland,2012-04,75
2487,National Library of Scotland,2012-05,23
2488,National Library of Scotland,2012-06,24
2489,National Library of Scotland,2012-07,32
2490,National Library of Scotland,2012-08,68
2491,National Library of Scotland,2012-09,32
2492,National Library of Scotland,2012-10,29
2493,National Library of Scotland,2012-11,63
2494,National Library of Scotland,2012-12,28
2495,National Library of Scotland,2013-01,13
2496,National Library of Scotland,2013-02,23
2497,National Library of Scotland,2013-03,66
2498,National Library of Scotland,2013-04,50
2499,National Library of Scotland,2013-05,9
2500,National Library of Scotland,2013-06,15
2501,National Library of Scotland,2013-07,20
2502,National Library of Scotland,2013-08,16
2503,National Library of Scotland,2013-09,19
2504,National Library of Scotland,2013-10,28
2505,National Library of Scotland,2013-11,16
2506,National Library of Scotland,2013-12,25
2507,National Library of Scotland,2014-01,24
2508,National Library of Scotland,2014-02,16
2510,"Natural History Museum Library, London",2002-01,1
2511,"Natural History Museum Library, London",2007-03,32
2512,"Natural History Museum Library, London",2007-04,116
2513,"Natural History Museum Library, London",2007-05,74
2514,"Natural History Museum Library, London",2007-06,97
2515,"Natural History Museum Library, London",2007-07,110
2516,"Natural History Museum Library, London",2007-08,110
2517,"Natural History Museum Library, London",2007-09,97
2518,"Natural History Museum Library, London",2007-10,120
2519,"Natural History Museum Library, London",2007-11,110
2520,"Natural History Museum Library, London",2007-12,33
2521,"Natural History Museum Library, London",2008-01,25
2522,"Natural History Museum Library, London",2008-02,86
2523,"Natural History Museum Library, London",2008-03,75
2524,"Natural History Museum Library, London",2008-04,146
2525,"Natural History Museum Library, London",2008-05,131
2526,"Natural History Museum Library, London",2008-06,170
2527,"Natural History Museum Library, London",2008-07,146
2528,"Natural History Museum Library, London",2008-08,112
2529,"Natural History Museum Library, London",2008-09,205
2530,"Natural History Museum Library, London",2008-10,170
2531,"Natural History Museum Library, London",2008-11,145
2532,"Natural History Museum Library, London",2008-12,99
2533,"Natural History Museum Library, London",2009-01,68
2534,"Natural History Museum Library, London",2009-02,131
2535,"Natural History Museum Library, London",2009-03,173
2536,"Natural History Museum Library, London",2009-04,170
2537,"Natural History Museum Library, London",2009-05,150
2538,"Natural History Museum Library, London",2009-06,100
2539,"Natural History Museum Library, London",2009-07,137
2540,"Natural History Museum Library, London",2009-08,85
2541,"Natural History Museum Library, London",2009-09,139
2542,"Natural History Museum Library, London",2009-10,128
2543,"Natural History Museum Library, London",2009-11,83
2544,"Natural History Museum Library, London",2009-12,50
2545,"Natural History Museum Library, London",2010-01,57
2546,"Natural History Museum Library, London",2010-02,75
2547,"Natural History Museum Library, London",2010-03,82
2548,"Natural History Museum Library, London",2010-04,32
2549,"Natural History Museum Library, London",2010-05,38
2550,"Natural History Museum Library, London",2010-06,112
2551,"Natural History Museum Library, London",2010-07,93
2552,"Natural History Museum Library, London",2010-08,140
2553,"Natural History Museum Library, London",2010-09,151
2554,"Natural History Museum Library, London",2010-10,3
2555,"Natural History Museum Library, London",2010-12,1
2556,"Natural History Museum Library, London",2011-03,54
2557,"Natural History Museum Library, London",2011-04,34
2558,"Natural History Museum Library, London",2011-05,28
2559,"Natural History Museum Library, London",2011-06,68
2560,"Natural History Museum Library, London",2011-07,56
2561,"Natural History Museum Library, London",2011-08,76
2562,"Natural History Museum Library, London",2011-09,43
2563,"Natural History Museum Library, London",2011-10,31
2564,"Natural History Museum Library, London",2011-11,42
2565,"Natural History Museum Library, London",2011-12,33
2566,"Natural History Museum Library, London",2012-05,3
2567,"Natural History Museum Library, London",2012-06,10
2568,"Natural History Museum Library, London",2012-07,20
2569,"Natural History Museum Library, London",2012-08,26
2570,"Natural History Museum Library, London",2012-09,53
2571,"Natural History Museum Library, London",2012-10,23
2572,"Natural History Museum Library, London",2012-11,116
2573,"Natural History Museum Library, London",2012-12,31
2574,"Natural History Museum Library, London",2013-01,50
2575,"Natural History Museum Library, London",2013-02,25
2576,"Natural History Museum Library, London",2013-03,41
2577,"Natural History Museum Library, London",2013-04,46
2578,"Natural History Museum Library, London",2013-05,51
2579,"Natural History Museum Library, London",2013-06,27
2580,"Natural History Museum Library, London",2013-07,28
2581,"Natural History Museum Library, London",2013-08,63
2582,"Natural History Museum Library, London",2013-09,90
2583,"Natural History Museum Library, London",2013-10,50
2584,"Natural History Museum Library, London",2013-11,26
2585,"Natural History Museum Library, London",2013-12,24
2586,"Natural History Museum Library, London",2014-01,72
2587,"Natural History Museum Library, London",2014-02,119
2588,"Natural History Museum Library, London",2014-03,26
2589,"Natural History Museum Library, London",2014-04,136
2590,"Natural History Museum Library, London",2014-05,171
2591,"Natural History Museum Library, London",2014-06,13
2592,"Natural History Museum Library, London",2014-07,62
2593,"Natural History Museum Library, London",2014-08,49
2594,"Natural History Museum Library, London",2014-09,45
2595,"Natural History Museum Library, London",2014-10,26
2596,"Natural History Museum Library, London",2014-11,39
2597,"Natural History Museum Library, London",2014-12,30
2598,"Natural History Museum Library, London",2015-01,83
2599,"Natural History Museum Library, London",2015-02,87
2600,"Natural History Museum Library, London",2015-03,68
2601,"Natural History Museum Library, London",2015-04,124
2602,"Natural History Museum Library, London",2015-05,62
2603,"Natural History Museum Library, London",2015-06,52
2604,"Natural History Museum Library, London",2015-07,71
2605,"Natural History Museum Library, London",2015-08,69
2606,"Natural History Museum Library, London",2015-09,107
2607,"Natural History Museum Library, London",2015-10,65
2608,"Natural History Museum Library, London",2015-11,80
2609,"Natural History Museum Library, London",2015-12,109
2610,"Natural History Museum Library, London",2016-01,68
2611,"Natural History Museum Library, London",2016-02,51
2612,"Natural History Museum Library, London",2016-03,22
2613,"Natural History Museum Library, London",2016-04,48
2614,"Natural History Museum Library, London",2016-05,110
2615,"Natural History Museum Library, London",2016-06,86
2616,"Natural History Museum Library, London",2016-07,86
2617,"Natural History Museum Library, London",2016-08,74
2618,"Natural History Museum Library, London",2016-09,145
2619,"Natural History Museum Library, London",2016-10,160
2620,"Natural History Museum Library, London",2016-11,167
2621,"Natural History Museum Library, London",2016-12,16
2622,"Natural History Museum Library, London",2017-05,18
2623,"Natural History Museum Library, London",2017-06,97
2624,"Natural History Museum Library, London",2017-07,127
2625,"Natural History Museum Library, London",2017-08,102
2626,"Natural History Museum Library, London",2017-09,18
2627,"Natural History Museum Library, London",2017-10,6
2628,"Natural History Museum Library, London",2017-11,29
2629,"Natural History Museum Library, London",2017-12,16
2630,"Natural History Museum Library, London",2018-01,52
2631,"Natural History Museum Library, London",2018-02,40
2632,"Natural History Museum Library, London",2018-03,20
2633,"Natural History Museum Library, London",2018-04,44
2634,"Natural History Museum Library, London",2018-05,125
2635,"Natural History Museum Library, London",2018-06,56
2636,"Natural History Museum Library, London",2018-07,75
2637,"Natural History Museum Library, London",2018-08,75
2638,"Natural History Museum Library, London",2018-09,115
2639,"Natural History Museum Library, London",2018-10,77
2640,"Natural History Museum Library, London",2018-11,15
2641,"Natural History Museum Library, London",2018-12,12
2642,"Natural History Museum Library, London",2019-01,39
2643,"Natural History Museum Library, London",2019-02,87
2644,"Natural History Museum Library, London",2019-03,89
2645,"Natural History Museum Library, London",2019-04,63
2646,"Natural History Museum Library, London",2019-05,53
2647,"Natural History Museum Library, London",2019-06,55
2648,"Natural History Museum Library, London",2019-07,70
2649,"Natural History Museum Library, London",2019-08,36
2650,"Natural History Museum Library, London",2019-09,22
2651,"Natural History Museum Library, London",2019-10,16
2652,"Natural History Museum Library, London",2019-11,20
2653,"Natural History Museum Library, London",2019-12,29
2654,"Natural History Museum Library, London",2020-01,38
2655,"Natural History Museum Library, London",2020-02,42
2656,"Natural History Museum Library, London",2020-03,15
2657,"Natural History Museum Library, London",2020-09,28
2658,"Natural History Museum Library, London",2020-10,81
2659,"Natural History Museum Library, London",2020-11,28
2660,"Natural History Museum Library, London",2020-12,40
2661,"Natural History Museum Library, London",2022-01,49
2662,"Natural History Museum Library, London",2022-02,56
2663,"Natural History Museum Library, London",2022-11,1
2665,New York Botanical Garden,2016-11,1
2666,New York Botanical Garden,2017-02,7
2667,New York Botanical Garden,2017-04,15
2668,New York Botanical Garden,2017-05,1
2669,New York Botanical Garden,2017-09,2
2670,New York Botanical Garden,2017-12,10
2671,New York Botanical Garden,2018-01,1
2672,New York Botanical Garden,2020-03,1
2673,North Carolina State University,2008-01,1
2674,North Carolina State University,2008-02,38
2675,North Carolina State University,2008-03,77
2676,North Carolina State University,2008-04,92
2677,North Carolina State University,2008-05,79
2678,North Carolina State University,2008-06,46
2679,North Carolina State University,2008-07,40
2680,North Carolina State University,2008-08,39
2681,North Carolina State University,2008-09,76
2682,North Carolina State University,2008-10,86
2683,North Carolina State University,2008-11,136
2684,North Carolina State University,2008-12,125
2685,North Carolina State University,2009-01,182
2686,North Carolina State University,2009-02,114
2687,North Carolina State University,2009-03,95
2688,North Carolina State University,2009-04,141
2689,North Carolina State University,2009-05,131
2690,North Carolina State University,2009-06,132
2691,North Carolina State University,2009-07,124
2692,North Carolina State University,2009-08,114
2693,North Carolina State University,2009-09,130
2694,North Carolina State University,2009-10,266
2695,North Carolina State University,2009-11,221
2696,North Carolina State University,2009-12,159
2697,North Carolina State University,2010-01,166
2698,North Carolina State University,2010-02,174
2699,North Carolina State University,2010-03,213
2701,Oberlin College Libraries,2015-11,6
2702,Oberlin College Libraries,2015-12,46
2703,Oberlin College Libraries,2016-01,127
2704,Oberlin College Libraries,2016-02,157
2705,Oberlin College Libraries,2016-03,124
2706,Oberlin College Libraries,2016-04,62
2707,Oberlin College Libraries,2016-05,13
2708,Oberlin College Libraries,2016-06,13
2709,Oberlin College Libraries,2016-07,76
2710,Oberlin College Libraries,2016-08,61
2711,Oberlin College Libraries,2016-09,7
2712,Oberlin College Libraries,2016-10,8
2713,Oberlin College Libraries,2016-11,9
2714,Oberlin College Libraries,2016-12,14
2715,Oberlin College Libraries,2017-01,10
2716,Oberlin College Libraries,2017-02,5
2717,Oberlin College Libraries,2017-03,4
2718,Oberlin College Libraries,2017-04,6
2719,Oberlin College Libraries,2017-05,18
2720,Oberlin College Libraries,2017-06,2
2721,Oberlin College Libraries,2017-09,19
2722,Oberlin College Libraries,2017-10,3
2723,Oberlin College Libraries,2017-11,15
2724,Oberlin College Libraries,2017-12,16
2725,Oberlin College Libraries,2018-01,17
2726,Oberlin College Libraries,2018-02,34
2727,Oberlin College Libraries,2018-03,13
2728,Oberlin College Libraries,2018-04,3
2729,Oberlin College Libraries,2018-06,2
2730,Oberlin College Libraries,2018-07,2
2731,Oberlin College Libraries,2018-08,1
2732,Oberlin College Libraries,2018-11,1
2733,Oberlin College Libraries,2019-01,32
2734,Oberlin College Libraries,2019-02,1
2735,Oberlin College Libraries,2019-03,17
2736,Oberlin College Libraries,2019-04,49
2737,Oberlin College Libraries,2019-05,53
2738,Oberlin College Libraries,2019-07,10
2739,Oberlin College Libraries,2019-08,93
2740,Oberlin College Libraries,2019-09,96
2741,Oberlin College Libraries,2019-10,69
2742,Oberlin College Libraries,2019-11,84
2743,Oberlin College Libraries,2019-12,70
2744,Oberlin College Libraries,2020-02,58
2745,Oberlin College Libraries,2020-03,7
2746,Oberlin College Libraries,2020-08,1
2747,Oberlin College Libraries,2020-09,18
2748,Oberlin College Libraries,2020-10,34
2749,Oberlin College Libraries,2020-11,22
2750,Oberlin College Libraries,2020-12,10
2751,Oberlin College Libraries,2021-01,17
2752,Oberlin College Libraries,2021-02,2
2753,Oberlin College Libraries,2021-03,7
2754,Oberlin College Libraries,2021-06,4
2755,Oberlin College Libraries,2021-07,20
2756,Oberlin College Libraries,2021-08,11
2757,Oberlin College Libraries,2021-11,2
2758,Oberlin College Libraries,2022-01,7
2759,Oberlin College Libraries,2022-03,1
2760,Oberlin College Libraries,2022-04,3
2761,Oberlin College Libraries,2022-05,2
2762,Oberlin College Libraries,2022-06,3
2763,Oberlin College Libraries,2022-07,1
2764,Oberlin College Libraries,2022-09,2
2765,Oberlin College Libraries,2022-11,1
2766,Oberlin College Libraries,2022-12,1
2767,Oberlin College Libraries,2023-01,33
2768,Oberlin College Libraries,2023-02,14
2769,Oberlin College Libraries,2023-03,1
2770,Oberlin College Libraries,2023-04,1
2771,Oberlin College Libraries,2023-05,2
2774,Peabody Essex Museum,2019-02,4
2775,Peabody Essex Museum,2019-10,1
2776,Peabody Essex Museum,2019-11,1
2778,Perkins School for the Blind,2015-10,2
2779,Perkins School for the Blind,2015-11,4
2780,Perkins School for the Blind,2015-12,2
2781,Perkins School for the Blind,2016-01,2
2782,Perkins School for the Blind,2016-02,1
2783,Perkins School for the Blind,2016-03,9
2784,Perkins School for the Blind,2016-04,2
2785,Perkins School for the Blind,2016-09,1
2786,Perkins School for the Blind,2016-12,2
2787,Perkins School for the Blind,2017-01,2
2788,Perkins School for the Blind,2017-02,3
2789,Perkins School for the Blind,2017-03,4
2790,Perkins School for the Blind,2017-04,9
2791,Perkins School for the Blind,2017-05,9
2792,Perkins School for the Blind,2017-07,1
2793,Perkins School for the Blind,2017-09,1
2794,Perkins School for the Blind,2017-10,1
2795,Perkins School for the Blind,2017-11,1
2796,Perkins School for the Blind,2017-12,3
2797,Perkins School for the Blind,2018-01,4
2798,Perkins School for the Blind,2018-03,3
2799,Perkins School for the Blind,2018-04,1
2800,Perkins School for the Blind,2018-09,2
2801,Perkins School for the Blind,2019-09,8
2802,Perkins School for the Blind,2019-11,4
2803,Perpustakaan Provinsi Bali,2012-02,89
2804,Perpustakaan Provinsi Bali,2012-03,190
2805,Perpustakaan Provinsi Bali,2012-04,94
2806,Perpustakaan Provinsi Bali,2012-05,125
2807,Perpustakaan Provinsi Bali,2012-06,62
2809,Princeton University,2002-01,78
2810,Princeton University,2002-02,117
2811,Princeton University,2002-03,147
2812,Princeton University,2002-04,61
2813,Princeton University,2008-03,1
2814,Princeton University,2008-04,152
2815,Princeton University,2008-05,835
2816,Princeton University,2008-06,1640
2817,Princeton University,2008-07,1582
2818,Princeton University,2008-08,1201
2819,Princeton University,2008-09,1337
2820,Princeton University,2008-10,1149
2821,Princeton University,2008-11,655
2822,Princeton University,2008-12,812
2823,Princeton University,2009-01,913
2824,Princeton University,2009-02,793
2825,Princeton University,2009-03,901
2826,Princeton University,2009-04,965
2827,Princeton University,2009-05,962
2828,Princeton University,2009-06,723
2829,Princeton University,2009-07,820
2830,Princeton University,2009-08,591
2831,Princeton University,2009-09,309
2832,Princeton University,2009-10,467
2833,Princeton University,2009-11,476
2834,Princeton University,2009-12,469
2835,Princeton University,2010-01,367
2836,Princeton University,2010-02,242
2837,Princeton University,2010-03,637
2838,Princeton University,2010-04,745
2839,Princeton University,2010-05,1076
2840,Princeton University,2010-06,1351
2841,Princeton University,2010-07,859
2842,Princeton University,2010-08,997
2843,Princeton University,2010-09,1434
2844,Princeton University,2010-10,1178
2845,Princeton University,2010-11,1140
2846,Princeton University,2010-12,897
2847,Princeton University,2011-01,1254
2848,Princeton University,2011-02,1464
2849,Princeton University,2011-03,1917
2850,Princeton University,2011-04,1117
2851,Princeton University,2011-05,898
2852,Princeton University,2011-06,1664
2853,Princeton University,2011-07,785
2854,Princeton University,2011-08,2859
2855,Princeton University,2011-09,2052
2856,Princeton University,2011-10,1616
2857,Princeton University,2011-11,1098
2858,Princeton University,2011-12,638
2859,Princeton University,2012-01,1321
2860,Princeton University,2012-02,1939
2861,Princeton University,2012-03,1991
2862,Princeton University,2012-04,1796
2863,Princeton University,2012-05,3664
2864,Princeton University,2012-06,1829
2865,Princeton University,2012-07,1435
2866,Princeton University,2012-08,2105
2867,Princeton University,2012-09,1965
2868,Princeton University,2012-10,1922
2869,Princeton University,2012-11,1793
2870,Princeton University,2012-12,1062
2871,Princeton University,2013-01,2106
2872,Princeton University,2013-02,1264
2873,Princeton University,2013-03,1826
2874,Princeton University,2013-04,2404
2875,Princeton University,2013-05,1329
2876,Princeton University,2013-06,1143
2877,Princeton University,2013-07,1469
2878,Princeton University,2013-08,2562
2879,Princeton University,2013-09,1029
2880,Princeton University,2013-10,982
2881,Princeton University,2013-11,1116
2882,Princeton University,2013-12,1381
2883,Princeton University,2014-01,1546
2884,Princeton University,2014-02,1096
2885,Princeton University,2014-03,1776
2886,Princeton University,2014-04,1162
2887,Princeton University,2014-05,804
2888,Princeton University,2014-06,1713
2889,Princeton University,2014-07,1239
2890,Princeton University,2014-08,1758
2891,Princeton University,2014-09,2796
2892,Princeton University,2014-10,1807
2893,Princeton University,2014-11,2364
2894,Princeton University,2014-12,3428
2895,Princeton University,2015-01,3682
2896,Princeton University,2015-02,2763
2897,Princeton University,2015-03,1088
2898,Princeton University,2015-04,4736
2899,Princeton University,2015-05,1875
2900,Princeton University,2015-06,3958
2901,Princeton University,2015-07,1041
2902,Princeton University,2015-08,1819
2903,Princeton University,2015-09,2674
2904,Princeton University,2015-10,1139
2905,Princeton University,2015-11,666
2906,Princeton University,2015-12,790
2907,Princeton University,2016-01,1398
2908,Princeton University,2016-02,1212
2909,Princeton University,2016-03,1972
2910,Princeton University,2016-04,2410
2911,Princeton University,2016-05,2002
2912,Princeton University,2016-06,1536
2913,Princeton University,2016-07,944
2914,Princeton University,2016-08,886
2915,Princeton University,2016-09,902
2916,Princeton University,2016-10,901
2917,Princeton University,2016-11,432
2918,Princeton University,2016-12,557
2919,Princeton University,2017-01,1024
2920,Princeton University,2017-02,242
2921,Princeton University,2017-03,463
2922,Princeton University,2017-04,1042
2923,Princeton University,2017-05,624
2924,Princeton University,2017-06,914
2925,Princeton University,2017-07,545
2926,Princeton University,2017-08,933
2927,Princeton University,2017-09,725
2928,Princeton University,2017-10,1705
2929,Princeton University,2017-11,2311
2930,Princeton University,2017-12,404
2931,Princeton University,2018-01,909
2932,Princeton University,2018-02,1082
2933,Princeton University,2018-03,493
2934,Princeton University,2018-04,771
2935,Princeton University,2018-05,1100
2936,Princeton University,2018-06,1064
2937,Princeton University,2018-07,1673
2938,Princeton University,2018-08,1941
2939,Princeton University,2018-09,1797
2940,Princeton University,2018-10,494
2941,Princeton University,2018-11,743
2942,Princeton University,2018-12,367
2943,Princeton University,2019-01,636
2944,Princeton University,2019-02,377
2945,Princeton University,2019-03,614
2946,Princeton University,2019-04,428
2947,Princeton University,2019-05,243
2948,Princeton University,2019-06,53
2949,Princeton University,2019-07,449
2950,Princeton University,2019-08,394
2951,Princeton University,2019-09,973
2952,Princeton University,2019-10,819
2953,Princeton University,2019-11,100
2954,Princeton University,2019-12,51
2955,Princeton University,2020-01,493
2956,Princeton University,2020-02,508
2957,Princeton University,2020-03,1
2958,Princeton University,2020-09,49
2959,Princeton University,2020-10,637
2960,Princeton University,2020-11,848
2961,Princeton University,2021-01,75
2962,Princeton University,2021-02,25
2963,Princeton University,2021-03,361
2964,Princeton University,2021-04,61
2965,Princeton University,2021-05,80
2966,Princeton University,2021-06,338
2967,Princeton University,2021-07,205
2968,Princeton University,2021-08,243
2969,Princeton University,2021-09,567
2970,Princeton University,2021-10,135
2971,Princeton University,2021-11,96
2972,Princeton University,2021-12,360
2973,Princeton University,2022-01,447
2974,Princeton University,2022-02,332
2975,Princeton University,2022-03,616
2976,Princeton University,2022-04,691
2977,Princeton University,2022-05,938
2978,Princeton University,2022-06,450
2979,Princeton University,2022-07,444
2980,Princeton University,2022-08,420
2981,Princeton University,2022-09,485
2982,Princeton University,2022-10,76
2983,Princeton University,2022-11,54
2984,Princeton University,2022-12,189
2985,Princeton University,2023-01,1176
2986,Princeton University,2023-02,242
2987,Princeton University,2023-03,360
2988,Princeton University,2023-04,323
2989,Princeton University,2023-05,725
2990,Princeton University,2023-06,26
2993,Research Institute of Korean Studies,2016-05,2
2994,Research Institute of Korean Studies,2016-07,1
2995,Research Institute of Korean Studies,2018-05,3
2996,Research Institute of Korean Studies,2018-09,1
2997,San Francisco Public Library,2011-09,64
2998,San Francisco Public Library,2011-10,128
2999,San Francisco Public Library,2011-11,102
3000,San Francisco Public Library,2011-12,61
3001,San Francisco Public Library,2012-01,110
3002,San Francisco Public Library,2012-02,100
3003,San Francisco Public Library,2012-03,88
3004,San Francisco Public Library,2012-04,165
3005,San Francisco Public Library,2012-05,181
3006,San Francisco Public Library,2012-06,113
3007,San Francisco Public Library,2012-07,268
3008,San Francisco Public Library,2012-08,313
3009,San Francisco Public Library,2012-09,153
3010,San Francisco Public Library,2012-10,123
3011,San Francisco Public Library,2012-11,174
3012,San Francisco Public Library,2012-12,63
3013,San Francisco Public Library,2013-01,220
3014,San Francisco Public Library,2013-02,195
3015,San Francisco Public Library,2013-03,164
3016,San Francisco Public Library,2013-04,194
3017,San Francisco Public Library,2013-05,229
3018,San Francisco Public Library,2013-06,120
3019,San Francisco Public Library,2013-07,93
3020,San Francisco Public Library,2013-08,155
3021,San Francisco Public Library,2013-09,152
3022,San Francisco Public Library,2013-10,197
3023,San Francisco Public Library,2013-11,263
3024,San Francisco Public Library,2013-12,208
3025,San Francisco Public Library,2014-01,104
3026,San Francisco Public Library,2014-02,173
3027,San Francisco Public Library,2014-03,226
3028,San Francisco Public Library,2014-04,363
3029,San Francisco Public Library,2014-05,257
3030,San Francisco Public Library,2014-06,284
3031,San Francisco Public Library,2014-07,260
3032,San Francisco Public Library,2014-08,126
3033,San Francisco Public Library,2014-09,264
3034,San Francisco Public Library,2014-10,330
3035,San Francisco Public Library,2014-11,137
3036,San Francisco Public Library,2014-12,123
3037,San Francisco Public Library,2015-01,136
3038,San Francisco Public Library,2015-02,94
3039,San Francisco Public Library,2015-03,88
3040,San Francisco Public Library,2015-04,81
3041,San Francisco Public Library,2015-05,183
3042,San Francisco Public Library,2015-06,217
3043,San Francisco Public Library,2015-07,273
3044,San Francisco Public Library,2015-08,85
3045,San Francisco Public Library,2015-09,141
3046,San Francisco Public Library,2015-10,157
3047,San Francisco Public Library,2015-11,140
3048,San Francisco Public Library,2015-12,126
3049,San Francisco Public Library,2016-01,114
3050,San Francisco Public Library,2016-02,181
3051,San Francisco Public Library,2016-03,198
3052,San Francisco Public Library,2016-04,232
3053,San Francisco Public Library,2016-05,198
3054,San Francisco Public Library,2016-06,158
3055,San Francisco Public Library,2016-07,49
3056,San Francisco Public Library,2016-08,25
3057,San Francisco Public Library,2016-09,167
3058,San Francisco Public Library,2016-10,259
3059,San Francisco Public Library,2016-11,249
3060,San Francisco Public Library,2016-12,157
3061,San Francisco Public Library,2017-01,107
3062,San Francisco Public Library,2017-02,134
3063,San Francisco Public Library,2017-03,77
3064,San Francisco Public Library,2017-04,47
3065,San Francisco Public Library,2017-05,60
3066,San Francisco Public Library,2017-06,95
3068,Servants of knowledge,2019-02,7
3069,Servants of knowledge,2019-03,85
3070,Servants of knowledge,2019-04,189
3071,Servants of knowledge,2019-05,130
3072,Servants of knowledge,2019-06,302
3073,Servants of knowledge,2019-07,87
3075,Smithsonian Libraries and Archives,2007-08,20
3076,Smithsonian Libraries and Archives,2007-09,39
3077,Smithsonian Libraries and Archives,2007-10,54
3078,Smithsonian Libraries and Archives,2007-11,56
3079,Smithsonian Libraries and Archives,2007-12,19
3080,Smithsonian Libraries and Archives,2008-01,32
3081,Smithsonian Libraries and Archives,2008-02,5
3082,Smithsonian Libraries and Archives,2008-03,10
3083,Smithsonian Libraries and Archives,2008-04,6
3084,Smithsonian Libraries and Archives,2008-05,19
3085,Smithsonian Libraries and Archives,2008-06,21
3086,Smithsonian Libraries and Archives,2008-07,7
3087,Smithsonian Libraries and Archives,2008-08,52
3088,Smithsonian Libraries and Archives,2008-09,24
3089,Smithsonian Libraries and Archives,2008-10,64
3090,Smithsonian Libraries and Archives,2008-11,119
3091,Smithsonian Libraries and Archives,2008-12,156
3092,Smithsonian Libraries and Archives,2009-01,116
3093,Smithsonian Libraries and Archives,2009-02,147
3094,Smithsonian Libraries and Archives,2009-03,210
3095,Smithsonian Libraries and Archives,2009-04,119
3096,Smithsonian Libraries and Archives,2009-05,179
3097,Smithsonian Libraries and Archives,2009-06,141
3098,Smithsonian Libraries and Archives,2009-07,196
3099,Smithsonian Libraries and Archives,2009-08,150
3100,Smithsonian Libraries and Archives,2009-09,161
3101,Smithsonian Libraries and Archives,2009-10,124
3102,Smithsonian Libraries and Archives,2009-11,74
3103,Smithsonian Libraries and Archives,2009-12,106
3104,Smithsonian Libraries and Archives,2010-01,150
3105,Smithsonian Libraries and Archives,2010-02,93
3106,Smithsonian Libraries and Archives,2010-03,113
3107,Smithsonian Libraries and Archives,2010-04,89
3108,Smithsonian Libraries and Archives,2010-05,40
3109,Smithsonian Libraries and Archives,2010-06,86
3110,Smithsonian Libraries and Archives,2010-07,59
3111,Smithsonian Libraries and Archives,2010-08,67
3112,Smithsonian Libraries and Archives,2010-09,38
3113,Smithsonian Libraries and Archives,2010-10,32
3114,Smithsonian Libraries and Archives,2010-11,42
3115,Smithsonian Libraries and Archives,2010-12,49
3116,Smithsonian Libraries and Archives,2011-01,36
3117,Smithsonian Libraries and Archives,2011-02,17
3118,Smithsonian Libraries and Archives,2011-03,32
3119,Smithsonian Libraries and Archives,2011-04,53
3120,Smithsonian Libraries and Archives,2011-05,50
3121,Smithsonian Libraries and Archives,2011-06,35
3122,Smithsonian Libraries and Archives,2011-07,77
3123,Smithsonian Libraries and Archives,2011-08,94
3124,Smithsonian Libraries and Archives,2011-09,40
3125,Smithsonian Libraries and Archives,2011-10,108
3126,Smithsonian Libraries and Archives,2011-11,56
3127,Smithsonian Libraries and Archives,2011-12,67
3128,Smithsonian Libraries and Archives,2012-01,92
3129,Smithsonian Libraries and Archives,2012-02,158
3130,Smithsonian Libraries and Archives,2012-03,254
3131,Smithsonian Libraries and Archives,2012-04,135
3132,Smithsonian Libraries and Archives,2012-05,163
3133,Smithsonian Libraries and Archives,2012-06,135
3134,Smithsonian Libraries and Archives,2012-07,178
3135,Smithsonian Libraries and Archives,2012-08,172
3136,Smithsonian Libraries and Archives,2012-09,170
3137,Smithsonian Libraries and Archives,2012-10,240
3138,Smithsonian Libraries and Archives,2012-11,220
3139,Smithsonian Libraries and Archives,2012-12,108
3140,Smithsonian Libraries and Archives,2013-01,249
3141,Smithsonian Libraries and Archives,2013-02,81
3142,Smithsonian Libraries and Archives,2013-03,189
3143,Smithsonian Libraries and Archives,2013-04,108
3144,Smithsonian Libraries and Archives,2013-05,202
