,name,month_year,books_scanned
1250,Columbia University,2008-11,1184
1251,Columbia University,2008-12,2029
1252,Columbia University,2009-01,1427
1253,Columbia University,2009-02,1209
1254,Columbia University,2009-03,1115
1255,Columbia University,2009-04,1232
1256,Columbia University,2009-05,1102
1257,Columbia University,2009-06,853
1258,Columbia University,2009-07,930
1259,Columbia University,2009-08,877
1260,Columbia University,2009-09,881
1261,Columbia University,2009-10,1287
1262,Columbia University,2009-11,880
1263,Columbia University,2009-12,941
1264,Columbia University,2010-01,1120
1265,Columbia University,2010-02,704
1266,Columbia University,2010-03,1186
1267,Columbia University,2010-04,939
1268,Columbia University,2010-05,1235
1269,Columbia University,2010-06,1662
1270,Columbia University,2010-07,1305
1271,Columbia University,2010-08,1056
1272,Columbia University,2010-09,1558
1273,Columbia University,2010-10,1588
1274,Columbia University,2010-11,1093
1275,Columbia University,2010-12,802
1276,Columbia University,2011-01,900
1277,Columbia University,2011-02,474
1278,Columbia University,2011-03,1545
1279,Columbia University,2011-04,591
1280,Columbia University,2011-05,574
1281,Columbia University,2011-07,1
1282,Columbia University,2011-12,1
1284,Datum Data Co. Ltd.,2009-07,7
1285,Datum Data Co. Ltd.,2010-03,3
1286,Datum Data Co. Ltd.,2010-04,31
1287,Datum Data Co. Ltd.,2010-07,98
1288,Datum Data Co. Ltd.,2010-08,286
1289,Datum Data Co. Ltd.,2010-09,591
1290,Datum Data Co. Ltd.,2010-10,248
1291,Datum Data Co. Ltd.,2010-11,1128
1292,Datum Data Co. Ltd.,2010-12,3326
1293,Datum Data Co. Ltd.,2011-01,3388
1294,Datum Data Co. Ltd.,2011-02,2821
1295,Datum Data Co. Ltd.,2011-03,7264
1296,Datum Data Co. Ltd.,2011-04,9237
1297,Datum Data Co. Ltd.,2011-05,6594
1298,Datum Data Co. Ltd.,2011-06,8959
1299,Datum Data Co. Ltd.,2011-07,14271
1300,Datum Data Co. Ltd.,2011-08,14827
1301,Datum Data Co. Ltd.,2011-09,15030
1302,Datum Data Co. Ltd.,2011-10,17033
1303,Datum Data Co. Ltd.,2011-11,16264
1304,Datum Data Co. Ltd.,2011-12,14769
1305,Datum Data Co. Ltd.,2012-01,5087
1306,Datum Data Co. Ltd.,2012-02,11791
1307,Datum Data Co. Ltd.,2012-03,20192
1308,Datum Data Co. Ltd.,2012-04,20441
1309,Datum Data Co. Ltd.,2012-05,22911
1310,Datum Data Co. Ltd.,2012-06,20660
1311,Datum Data Co. Ltd.,2012-07,20097
1312,Datum Data Co. Ltd.,2012-08,26482
1313,Datum Data Co. Ltd.,2012-09,22908
1314,Datum Data Co. Ltd.,2012-10,13451
1315,Datum Data Co. Ltd.,2012-11,56
1316,Datum Data Co. Ltd.,2012-12,4690
1317,Datum Data Co. Ltd.,2013-01,1417
1318,Datum Data Co. Ltd.,2013-02,195
1319,Datum Data Co. Ltd.,2013-03,1270
1320,Datum Data Co. Ltd.,2013-04,1482
1321,Datum Data Co. Ltd.,2013-05,178
1322,Datum Data Co. Ltd.,2013-06,1082
1323,Datum Data Co. Ltd.,2013-07,1654
1324,Datum Data Co. Ltd.,2013-08,1732
1325,Datum Data Co. Ltd.,2013-09,1850
1326,Datum Data Co. Ltd.,2013-10,3170
1327,Datum Data Co. Ltd.,2013-11,3095
1328,Datum Data Co. Ltd.,2013-12,3442
1329,Datum Data Co. Ltd.,2014-01,3107
1330,Datum Data Co. Ltd.,2014-02,394
1331,Datum Data Co. Ltd.,2014-03,3057
1332,Datum Data Co. Ltd.,2014-04,2726
1333,Datum Data Co. Ltd.,2014-05,1979
1334,Datum Data Co. Ltd.,2014-06,1983
1335,Datum Data Co. Ltd.,2014-07,1554
1336,Datum Data Co. Ltd.,2014-08,2265
1337,Datum Data Co. Ltd.,2014-09,2817
1338,Datum Data Co. Ltd.,2014-10,1272
1339,Datum Data Co. Ltd.,2014-11,1345
1340,Datum Data Co. Ltd.,2014-12,1227
1341,Datum Data Co. Ltd.,2015-01,1575
1342,Datum Data Co. Ltd.,2015-02,1495
1343,Datum Data Co. Ltd.,2015-03,3311
1344,Datum Data Co. Ltd.,2015-04,1550
1345,Datum Data Co. Ltd.,2015-05,261
1346,Datum Data Co. Ltd.,2015-06,500
1347,Datum Data Co. Ltd.,2015-07,544
1348,Datum Data Co. Ltd.,2015-08,2149
1349,Datum Data Co. Ltd.,2015-09,3449
1350,Datum Data Co. Ltd.,2015-10,3928
1351,Datum Data Co. Ltd.,2015-11,3905
1352,Datum Data Co. Ltd.,2015-12,4342
1353,Datum Data Co. Ltd.,2016-01,3241
1354,Datum Data Co. Ltd.,2016-02,1350
1355,Datum Data Co. Ltd.,2016-03,939
1356,Datum Data Co. Ltd.,2016-04,1
1357,Datum Data Co. Ltd.,2016-06,1
1358,Datum Data Co. Ltd.,2016-07,40
1359,Datum Data Co. Ltd.,2016-08,9
1360,Datum Data Co. Ltd.,2016-10,3
1361,Datum Data Co. Ltd.,2016-11,12
1362,Datum Data Co. Ltd.,2016-12,19
1363,Datum Data Co. Ltd.,2017-04,8
1364,Datum Data Co. Ltd.,2017-05,1
1365,Datum Data Co. Ltd.,2019-03,351
1366,Datum Data Co. Ltd.,2019-04,1127
1367,Datum Data Co. Ltd.,2019-05,1457
1368,Datum Data Co. Ltd.,2019-06,954
1369,Datum Data Co. Ltd.,2019-07,1481
1370,Datum Data Co. Ltd.,2019-08,1880
1371,Datum Data Co. Ltd.,2019-09,1530
1372,Datum Data Co. Ltd.,2019-10,1831
1373,Datum Data Co. Ltd.,2019-11,3038
1374,Datum Data Co. Ltd.,2019-12,3869
1375,Datum Data Co. Ltd.,2020-01,2484
1376,Datum Data Co. Ltd.,2020-03,2435
1377,Datum Data Co. Ltd.,2020-04,3576
1378,Datum Data Co. Ltd.,2020-05,3453
1379,Datum Data Co. Ltd.,2020-06,3468
1380,Datum Data Co. Ltd.,2020-07,2927
1381,Datum Data Co. Ltd.,2020-08,2178
1382,Datum Data Co. Ltd.,2020-09,360
1383,Datum Data Co. Ltd.,2020-10,1059
1384,Datum Data Co. Ltd.,2020-11,1917
1385,Datum Data Co. Ltd.,2020-12,336
1386,Datum Data Co. Ltd.,2021-01,713
1387,Datum Data Co. Ltd.,2021-02,23
1388,Datum Data Co. Ltd.,2021-03,1163
1389,Datum Data Co. Ltd.,2021-04,661
1390,Datum Data Co. Ltd.,2021-05,798
1391,Datum Data Co. Ltd.,2021-06,881
1392,Datum Data Co. Ltd.,2021-07,2053
1393,Datum Data Co. Ltd.,2021-08,2204
1394,Datum Data Co. Ltd.,2021-09,1827
1395,Datum Data Co. Ltd.,2021-10,1256
1396,Datum Data Co. Ltd.,2021-11,1796
1397,Datum Data Co. Ltd.,2021-12,2078
1398,Datum Data Co. Ltd.,2022-01,1897
1399,Datum Data Co. Ltd.,2022-02,1515
1400,Datum Data Co. Ltd.,2022-03,1488
1401,Datum Data Co. Ltd.,2022-04,2274
1402,Datum Data Co. Ltd.,2022-05,813
1403,Datum Data Co. Ltd.,2022-06,1664
1404,Datum Data Co. Ltd.,2022-07,1468
1405,Datum Data Co. Ltd.,2022-08,2487
1406,Datum Data Co. Ltd.,2022-09,3097
1407,Datum Data Co. Ltd.,2022-10,3226
1408,Datum Data Co. Ltd.,2022-11,1139
1409,Datum Data Co. Ltd.,2022-12,1325
1410,Datum Data Co. Ltd.,2023-01,216
1411,Datum Data Co. Ltd.,2023-02,240
1412,Datum Data Co. Ltd.,2023-03,85
1413,Datum Data Co. Ltd.,2023-04,157
1414,Datum Data Co. Ltd.,2023-05,284
1415,Datum Data Co. Ltd.,2023-06,55
1417,Duke University,2008-11,2
1418,Duke University,2009-01,2
1419,Duke University,2010-04,97
1420,Duke University,2010-05,160
1421,Duke University,2010-06,114
1422,Duke University,2010-07,103
1423,Duke University,2010-08,200
1424,Duke University,2010-09,189
1425,Duke University,2010-10,289
1426,Duke University,2010-11,30
1427,Duke University,2010-12,653
1428,Duke University,2011-01,776
1429,Duke University,2011-02,469
1430,Duke University,2011-03,212
1431,Duke University,2011-04,175
1432,Duke University,2011-05,159
1433,Duke University,2011-06,165
1434,Duke University,2011-07,158
1435,Duke University,2011-08,179
1436,Duke University,2011-09,185
1437,Duke University,2011-10,218
1438,Duke University,2011-11,204
1439,Duke University,2011-12,138
1440,Duke University,2012-01,86
1441,Duke University,2012-02,154
1442,Duke University,2012-03,37
1443,Duke University,2012-04,54
1444,Duke University,2012-05,87
1445,Duke University,2012-06,105
1446,Duke University,2012-07,87
1447,Duke University,2012-08,228
1448,Duke University,2012-09,92
1449,Duke University,2012-10,157
1450,Duke University,2012-11,182
1451,Duke University,2012-12,191
1452,Duke University,2013-01,551
1453,Duke University,2013-02,335
1454,Duke University,2013-03,395
1455,Duke University,2013-04,224
1456,Duke University,2013-05,237
1457,Duke University,2013-06,208
1458,Duke University,2013-07,184
1459,Duke University,2013-08,199
1460,Duke University,2013-09,181
1461,Duke University,2013-10,227
1462,Duke University,2013-11,186
1463,Duke University,2013-12,158
1464,Duke University,2014-01,136
1465,Duke University,2014-02,254
1466,Duke University,2014-03,213
1467,Duke University,2014-04,408
1468,Duke University,2014-05,205
1469,Duke University,2014-06,293
1470,Duke University,2014-07,240
1471,Duke University,2014-08,233
1472,Duke University,2014-09,301
1473,Duke University,2014-10,474
1474,Duke University,2014-11,498
1475,Duke University,2014-12,110
1476,Duke University,2015-01,88
1477,Duke University,2015-02,100
1478,Duke University,2015-03,163
1479,Duke University,2015-04,147
1480,Duke University,2015-05,129
1481,Duke University,2015-06,134
1482,Duke University,2015-07,164
1483,Duke University,2015-08,161
1484,Duke University,2015-09,99
1485,Duke University,2015-10,259
1486,Duke University,2015-11,117
1487,Duke University,2015-12,76
1488,Duke University,2016-01,114
1489,Duke University,2016-02,125
1490,Duke University,2016-03,93
1491,Duke University,2016-04,168
1492,Duke University,2016-05,103
1493,Duke University,2016-06,107
1494,Duke University,2016-07,99
1495,Duke University,2016-08,81
1496,Duke University,2016-09,156
1497,Duke University,2016-10,104
1498,Duke University,2016-11,122
1499,Duke University,2016-12,108
1500,Duke University,2017-01,106
1501,Duke University,2017-02,94
1502,Duke University,2017-03,33
1503,Duke University,2017-04,59
1504,Duke University,2017-05,165
1505,Duke University,2017-06,168
1506,Duke University,2017-07,131
1507,Duke University,2017-08,147
1508,Duke University,2017-09,133
1509,Duke University,2017-10,106
1510,Duke University,2017-11,146
1511,Duke University,2017-12,107
1512,Duke University,2018-01,102
1513,Duke University,2018-02,158
1514,Duke University,2018-03,96
1515,Duke University,2018-04,101
1516,Duke University,2018-05,141
1517,Duke University,2018-06,76
1518,Duke University,2018-07,48
1519,Duke University,2018-08,72
1520,Duke University,2018-09,14
1521,Duke University,2018-10,91
1522,Duke University,2018-11,151
1523,Duke University,2018-12,42
1524,Duke University,2019-01,43
1525,Duke University,2019-02,31
1526,Duke University,2019-03,54
1527,Duke University,2019-04,105
1528,Duke University,2019-05,12
1529,Duke University,2019-06,32
1530,Duke University,2019-07,96
1531,Duke University,2019-08,71
1532,Duke University,2019-09,88
1533,Duke University,2019-10,17
1534,Duke University,2019-11,13
1535,Duke University,2019-12,8
1536,Duke University,2020-01,20
1537,Duke University,2020-02,23
1538,Duke University,2020-03,18
1539,Duke University,2020-07,12
1540,Duke University,2020-08,15
1541,Duke University,2020-09,105
1542,Duke University,2020-10,47
1543,Duke University,2020-11,39
1544,Duke University,2020-12,31
1545,Duke University,2021-01,111
1546,Duke University,2021-02,107
1547,Duke University,2021-03,110
1548,Duke University,2021-04,64
1549,Duke University,2021-05,82
1550,Duke University,2021-06,140
1551,Duke University,2021-07,123
1552,Duke University,2021-08,94
1553,Duke University,2021-09,82
1554,Duke University,2021-10,63
1555,Duke University,2021-11,14
1556,Duke University,2021-12,40
1557,Duke University,2022-01,15
1558,Duke University,2022-02,40
1559,Duke University,2022-03,169
1560,Duke University,2022-04,121
1561,Duke University,2022-05,113
1562,Duke University,2022-06,155
1563,Duke University,2022-07,103
1564,Duke University,2022-08,146
1565,Duke University,2022-09,130
1566,Duke University,2022-10,111
1567,Duke University,2022-11,107
1568,Duke University,2022-12,87
1569,Duke University,2023-01,98
1570,Duke University,2023-02,97
1571,Duke University,2023-03,11
1572,Duke University,2023-04,8
1573,Duke University,2023-05,73
1574,Duke University,2023-06,2
1576,Family Search Library,2016-01,15
1577,Family Search Library,2016-02,19
1578,Family Search Library,2016-03,7
1579,Family Search Library,2016-04,36
1580,Family Search Library,2016-05,14
1581,Family Search Library,2016-06,24
1582,Family Search Library,2016-07,13
1583,Family Search Library,2016-08,24
1584,Family Search Library,2016-09,4
1585,Family Search Library,2016-10,27
1586,Family Search Library,2017-05,1
1587,Family Search Library,2017-06,49
1588,Family Search Library,2017-08,5
1589,Family Search Library,2017-09,49
1590,Family Search Library,2017-10,49
1591,Family Search Library,2017-11,21
1592,Family Search Library,2017-12,2
1593,Family Search Library,2018-01,26
1594,Family Search Library,2018-02,3
1595,Family Search Library,2018-05,4
1596,Family Search Library,2018-06,17
1597,Family Search Library,2018-07,19
1598,Family Search Library,2018-08,76
1599,Family Search Library,2018-09,37
1600,Family Search Library,2018-10,38
1601,Family Search Library,2018-11,17
1602,Family Search Library,2018-12,21
1603,Family Search Library,2019-01,5
1604,Family Search Library,2019-05,16
1605,Family Search Library,2019-06,20
1606,Family Search Library,2019-08,26
1607,Family Search Library,2019-09,39
1608,Family Search Library,2019-10,20
1609,Family Search Library,2019-11,16
1610,Family Search Library,2019-12,8
1611,Family Search Library,2020-01,8
1612,Family Search Library,2021-02,1
1613,Family Search Library,2021-03,9
1614,Family Search Library,2021-06,3
1615,Family Search Library,2021-07,5
1616,Family Search Library,2021-08,10
1617,Georgetown University,2015-11,1
1618,Georgetown University,2016-02,3
1619,Georgetown University,2016-03,4
1620,Georgetown University,2016-06,3
1621,Georgetown University,2016-09,2
1622,Georgetown University,2016-11,1
1623,Georgetown University,2016-12,1
1624,Georgetown University,2017-01,2
1625,Georgetown University,2017-04,2
1626,Georgetown University,2018-01,1
1627,Georgetown University,2018-02,1
1628,Georgetown University,2018-03,1
1629,Georgetown University,2018-04,2
1630,Georgetown University,2018-06,1
1631,Georgetown University,2018-08,4
1632,Georgetown University,2018-09,1
1633,Georgetown University,2018-10,1
1634,Georgetown University,2018-12,3
1635,Georgetown University,2019-02,1
1636,Georgetown University,2019-04,7
1637,Georgetown University,2019-05,2
1638,Georgetown University,2019-06,9
1639,Georgetown University,2019-07,20
1640,Georgetown University,2019-08,15
1641,Georgetown University,2019-09,14
1642,Georgetown University,2019-10,13
1643,Georgetown University,2019-11,4
1644,Georgetown University,2019-12,2
1645,Georgetown University,2020-02,2
1646,Georgetown University,2020-10,1
1647,Georgetown University,2021-09,1
1648,Georgetown University,2021-10,8
1649,Georgetown University,2021-12,3
1650,Georgetown University,2022-01,2
1651,Georgetown University,2022-03,11
1652,Georgetown University,2022-04,6
1653,Georgetown University,2022-06,7
1654,Georgetown University,2022-07,4
1655,Georgetown University,2022-08,7
1656,Georgetown University,2022-09,4
1657,Georgetown University,2022-10,6
1658,Georgetown University,2022-11,6
1659,Georgetown University,2022-12,1
1660,Georgetown University,2023-01,13
1661,Georgetown University,2023-02,4
1662,Georgetown University,2023-03,2
1664,Getty Research Institute,2016-07,1
1665,Getty Research Institute,2016-08,160
1666,Getty Research Institute,2016-09,1
1667,Getty Research Institute,2016-12,11
1668,Getty Research Institute,2017-02,1
1669,Getty Research Institute,2019-02,14
1670,Getty Research Institute,2019-03,1
1671,Getty Research Institute,2019-08,1
1672,Getty Research Institute,2019-09,2
1673,Getty Research Institute,2020-02,2
1675,Getty Research Institute Valencia Warehouse,2013-07,34
1676,Getty Research Institute Valencia Warehouse,2013-08,247
1677,Getty Research Institute Valencia Warehouse,2013-09,305
1678,Getty Research Institute Valencia Warehouse,2013-10,405
1679,Getty Research Institute Valencia Warehouse,2013-11,251
1680,Getty Research Institute Valencia Warehouse,2013-12,56
1681,Getty Research Institute Valencia Warehouse,2014-01,207
1682,Getty Research Institute Valencia Warehouse,2014-02,259
1683,Getty Research Institute Valencia Warehouse,2014-03,270
1684,Getty Research Institute Valencia Warehouse,2014-04,306
1685,Getty Research Institute Valencia Warehouse,2014-05,385
1686,Getty Research Institute Valencia Warehouse,2014-06,446
1687,Getty Research Institute Valencia Warehouse,2014-07,452
1688,Getty Research Institute Valencia Warehouse,2014-08,231
1689,Getty Research Institute Valencia Warehouse,2014-09,233
1690,Getty Research Institute Valencia Warehouse,2014-10,260
1691,Getty Research Institute Valencia Warehouse,2014-11,181
1692,Getty Research Institute Valencia Warehouse,2014-12,169
1693,Getty Research Institute Valencia Warehouse,2015-01,184
1694,Getty Research Institute Valencia Warehouse,2015-02,190
1695,Getty Research Institute Valencia Warehouse,2015-03,291
1696,Getty Research Institute Valencia Warehouse,2015-04,200
1697,Getty Research Institute Valencia Warehouse,2015-05,125
1698,Getty Research Institute Valencia Warehouse,2015-06,219
1699,Getty Research Institute Valencia Warehouse,2015-07,510
1700,Getty Research Institute Valencia Warehouse,2015-08,572
1701,Getty Research Institute Valencia Warehouse,2015-09,460
1702,Getty Research Institute Valencia Warehouse,2015-10,585
1703,Getty Research Institute Valencia Warehouse,2015-11,554
1704,Getty Research Institute Valencia Warehouse,2015-12,591
1705,Getty Research Institute Valencia Warehouse,2016-01,650
1706,Getty Research Institute Valencia Warehouse,2016-02,757
1707,Getty Research Institute Valencia Warehouse,2016-03,512
1708,Getty Research Institute Valencia Warehouse,2016-04,549
1709,Getty Research Institute Valencia Warehouse,2016-05,574
1710,Getty Research Institute Valencia Warehouse,2016-06,548
1711,Getty Research Institute Valencia Warehouse,2016-07,462
1712,Getty Research Institute Valencia Warehouse,2016-08,521
1713,Getty Research Institute Valencia Warehouse,2016-09,447
1714,Getty Research Institute Valencia Warehouse,2016-10,440
1715,Getty Research Institute Valencia Warehouse,2016-11,256
1716,Getty Research Institute Valencia Warehouse,2016-12,305
1717,Getty Research Institute Valencia Warehouse,2017-01,234
1718,Getty Research Institute Valencia Warehouse,2017-02,151
1719,Getty Research Institute Valencia Warehouse,2017-03,252
1720,Getty Research Institute Valencia Warehouse,2017-04,161
1721,Getty Research Institute Valencia Warehouse,2017-05,340
1722,Getty Research Institute Valencia Warehouse,2017-06,211
1723,Getty Research Institute Valencia Warehouse,2017-07,90
1724,Getty Research Institute Valencia Warehouse,2017-08,165
1725,Getty Research Institute Valencia Warehouse,2017-09,130
1726,Getty Research Institute Valencia Warehouse,2017-10,179
1727,Getty Research Institute Valencia Warehouse,2017-11,169
1728,Getty Research Institute Valencia Warehouse,2017-12,95
1729,Getty Research Institute Valencia Warehouse,2018-01,143
1730,Getty Research Institute Valencia Warehouse,2018-02,132
1731,Getty Research Institute Valencia Warehouse,2018-03,160
1732,Getty Research Institute Valencia Warehouse,2018-04,204
1733,Getty Research Institute Valencia Warehouse,2018-05,237
1734,Getty Research Institute Valencia Warehouse,2018-06,186
1735,Getty Research Institute Valencia Warehouse,2018-07,213
1736,Getty Research Institute Valencia Warehouse,2018-08,232
1737,Getty Research Institute Valencia Warehouse,2018-09,264
1738,Getty Research Institute Valencia Warehouse,2018-10,199
1739,Getty Research Institute Valencia Warehouse,2018-11,65
1740,Getty Research Institute Valencia Warehouse,2018-12,77
1741,Getty Research Institute Valencia Warehouse,2019-01,200
1742,Getty Research Institute Valencia Warehouse,2019-02,232
1743,Getty Research Institute Valencia Warehouse,2019-03,248
1744,Getty Research Institute Valencia Warehouse,2019-04,296
1745,Getty Research Institute Valencia Warehouse,2019-05,219
1746,Getty Research Institute Valencia Warehouse,2019-06,280
1747,Getty Research Institute Valencia Warehouse,2019-07,253
1748,Getty Research Institute Valencia Warehouse,2019-08,334
1749,Getty Research Institute Valencia Warehouse,2019-09,291
1750,Getty Research Institute Valencia Warehouse,2019-10,135
1751,Getty Research Institute Valencia Warehouse,2019-11,164
1752,Getty Research Institute Valencia Warehouse,2019-12,162
1753,Getty Research Institute Valencia Warehouse,2020-01,139
1754,Getty Research Institute Valencia Warehouse,2020-02,204
1755,Getty Research Institute Valencia Warehouse,2020-03,68
1756,Getty Research Institute Valencia Warehouse,2021-10,39
1757,Getty Research Institute Valencia Warehouse,2021-11,78
1758,Getty Research Institute Valencia Warehouse,2021-12,62
1759,Getty Research Institute Valencia Warehouse,2022-01,89
1760,Getty Research Institute Valencia Warehouse,2022-02,82
1761,Getty Research Institute Valencia Warehouse,2022-03,112
1762,Getty Research Institute Valencia Warehouse,2022-04,99
1763,Getty Research Institute Valencia Warehouse,2022-05,147
1764,Getty Research Institute Valencia Warehouse,2022-06,151
1765,Getty Research Institute Valencia Warehouse,2022-07,74
1766,Getty Research Institute Valencia Warehouse,2022-08,51
1767,Getty Research Institute Valencia Warehouse,2022-09,90
1768,Getty Research Institute Valencia Warehouse,2022-10,52
1769,Getty Research Institute Valencia Warehouse,2022-11,26
1770,Getty Research Institute Valencia Warehouse,2022-12,8
1771,Getty Research Institute Valencia Warehouse,2023-01,67
1772,Getty Research Institute Valencia Warehouse,2023-02,1
1773,Getty Research Institute Valencia Warehouse,2023-03,179
1774,Getty Research Institute Valencia Warehouse,2023-04,142
1775,Getty Research Institute Valencia Warehouse,2023-05,69
1776,Getty Research Institute Valencia Warehouse,2023-06,8
1778,Hamilton Public Library,2023-04,11
1779,Hamilton Public Library,2023-05,145
1780,Hamilton Public Library,2023-06,44
1782,Harvard,2015-09,8
1783,Harvard,2015-10,18
1784,Harvard,2016-01,6
1785,Harvard,2016-03,8
1786,Harvard,2016-04,3
1787,Harvard,2016-06,13
1788,Harvard,2016-07,19
1789,Harvard,2016-08,5
1790,Harvard,2016-09,13
1791,Harvard,2016-10,10
1792,Harvard,2016-11,24
1793,Harvard,2016-12,29
1794,Harvard,2017-01,25
1795,Harvard,2017-02,13
1796,Harvard,2017-03,9
1797,Harvard,2017-04,18
1798,Harvard,2017-05,26
1799,Harvard,2017-06,30
1800,Harvard,2017-07,15
1801,Harvard,2017-08,31
1802,Harvard,2017-09,24
1803,Harvard,2017-10,3
1804,Harvard,2017-11,29
1805,Harvard,2017-12,19
1806,Harvard,2018-01,7
1807,Harvard,2018-02,33
1808,Harvard,2018-03,91
1809,Harvard,2018-04,4
1810,Harvard,2018-08,22
1811,Harvard,2018-09,95
1812,Harvard,2018-10,61
1813,Harvard,2018-11,1
1814,Harvard,2018-12,5
1815,Harvard,2019-01,2
1816,Harvard,2019-08,8
1817,Harvard,2019-09,6
1818,Harvard,2019-11,9
1819,Harvard,2020-02,5
1820,Harvard,2020-03,4
1821,Harvard,2021-04,1
1822,Harvard,2021-09,2
1823,Harvard,2021-11,4
1824,Harvard,2021-12,13
1825,Harvard,2022-02,7
1826,Harvard,2022-03,25
1827,Harvard,2022-05,1
1828,Harvard,2022-06,5
1829,Harvard,2022-07,2
1830,Harvard,2022-08,33
1831,Harvard,2022-09,26
1832,Harvard,2022-10,9
1833,Harvard,2022-11,3
1834,Harvard,2023-01,8
1835,Harvard,2023-02,29
1836,Harvard,2023-03,12
1837,Harvard,2023-05,12
1839,Hong Kong,2009-08,1
1840,Hong Kong,2009-09,2
1841,Hong Kong,2009-12,1
1842,Hong Kong,2010-02,1
1843,Hong Kong,2010-06,1
1844,Hong Kong,2010-07,1
1845,Hong Kong,2011-05,1
1846,Hong Kong,2011-08,1
1847,Hong Kong,2011-09,1
1848,Hong Kong,2011-10,1
1849,Hong Kong,2011-11,1
1850,Hong Kong,2011-12,1
1851,Hong Kong,2012-01,1
1852,Hong Kong,2012-02,2
1853,Hong Kong,2012-03,1
1854,Hong Kong,2012-05,3
1855,Hong Kong,2012-07,1
1856,Hong Kong,2012-08,2
1857,Hong Kong,2012-09,2
1858,Hong Kong,2013-05,1
1859,Hong Kong,2013-06,2
1860,Hong Kong,2013-07,21
1861,Hong Kong,2013-08,82
1862,Hong Kong,2013-09,245
1863,Hong Kong,2013-11,1
1864,Hong Kong,2014-02,1
1865,Hong Kong,2014-06,2
1866,Hong Kong,2015-04,2
1867,Hong Kong,2015-06,2
1868,Hong Kong,2015-09,1
1869,Hong Kong,2015-10,2
1870,Hong Kong,2015-11,3
1871,Hong Kong,2016-02,1
1872,Hong Kong,2016-05,79
1873,Hong Kong,2016-06,1432
1874,Hong Kong,2016-07,2419
1875,Hong Kong,2016-08,4309
1876,Hong Kong,2016-09,293
1877,Hong Kong,2016-10,2004
1878,Hong Kong,2016-11,3908
1879,Hong Kong,2016-12,7080
1880,Hong Kong,2017-01,5690
1881,Hong Kong,2017-02,5703
1882,Hong Kong,2017-03,8881
1883,Hong Kong,2017-04,6808
1884,Hong Kong,2017-05,7300
1885,Hong Kong,2017-06,6691
1886,Hong Kong,2017-07,5778
1887,Hong Kong,2017-08,8032
1888,Hong Kong,2017-09,8532
1889,Hong Kong,2017-10,7080
1890,Hong Kong,2017-11,11215
1891,Hong Kong,2017-12,10117
1892,Hong Kong,2018-01,12408
1893,Hong Kong,2018-02,9756
1894,Hong Kong,2018-03,12335
1895,Hong Kong,2018-04,9988
1896,Hong Kong,2018-05,11831
1897,Hong Kong,2018-06,15043
1898,Hong Kong,2018-07,18022
1899,Hong Kong,2018-08,19693
1900,Hong Kong,2018-09,16906
1901,Hong Kong,2018-10,18045
1902,Hong Kong,2018-11,17930
1903,Hong Kong,2018-12,10935
1904,Hong Kong,2019-01,6928
1906,Hopewell Junction,2013-07,1
1907,Hopewell Junction,2013-08,1
1908,Hopewell Junction,2014-07,15
1909,Hopewell Junction,2014-08,7
1910,"Innodata Knowledge Services, Inc.",2018-09,224
1911,"Innodata Knowledge Services, Inc.",2018-10,2895
1912,"Innodata Knowledge Services, Inc.",2018-11,4254
1913,"Innodata Knowledge Services, Inc.",2018-12,8441
1914,"Innodata Knowledge Services, Inc.",2019-01,14400
1915,"Innodata Knowledge Services, Inc.",2019-02,13217
1916,"Innodata Knowledge Services, Inc.",2019-03,18197
1917,"Innodata Knowledge Services, Inc.",2019-04,16537
1918,"Innodata Knowledge Services, Inc.",2019-05,21755
1919,"Innodata Knowledge Services, Inc.",2019-06,25172
1920,"Innodata Knowledge Services, Inc.",2019-07,35552
1921,"Innodata Knowledge Services, Inc.",2019-08,33481
1922,"Innodata Knowledge Services, Inc.",2019-09,27895
1923,"Innodata Knowledge Services, Inc.",2019-10,23583
1924,"Innodata Knowledge Services, Inc.",2019-11,54470
1925,"Innodata Knowledge Services, Inc.",2019-12,62505
1926,"Innodata Knowledge Services, Inc.",2020-01,62321
1927,"Innodata Knowledge Services, Inc.",2020-02,41093
1928,"Innodata Knowledge Services, Inc.",2020-03,34377
1929,"Innodata Knowledge Services, Inc.",2020-04,10307
1930,"Innodata Knowledge Services, Inc.",2020-05,23563
1931,"Innodata Knowledge Services, Inc.",2020-06,67625
1932,"Innodata Knowledge Services, Inc.",2020-07,73551
1933,"Innodata Knowledge Services, Inc.",2020-08,71957
1934,"Innodata Knowledge Services, Inc.",2020-09,90810
1935,"Innodata Knowledge Services, Inc.",2020-10,93287
1936,"Innodata Knowledge Services, Inc.",2020-11,90047
1937,"Innodata Knowledge Services, Inc.",2020-12,77889
1938,"Innodata Knowledge Services, Inc.",2021-01,90255
1939,"Innodata Knowledge Services, Inc.",2021-02,81954
1940,"Innodata Knowledge Services, Inc.",2021-03,89066
1941,"Innodata Knowledge Services, Inc.",2021-04,52455
1942,"Innodata Knowledge Services, Inc.",2021-05,78380
1943,"Innodata Knowledge Services, Inc.",2021-06,82414
1944,"Innodata Knowledge Services, Inc.",2021-07,76496
1945,"Innodata Knowledge Services, Inc.",2021-08,67352
1946,"Innodata Knowledge Services, Inc.",2021-09,76195
1947,"Innodata Knowledge Services, Inc.",2021-10,83015
1948,"Innodata Knowledge Services, Inc.",2021-11,70520
