,name,year,books_scanned
567,University of Pretoria,2014,55
568,University of Pretoria,2015,202
569,University of Pretoria,2016,1631
570,University of Pretoria,2017,494
571,University of Pretoria,2018,9
572,University of Pretoria,2019,4
