,name,year,books_scanned
462,UCLA,2006,11495
463,UCLA,2007,41964
464,UCLA,2008,42019
465,UCLA,2009,24092
466,UCLA,2010,19455
467,UCLA,2011,1415
468,UCLA,2012,926
469,UCLA,2013,683
470,UCLA,2014,1922
471,UCLA,2015,1697
472,UCLA,2016,1909
473,UCLA,2017,3238
474,UCLA,2018,3138
475,UCLA,2019,1760
476,UCLA,2020,376
477,UCLA,2021,220
478,UCLA,2022,905
479,UCLA,2023,522
