,name,year,books_scanned
100,Brown University,2010,1778
101,Brown University,2011,1891
102,Brown University,2012,692
103,Brown University,2013,1995
104,Brown University,2014,1492
105,Brown University,2015,881
106,Brown University,2016,785
107,Brown University,2017,2948
108,Brown University,2018,2002
109,Brown University,2019,2953
110,Brown University,2020,1062
111,Brown University,2021,261
112,Brown University,2022,631
113,Brown University,2023,328
