,name,year,imagecount
234,"Innodata Knowledge Services, Inc.",2018,4018700.0
235,"Innodata Knowledge Services, Inc.",2019,98211072.0
236,"Innodata Knowledge Services, Inc.",2020,207087938.0
237,"Innodata Knowledge Services, Inc.",2021,249569364.0
238,"Innodata Knowledge Services, Inc.",2022,281691216.0
239,"Innodata Knowledge Services, Inc.",2023,94573884.0
