,name,year,books_scanned
188,Georgetown University,2015,1
189,Georgetown University,2016,14
190,Georgetown University,2017,4
191,Georgetown University,2018,15
192,Georgetown University,2019,87
193,Georgetown University,2020,3
194,Georgetown University,2021,12
195,Georgetown University,2022,54
196,Georgetown University,2023,19
