,name,year,books_scanned
351,Oberlin College Libraries,2015,52
352,Oberlin College Libraries,2016,671
353,Oberlin College Libraries,2017,98
354,Oberlin College Libraries,2018,73
355,Oberlin College Libraries,2019,574
356,Oberlin College Libraries,2020,150
357,Oberlin College Libraries,2021,63
358,Oberlin College Libraries,2022,21
359,Oberlin College Libraries,2023,51
