,name,year,books_scanned
21,American Numismatic Society,2015,92
22,American Numismatic Society,2016,3028
23,American Numismatic Society,2017,1753
24,American Numismatic Society,2018,1793
25,American Numismatic Society,2019,2037
26,American Numismatic Society,2020,1627
27,American Numismatic Society,2021,1646
28,American Numismatic Society,2022,2364
29,American Numismatic Society,2023,1213
